step,time_s,theta_hat_rad,theta_hat_deg,label_main,label_turn,conf_main,truth_main,truth_turn,theta_truth_rad
549,5.48,0,0,1,1,0.999981045722961,1,1,0
550,5.49,0,0,1,1,0.99998140335083,1,1,0
551,5.5,0,0,1,1,0.999978065490723,1,1,0
552,5.51,0,0,1,1,0.999974489212036,1,1,0
553,5.52,0,0,1,1,0.999976277351379,1,1,0
554,5.53,0,0,1,1,0.999976277351379,1,1,0
555,5.54,0,0,1,1,0.999975919723511,1,1,0
556,5.55,0,0,1,1,0.99997341632843,1,1,0
557,5.56,0,0,1,1,0.999972224235535,1,1,0
558,5.57,0,0,1,1,0.999973297119141,1,1,0
559,5.58,0,0,1,1,0.999972224235535,1,1,0
560,5.59,0,0,1,1,0.999972939491272,1,1,0
561,5.6,0,0,1,1,0.999972343444824,1,1,0
562,5.61,0,0,1,1,0.999972462654114,1,1,0
563,5.62,0,0,1,1,0.99997341632843,1,1,0
564,5.63,0,0,1,1,0.999972581863403,1,1,0
565,5.64,0,0,1,1,0.999974370002747,1,1,0
566,5.65,0,0,1,1,0.999973654747009,1,1,0
567,5.66,0,0,1,1,0.999973297119141,1,1,0
568,5.67,0,0,1,1,0.999973654747009,1,1,0
569,5.68,0,0,1,1,0.999973177909851,1,1,0
570,5.69,0,0,1,1,0.999974250793457,1,1,0
571,5.7,0,0,1,1,0.999974012374878,1,1,0
572,5.71,0,0,1,1,0.999975323677063,1,1,0
573,5.72,0,0,1,1,0.999974608421326,1,1,0
574,5.73,0,0,1,1,0.999972343444824,1,1,0
575,5.74,0,0,1,1,0.999974012374878,1,1,0
576,5.75,0,0,1,1,0.999974012374878,1,1,0
577,5.76,0,0,1,1,0.999976992607117,1,1,0
578,5.77,0,0,1,1,0.999977827072144,1,1,0
579,5.78,0,0,1,1,0.99997615814209,1,1,0
580,5.79,0,0,1,1,0.999975204467773,1,1,0
581,5.8,0,0,1,1,0.999976754188538,1,1,0
582,5.81,0,0,1,1,0.999981641769409,1,1,0
583,5.82,0,0,1,1,0.999981164932251,1,1,0
584,5.83,0,0,1,1,0.999976873397827,1,1,0
585,5.84,0,0,1,1,0.999977827072144,1,1,0
586,5.85,0,0,1,1,0.999979615211487,1,1,0
587,5.86,0,0,1,1,0.999982595443726,1,1,0
588,5.87,0,0,1,1,0.99998152256012,1,1,0
589,5.88,0,0,1,1,0.999976277351379,1,1,0
590,5.89,0,0,1,1,0.99997866153717,1,1,0
591,5.9,0,0,1,1,0.999979376792908,1,1,0
592,5.91,0,0,1,1,0.999981880187988,1,1,0
593,5.92,0,0,1,1,0.999980092048645,1,1,0
594,5.93,0,0,1,1,0.9999760389328,1,1,0
595,5.94,0,0,1,1,0.999977946281433,1,1,0
596,5.95,0,0,1,1,0.999978423118591,1,1,0
597,5.96,0,0,1,1,0.999980211257935,1,1,0
598,5.97,0,0,1,1,0.999978303909302,1,1,0
599,5.98,0,0,1,1,0.999976515769958,1,1,0
600,5.99,0,0,1,1,0.999976634979248,1,1,0
601,6,0,0,1,1,0.999977707862854,1,1,0
602,6.01,0,0,1,1,0.99997878074646,1,1,0
603,6.02,0,0,1,1,0.999976873397827,1,1,0
604,6.03,0,0,1,1,0.999974966049194,1,1,0
605,6.04,0,0,1,1,0.999975800514221,1,1,0
606,6.05,0,0,1,1,0.999976634979248,1,1,0
607,6.06,0,0,1,1,0.999977946281433,2,1,0
608,6.07,0,0,1,1,0.998021245002747,2,1,0
609,6.08,0,0,1,1,0.798020422458649,2,1,0
610,6.09,0,0,1,1,0.996720254421234,2,1,0
611,6.1,0,0,1,1,0.999872446060181,2,1,0
612,6.11,0,0,1,1,0.99998152256012,2,1,0
613,6.12,0,0,1,1,0.999984741210938,2,1,0
614,6.13,0,0,1,1,0.999986886978149,2,1,0
615,6.14,0,0,1,1,0.999961495399475,2,1,0
616,6.15,0,0,1,1,0.999971508979797,2,1,0
617,6.16,0,0,1,1,0.999929189682007,2,1,0
618,6.17,0,0,1,1,0.999743402004242,2,1,0
619,6.18,0,0,1,1,0.999590933322906,2,1,0
620,6.19,0,0,1,1,0.999583661556244,2,1,0
621,6.2,0,0,1,1,0.999741017818451,2,1,0
622,6.21,0,0,1,1,0.999664545059204,2,1,0
623,6.22,0,0,1,1,0.999787151813507,2,1,0
624,6.23,0,0,1,1,0.99980229139328,2,1,0
625,6.24,0,0,1,1,0.999698996543884,2,1,0
626,6.25,0,0,1,1,0.999663114547729,2,1,0
627,6.26,0,0,1,1,0.999626040458679,2,1,0
628,6.27,-0.000294952203038018,-0.0168995163921642,2,1,0.999593913555145,2,1,0
629,6.28,-0.000410631808175408,-0.0235274695422765,2,1,0.999664902687073,2,1,0
630,6.29,-0.00057099661792979,-0.0327156963236209,2,1,0.999790370464325,2,1,0
631,6.3,-0.000799711284373564,-0.0458200814235916,2,1,0.999819219112396,2,1,0
632,6.31,-0.00108029802780073,-0.0618965176092885,2,1,0.999769508838654,2,1,0
633,6.32,-0.00133933503078969,-0.0767382446182732,2,1,0.999701082706451,2,1,0
634,6.33,-0.00161981882897719,-0.0928087824762164,2,1,0.999796211719513,2,1,0
635,6.34,-0.00193256974218138,-0.110728089841679,2,1,0.99987781047821,2,1,0
636,6.35,-0.00228910691801317,-0.131156165256354,2,1,0.999894261360168,2,1,0
637,6.36,-0.00269789845695353,-0.154578195138295,2,1,0.999926924705505,2,1,0
638,6.37,-0.00312647265102954,-0.17913368766707,2,1,0.999942541122437,2,1,0
639,6.38,-0.00355966189556281,-0.203953603109287,2,1,0.999950289726257,2,1,0
640,6.39,-0.00399319867419973,-0.22879343078888,2,1,0.999953150749207,2,1,0
641,6.4,-0.00440942853575363,-0.252641645163233,2,1,0.999957680702209,2,1,0
642,6.41,-0.00480785363945564,-0.275469722057421,2,1,0.999956369400024,2,1,0
643,6.42,-0.00518445286697895,-0.297047268362393,2,1,0.999953269958496,2,1,0
644,6.43,-0.00552895997927292,-0.316786071909077,2,1,0.999947786331177,2,1,0
645,6.44,-0.00582778620268874,-0.333907553318637,2,1,0.999940872192383,2,1,0
646,6.45,-0.00607799190372203,-0.348243283997957,2,1,0.999930262565613,2,1,0
647,6.46,-0.00629672447070455,-0.360775736928118,2,1,0.999919772148132,2,1,0
648,6.47,-0.00647670806362271,-0.371088037183929,2,1,0.99990439414978,2,1,0
649,6.48,-0.00663192546613551,-0.379981339254896,2,1,0.999886989593506,2,1,0
650,6.49,-0.00676924102006049,-0.387848940956298,2,1,0.999871373176575,2,1,0
651,6.5,-0.00689552590481649,-0.395084531869113,2,1,0.999854207038879,2,1,0
652,6.51,-0.00701717109402838,-0.402054287809025,2,1,0.999842524528503,2,1,0
653,6.52,-0.00712389233215547,-0.408168964338117,2,1,0.999846577644348,2,1,0
654,6.53,-0.007230151689182,-0.414257177029511,2,1,0.999850511550903,2,1,0
655,6.54,-0.00734406982886631,-0.420784205643404,2,1,0.999857425689697,2,1,0
656,6.55,-0.00746758625635727,-0.42786117563917,2,1,0.999867558479309,2,1,0
657,6.56,-0.00759654948002867,-0.435250224067943,2,1,0.999879717826843,2,1,0
658,6.57,-0.00772460738790009,-0.44258740172225,2,1,0.999890327453613,2,1,0
659,6.58,-0.00785369364285817,-0.449983499324498,2,1,0.999900937080383,2,1,0
660,6.59,-0.00798284710957064,-0.457383447876606,2,1,0.999910473823547,2,1,0
661,6.6,-0.00813082461490718,-0.465861934395264,2,1,0.999919056892395,2,1,0
662,6.61,-0.00828877602410026,-0.474911883510171,2,1,0.999926209449768,2,1,0
663,6.62,-0.00846311457587133,-0.484900746733077,2,1,0.999930620193481,2,1,0
664,6.63,-0.00862710272318544,-0.494296575464345,2,1,0.999937534332275,2,1,0
665,6.64,-0.00878895156827217,-0.503569831206881,2,1,0.999941110610962,2,1,0
666,6.65,-0.00895959676240241,-0.513347080624735,2,1,0.99994432926178,2,1,0
667,6.66,-0.00914017795291129,-0.523693620700341,2,1,0.999947190284729,2,1,0
668,6.67,-0.00932549901787735,-0.534311735577766,2,1,0.999950051307678,2,1,0
669,6.68,-0.00952501093721294,-0.54574292651825,2,1,0.999953269958496,2,1,0
670,6.69,-0.00971844083746805,-0.556825643434505,2,1,0.999956965446472,2,1,0
671,6.7,-0.00991444876818484,-0.568056070615669,2,1,0.999960064888,2,1,0
672,6.71,-0.0101119059583044,-0.579369534244034,2,1,0.999962687492371,2,1,0
673,6.72,-0.0103075823407151,-0.590580965106553,2,1,0.99996542930603,2,1,0
674,6.73,-0.0105022830512168,-0.601736494086497,2,1,0.9999680519104,2,1,0
675,6.74,-0.0106937435568349,-0.612706373001857,2,1,0.999970555305481,2,1,0
676,6.75,-0.0108886991325744,-0.623876504684273,2,1,0.999972701072693,2,1,0
677,6.76,-0.0110780642143197,-0.634726324655431,2,1,0.999974370002747,2,1,0
678,6.77,-0.011267009199253,-0.645552074852273,2,1,0.999976277351379,2,1,0
679,6.78,-0.0114617042784498,-0.656707281182214,2,1,0.999977707862854,2,1,0
680,6.79,-0.0116554561461887,-0.667808445476425,2,1,0.999979019165039,2,1,0
681,6.8,-0.0118495475110487,-0.678929061522839,2,1,0.999980688095093,2,1,0
682,6.81,-0.0120401904203068,-0.689852095617426,2,1,0.999982118606567,2,1,0
683,6.82,-0.0122263561554785,-0.700518606532712,2,1,0.999983668327332,2,1,0
684,6.83,-0.0124058020527507,-0.710800099097351,2,1,0.999984979629517,2,1,0
685,6.84,-0.0125812838590094,-0.720854465977307,2,1,0.999986171722412,2,1,0
686,6.85,-0.012749274679548,-0.730479630991106,2,1,0.999987363815308,2,1,0
687,6.86,-0.0129015078265466,-0.739201947816122,2,1,0.999988198280334,2,1,0
688,6.87,-0.0130517496256156,-0.747810168809226,2,1,0.999988913536072,2,1,0
689,6.88,-0.0131896499510038,-0.75571127544745,2,1,0.999989628791809,2,1,0
690,6.89,-0.0133168038996335,-0.762996660052357,2,1,0.999990344047546,2,1,0
691,6.9,-0.0134385206408125,-0.769970515617997,2,1,0.999991059303284,2,1,0
692,6.91,-0.0135457420239059,-0.776113848342805,2,1,0.999991536140442,2,1,0
693,6.92,-0.0136474918820157,-0.781943685778554,2,1,0.9999920129776,2,1,0
694,6.93,-0.0137470360726765,-0.787647147778462,2,1,0.999992370605469,2,1,0
695,6.94,-0.01382959685341,-0.792377532067797,2,1,0.999992609024048,2,1,0
696,6.95,-0.0139131443143401,-0.797164448968127,2,1,0.999992728233337,2,1,0
697,6.96,-0.0139705423093879,-0.80045311183688,2,1,0.999992847442627,2,1,0
698,6.97,-0.0140272889241617,-0.803704453365073,2,1,0.999992966651917,2,1,0
699,6.98,-0.0140544374547937,-0.805259949590268,2,1,0.999993205070496,2,1,0
700,6.99,-0.0140837383584621,-0.806938767706386,2,1,0.999993443489075,2,1,0
701,7,-0.0141258278574275,-0.809350318358925,2,1,0.999993562698364,2,1,0
702,7.01,-0.0141652476471595,-0.811608905939859,2,1,0.999993801116943,2,1,0
703,7.02,-0.0142375608959172,-0.815752149896554,2,1,0.999993801116943,2,1,0
704,7.03,-0.0143128242393372,-0.820064421826567,2,1,0.999994158744812,2,1,0
705,7.04,-0.0143681397358922,-0.823233766320838,2,1,0.999994277954102,2,1,0
706,7.05,-0.0144313997305322,-0.826858297025731,2,1,0.99999463558197,2,1,0
707,7.06,-0.0144957504842327,-0.830545323621252,2,1,0.999994874000549,2,1,0
708,7.07,-0.0145697372195912,-0.834784451297248,2,1,0.999994993209839,2,1,0
709,7.08,-0.0146584116888971,-0.839865124139037,2,1,0.999995112419128,2,1,0
710,7.09,-0.0146913261011178,-0.841750981044439,2,1,0.999994874000549,2,1,0
711,7.1,-0.0147134787561312,-0.843020234681711,2,1,0.99999463558197,2,1,0
712,7.11,-0.0147083821796639,-0.842728222360172,2,1,0.999993801116943,2,1,0
713,7.12,-0.0146846843211226,-0.841370435082255,2,1,0.999993205070496,2,1,0
714,7.13,-0.0146255918613981,-0.837984686538999,2,1,0.999993085861206,2,1,0
715,7.14,-0.0144969669773161,-0.830615023540736,2,1,0.9999920129776,2,1,0
716,7.15,-0.0143188933999258,-0.82041215911348,2,1,0.999990463256836,2,1,0
717,7.16,-0.0141300051329581,-0.809589658616689,2,1,0.999987959861755,2,1,0
718,7.17,-0.0138518622417979,-0.793653244851643,2,1,0.999989151954651,2,1,0
719,7.18,-0.0135492203081709,-0.776313139351137,2,1,0.999986052513123,2,1,0
720,7.19,-0.0131682894956378,-0.754487411506502,2,1,0.999987244606018,2,1,0
721,7.2,-0.0128109871136311,-0.734015493007549,2,1,0.999988436698914,2,1,0
722,7.21,-0.0124996125849116,-0.716175046664046,2,1,0.999989748001099,2,1,0
723,7.22,-0.0121331908299614,-0.695180626583622,2,1,0.999989151954651,2,1,0
724,7.23,-0.0117294757970692,-0.672049459072911,2,1,0.999983310699463,2,1,0
725,7.24,-0.0113012673131676,-0.647514920193653,2,1,0.999968767166138,2,1,0
726,7.25,-0.0110275914005051,-0.631834445443705,2,1,0.99996542930603,2,1,0
727,7.26,-0.0107203348639058,-0.614229942668758,2,1,0.999964118003845,2,1,0
728,7.27,-0.0104717950837172,-0.599989662222839,2,1,0.999949097633362,2,1,0
729,7.28,-0.0101944287485775,-0.584097741840326,2,1,0.999901533126831,2,1,0
730,7.29,-0.00991863424348617,-0.568295880685691,2,1,0.999860286712646,2,1,0
731,7.3,-0.00946843958010696,-0.54250162651475,2,1,0.999850034713745,2,1,0
732,7.31,-0.00894393892828769,-0.512449952813645,2,1,0.999846458435059,2,1,0
733,7.32,-0.00846065455576541,-0.48475979796349,2,1,0.999839425086975,2,1,0
734,7.33,-0.00779065832170436,-0.446371841462133,2,1,0.99981278181076,2,1,0
735,7.34,-0.00694148417955813,-0.397717747045512,2,1,0.999850392341614,2,1,0
736,7.35,-0.00605497807633297,-0.346924688818121,2,1,0.999845266342163,2,1,0
737,7.36,-0.00516524719187446,-0.295946864236207,2,1,0.999837636947632,2,1,0
738,7.37,-0.00425201049762618,-0.243622255959301,2,1,0.999806582927704,2,1,0
739,7.38,-0.00330952401335958,-0.189621758162702,2,1,0.999772250652313,2,1,0
740,7.39,-0.00231790579041394,-0.132806219099654,2,1,0.999722898006439,2,1,0
741,7.4,-0.00130481254710399,-0.0747602520047738,2,1,0.999673962593079,2,1,0
742,7.41,-0.000296448128331856,-0.0169852265979679,2,1,0.999614953994751,2,1,0
743,7.42,0.000695059174290713,0.0398239571987058,2,1,0.999559342861176,2,1,0
744,7.43,0.00172541101834869,0.0988587692767492,2,1,0.99949049949646,2,1,0
745,7.44,0.00281833401007294,0.16147864403536,2,1,0.999458849430084,2,1,0
746,7.45,0.00394416452090106,0.225983980752869,2,1,0.999466717243195,2,1,0
747,7.46,0.00508296862840803,0.291232649805181,2,1,0.999476969242096,2,1,0
748,7.47,0.00622831634804748,0.356856240215454,2,1,0.999477207660675,2,1,0
749,7.48,0.00734013134730181,0.420558547272068,2,1,0.99947851896286,2,1,0
750,7.49,0.0084099836134568,0.481856566825256,2,1,0.999477922916412,2,1,0
751,7.5,0.00944074774008757,0.540915000954688,2,1,0.999474465847015,2,1,0
752,7.51,0.0104326106069774,0.597744557083221,2,1,0.99946516752243,2,1,0
753,7.52,0.01138397743537,0.652253861118866,2,1,0.999451577663422,2,1,0
754,7.53,0.0122981545537149,0.704632351727458,2,1,0.999440371990204,2,1,0
755,7.54,0.0131765065909769,0.754958216389286,2,1,0.999430596828461,2,1,0
756,7.55,0.0140113302805783,0.802790090440986,2,1,0.999417304992676,2,1,0
757,7.56,0.0148016893061587,0.848074326906817,2,1,0.999402642250061,2,1,0
758,7.57,0.015547220892514,0.890790140298668,2,1,0.999381899833679,2,1,0
759,7.58,0.0162575682502288,0.931490045883999,2,1,0.99936431646347,2,1,0
760,7.59,0.0169342915063071,0.970263432355633,2,1,0.999350845813751,2,1,0
761,7.6,0.0175806302432872,1.00729591412041,2,1,0.999337494373322,2,1,0
762,7.61,0.0181940918420122,1.0424446746207,2,1,0.999326229095459,2,1,0
763,7.62,0.0187765783867208,1.07581869525566,2,1,0.999314785003662,2,1,0
764,7.63,0.0193322311901458,1.10765525576653,2,1,0.999301671981812,2,1,0
765,7.64,0.019860362267439,1.13791493752513,2,1,0.999289751052856,2,1,0
766,7.65,0.0203622176832934,1.16666913477936,2,1,0.999278962612152,2,1,0
767,7.66,0.0208397139410469,1.19402765508193,2,1,0.999271333217621,2,1,0
768,7.67,0.0212990552466636,1.22034597324979,2,1,0.999264299869537,2,1,0
769,7.68,0.0217406242416729,1.24564601302766,2,1,0.999258935451508,2,1,0
770,7.69,0.0221638134053377,1.26989296604133,2,1,0.999255955219269,2,1,0
771,7.7,0.0225693356181521,1.2931276773344,2,1,0.999254763126373,2,1,0
772,7.71,0.0229595588692779,1.31548582269178,2,1,0.999252617359161,2,1,0
773,7.72,0.0233356144324648,1.3370322193248,2,1,0.999252378940582,2,1,0
774,7.73,0.0236961265369977,1.35768804137792,2,1,0.999254524707794,2,1,0
775,7.74,0.0240336158280006,1.37702475338325,2,1,0.999258935451508,2,1,0
776,7.75,0.0243501601186051,1.39516140526385,2,1,0.999260723590851,2,1,0
777,7.76,0.0246474195799468,1.41219311781906,2,1,0.999262273311615,2,1,0
778,7.77,0.0249371243902703,1.42879198075524,2,1,0.999262392520905,2,1,0
779,7.78,0.0252221700166036,1.44512389211279,2,1,0.999263346195221,2,1,0
780,7.79,0.0255037966756494,1.46125991107449,2,1,0.999268352985382,2,1,0
781,7.8,0.0257845649857513,1.47734675026435,2,1,0.999274790287018,2,1,0
782,7.81,0.0260622589606039,1.49325744301961,2,1,0.999280154705048,2,1,0
783,7.82,0.0263388383964069,1.50910427739124,2,1,0.99928492307663,2,1,0
784,7.83,0.0266117158885456,1.5247390060149,2,1,0.999290943145752,1,1,0
785,7.84,0.0240094576944278,1.37564059428861,2,1,0.984779417514801,1,1,0
786,7.85,0.0216813236749141,1.24224834082965,2,1,0.999726593494415,1,1,0
787,7.86,0.0195332771074929,1.11917433831885,2,1,0.999961256980896,1,1,0
788,7.87,0.0176044517343079,1.00866078501761,2,1,0.999764502048492,1,1,0
789,7.88,0.0158958611273985,0.910765754325999,2,1,0.999821484088898,1,1,0
790,7.89,0.0143875435934608,0.824345525465787,2,1,0.999599874019623,1,1,0
791,7.9,0.0129442663463898,0.741651830541364,2,1,0.99996554851532,1,1,0
792,7.91,0.0111831270249512,0.640745980288396,2,1,0.999979138374329,1,1,0
793,7.92,0.00939937751664092,0.538544661753681,2,1,0.999974250793457,1,1,0
794,7.93,0.00792504174097785,0.454071444223041,2,1,0.999976515769958,1,1,0
795,7.94,0.00659368353741624,0.377790238138842,2,1,0.999999523162842,1,1,0
796,7.95,0.00549222597765977,0.314681368652017,2,1,0.99999988079071,1,1,0
797,7.96,0.00466804556118375,0.267459309230607,2,1,0.999999523162842,1,1,0
798,7.97,0.00374996949282406,0.214857425241633,2,1,0.999998211860657,1,1,0
799,7.98,0.00286393096015899,0.16409115683396,2,1,0.9999920129776,1,1,0
800,7.99,0.00232965765722141,0.133479551469122,2,1,0.999958395957947,1,1,0
801,8,0.00174748734177598,0.100123649436299,2,1,0.999950766563416,1,1,0
802,8.01,0.00146556079193436,0.0839704479976897,2,1,0.99990713596344,1,1,0
803,8.02,0.00111125722578246,0.0636703489907511,2,1,0.999855399131775,1,1,0
804,8.03,0,0,1,1,0.999576508998871,1,1,0
805,8.04,0,0,1,1,0.999960899353027,1,1,0
806,8.05,0,0,1,1,0.999987959861755,1,1,0
807,8.06,0,0,1,1,0.999995350837708,1,1,0
808,8.07,0,0,1,1,0.999999165534973,1,1,0
809,8.08,0,0,1,1,0.999999761581421,1,1,0
810,8.09,0,0,1,1,0.99999988079071,1,1,0
811,8.1,0,0,1,1,1,1,1,0
812,8.11,0,0,1,1,1,1,1,0
813,8.12,0,0,1,1,1,1,1,0
814,8.13,0,0,1,1,0.99999988079071,1,1,0
815,8.14,0,0,1,1,0.999999761581421,1,1,0
816,8.15,0,0,1,1,0.999999761581421,1,1,0
817,8.16,0,0,1,1,0.999999642372131,1,1,0
818,8.17,0,0,1,1,0.999999642372131,1,1,0
819,8.18,0,0,1,1,0.999999403953552,1,1,0
820,8.19,0,0,1,1,0.999999403953552,1,1,0
821,8.2,0,0,1,1,0.999998807907104,1,1,0
822,8.21,0,0,1,1,0.999998688697815,1,1,0
823,8.22,0,0,1,1,0.999998569488525,1,1,0
824,8.23,0,0,1,1,0.999998331069946,1,1,0
825,8.24,0,0,1,1,0.999998211860657,1,1,0
826,8.25,0,0,1,1,0.999997973442078,1,1,0
827,8.26,0,0,1,1,0.999998092651367,1,1,0
828,8.27,0,0,1,1,0.999997735023499,1,1,0
829,8.28,0,0,1,1,0.999996781349182,1,1,0
830,8.29,0,0,1,1,0.999996423721313,1,1,0
831,8.3,0,0,1,1,0.999996066093445,1,1,0
832,8.31,0,0,1,1,0.999995827674866,1,1,0
833,8.32,0,0,1,1,0.999994993209839,1,1,0
834,8.33,0,0,1,1,0.999994277954102,1,1,0
835,8.34,0,0,1,1,0.999994158744812,1,1,0
836,8.35,0,0,1,1,0.999994277954102,1,1,0
837,8.36,0,0,1,1,0.999994516372681,1,1,0
838,8.37,0,0,1,1,0.999994516372681,1,1,0
839,8.38,0,0,1,1,0.999994516372681,1,1,0
840,8.39,0,0,1,1,0.999994874000549,1,1,0
841,8.4,0,0,1,1,0.999994993209839,1,1,0
842,8.41,0,0,1,1,0.999994874000549,1,1,0
843,8.42,0,0,1,1,0.99999475479126,1,1,0
844,8.43,0,0,1,1,0.999994397163391,1,1,0
845,8.44,0,0,1,1,0.999994158744812,1,1,0
846,8.45,0,0,1,1,0.999993801116943,1,1,0
847,8.46,0,0,1,1,0.999993562698364,1,1,0
848,8.47,0,0,1,1,0.999993085861206,1,1,0
849,8.48,0,0,1,1,0.999992728233337,1,1,0
850,8.49,0,0,1,1,0.999992489814758,1,1,0
851,8.5,0,0,1,1,0.9999920129776,1,1,0
852,8.51,0,0,1,1,0.999991774559021,1,1,0
853,8.52,0,0,1,1,0.999991178512573,1,1,0
854,8.53,0,0,1,1,0.999990820884705,1,1,0
855,8.54,0,0,1,1,0.999990344047546,1,1,0
856,8.55,0,0,1,1,0.999989986419678,1,1,0
857,8.56,0,0,1,1,0.99998950958252,1,1,0
858,8.57,0,0,1,1,0.999989151954651,1,1,0
859,8.58,0,0,1,1,0.999988794326782,1,1,0
860,8.59,0,0,1,1,0.999988198280334,1,1,0
861,8.6,0,0,1,1,0.999987721443176,1,1,0
862,8.61,0,0,1,1,0.999987125396729,1,1,0
863,8.62,0,0,1,1,0.99998664855957,1,1,0
864,8.63,0,0,1,1,0.999985933303833,1,1,0
865,8.64,0,0,1,1,0.999985218048096,1,1,0
866,8.65,0,0,1,1,0.999984502792358,1,1,0
867,8.66,0,0,1,1,0.9999840259552,1,1,0
868,8.67,0,0,1,1,0.999983072280884,1,1,0
869,8.68,0,0,1,1,0.999982118606567,1,1,0
870,8.69,0,0,1,1,0.99998140335083,1,1,0
871,8.7,0,0,1,1,0.999980330467224,1,1,0
872,8.71,0,0,1,1,0.999979376792908,1,1,0
873,8.72,0,0,1,1,0.999978303909302,1,1,0
874,8.73,0,0,1,1,0.999976754188538,1,1,0
875,8.74,0,0,1,1,0.999975442886353,1,1,0
876,8.75,0,0,1,1,0.999974012374878,1,1,0
877,8.76,0,0,1,1,0.999972939491272,1,1,0
878,8.77,0,0,1,1,0.999971628189087,1,1,0
879,8.78,0,0,1,1,0.999970316886902,1,1,0
880,8.79,0,0,1,1,0.999968886375427,1,1,0
881,8.8,0,0,1,1,0.999968290328979,1,1,0
882,8.81,0,0,1,1,0.999967575073242,1,1,0
883,8.82,0,0,1,1,0.999965071678162,1,1,0
884,8.83,0,0,1,1,0.999963760375977,1,1,0
885,8.84,0,0,1,1,0.999963402748108,1,1,0
886,8.85,0,0,1,1,0.999962687492371,1,1,0
887,8.86,0,0,1,1,0.99996030330658,1,1,0
888,8.87,0,0,1,1,0.999957323074341,1,1,0
889,8.88,0,0,1,1,0.999958634376526,1,1,0
890,8.89,0,0,1,1,0.999954223632812,1,1,0
891,8.9,0,0,1,1,0.999953150749207,1,1,0
892,8.91,0,0,1,1,0.999950408935547,1,1,0
893,8.92,0,0,1,1,0.99994695186615,1,1,0
894,8.93,0,0,1,1,0.99994432926178,1,1,0
895,8.94,0,0,1,1,0.999937772750854,1,1,0
896,8.95,0,0,1,1,0.999930739402771,1,1,0
897,8.96,0,0,1,1,0.999921202659607,1,1,0
898,8.97,0,0,1,1,0.999928832054138,1,1,0
899,8.98,0,0,1,1,0.999942541122437,1,1,0
900,8.99,0,0,1,1,0.999941349029541,1,1,0
901,9,0,0,1,1,0.999951481819153,1,1,0
902,9.01,0,0,1,1,0.999948740005493,1,1,0
903,9.02,0,0,1,1,0.999948143959045,1,1,0
904,9.03,0,0,1,1,0.999934792518616,1,1,0
905,9.04,0,0,1,1,0.999924540519714,1,1,0
906,9.05,0,0,1,1,0.999904632568359,1,1,0
907,9.06,0,0,1,1,0.999884247779846,1,1,0
908,9.07,0,0,1,1,0.999842286109924,1,1,0
909,9.08,0,0,1,1,0.999761998653412,1,1,0
910,9.09,0,0,1,1,0.999679446220398,1,1,0
911,9.1,0,0,1,1,0.999688744544983,1,1,0
912,9.11,0,0,1,1,0.999622583389282,1,1,0
913,9.12,0,0,1,1,0.999682664871216,1,1,0
914,9.13,0,0,1,1,0.999780833721161,1,1,0
915,9.14,0,0,1,1,0.999820649623871,1,1,0
916,9.15,0,0,1,1,0.999868273735046,1,1,0
917,9.16,0,0,1,1,0.999902606010437,1,1,0
918,9.17,0,0,1,1,0.999917507171631,1,1,0
919,9.18,0,0,1,1,0.999931573867798,1,1,0
920,9.19,0,0,1,1,0.999930024147034,1,1,0
921,9.2,0,0,1,1,0.99993908405304,1,1,0
922,9.21,0,0,1,1,0.999948859214783,1,1,0
923,9.22,0,0,1,1,0.99995481967926,1,1,0
924,9.23,0,0,1,1,0.999958157539368,1,1,0
925,9.24,0,0,1,1,0.999961137771606,1,1,0
926,9.25,0,0,1,1,0.99996280670166,1,1,0
927,9.26,0,0,1,1,0.999963879585266,1,1,0
928,9.27,0,0,1,1,0.999964475631714,1,1,0
929,9.28,0,0,1,1,0.999966144561768,1,1,0
930,9.29,0,0,1,1,0.999965667724609,1,1,0
931,9.3,0,0,1,1,0.99996542930603,1,1,0
932,9.31,0,0,1,1,0.99996554851532,1,1,0
933,9.32,0,0,1,1,0.999966144561768,1,1,0
934,9.33,0,0,1,1,0.999966025352478,1,1,0
935,9.34,0,0,1,1,0.999965906143188,1,1,0
936,9.35,0,0,1,1,0.99996542930603,1,1,0
937,9.36,0,0,1,1,0.999965071678162,1,1,0
938,9.37,0,0,1,1,0.999965667724609,1,1,0
939,9.38,0,0,1,1,0.999964475631714,1,1,0
940,9.39,0,0,1,1,0.999964118003845,1,1,0
941,9.4,0,0,1,1,0.999963402748108,1,1,0
942,9.41,0,0,1,1,0.999963283538818,1,1,0
943,9.42,0,0,1,1,0.999962449073792,1,1,0
944,9.43,0,0,1,1,0.999962091445923,1,1,0
945,9.44,0,0,1,1,0.999961495399475,1,1,0
946,9.45,0,0,1,1,0.999961376190186,1,1,0
947,9.46,0,0,1,1,0.999961376190186,1,1,0
948,9.47,0,0,1,1,0.999960780143738,1,1,0
949,9.48,0,0,1,1,0.999960899353027,1,1,0
950,9.49,0,0,1,1,0.999960064888,1,1,0
951,9.5,0,0,1,1,0.999960064888,1,1,0
952,9.51,0,0,1,1,0.99996018409729,1,1,0
953,9.52,0,0,1,1,0.999959945678711,1,1,0
954,9.53,0,0,1,1,0.999960422515869,1,1,0
955,9.54,0,0,1,1,0.999959945678711,1,1,0
956,9.55,0,0,1,1,0.999960064888,1,1,0
