t,main,turn,theta,pm1,pm2,pm3,ptm,pt0,ptp,confm,conft,thg,thref,wref
61.8,3,0,-0.0661496669054031,0.0569522231817245,0.071333184838295,0.87171459197998,2.34260837517952e-18,0.998998820781708,0.0010011694394052,0.87171459197998,0.998998820781708,0,0,0.121254451088108
62,3,0,-0.0658819153904915,0.0572722367942333,0.0754431039094925,0.867284655570984,2.31374328731903e-18,0.998948752880096,0.00105121510569006,0.867284655570984,0.998948752880096,0,0,0.12125445170975
62.2,3,0,-0.0657637491822243,0.056819312274456,0.0769333615899086,0.866247296333313,2.31467345191784e-18,0.998904347419739,0.0010956518817693,0.866247296333313,0.998904347419739,0,0,0.121254452156401
62.4,3,0,-0.0658181682229042,0.0560355745255947,0.076653428375721,0.867311000823975,2.28594815758087e-18,0.998898386955261,0.00110154657159001,0.867311000823975,0.998898386955261,0,0,0.121254452477322
62.6,3,0,-0.0658754408359528,0.0553830489516258,0.0762963965535164,0.86832058429718,2.3037420533278e-18,0.998893201351166,0.00110681320074946,0.86832058429718,0.998893201351166,0,0,0.121254452707904
62.8,3,0,-0.0659520402550697,0.0551136210560799,0.0766764581203461,0.868209958076477,2.37920987651408e-18,0.998865962028503,0.00113411445636302,0.868209958076477,0.998865962028503,0,0,0.121254452873577
63,3,0,-0.0659354999661446,0.0551050454378128,0.0777681171894073,0.867126882076263,2.47074009963006e-18,0.998826920986176,0.00117308890912682,0.867126882076263,0.998826920986176,0,0,0.121254452992614
63.2,3,0,-0.0658692494034767,0.0550954826176167,0.0790659785270691,0.865838587284088,2.54096194337152e-18,0.998787224292755,0.00121280446182936,0.865838587284088,0.998787224292755,0,0,0.121254453078143
63.4,3,0,-0.0658391416072845,0.0550333335995674,0.0800777822732925,0.864888966083527,2.60497621020608e-18,0.998750448226929,0.00124953500926495,0.864888966083527,0.998750448226929,0,0,0.121254453139595
63.6,3,0,-0.0658613219857216,0.05489656701684,0.0806800946593285,0.864423334598541,2.64971799594877e-18,0.998724639415741,0.00127534870989621,0.864423334598541,0.998724639415741,0,0,0.121254453183749
63.8,3,0,-0.0658877342939377,0.0547217465937138,0.0810032933950424,0.864274978637695,2.68642041331805e-18,0.998706221580505,0.00129372463561594,0.864274978637695,0.998706221580505,0,0,0.121254453215473
64,3,0,-0.0659016892313957,0.0545594617724419,0.0812326446175575,0.864207923412323,2.72155449624594e-18,0.998691737651825,0.00130828539840877,0.864207923412323,0.998691737651825,0,0,0.121254453238267
64.2,3,0,-0.0659172013401985,0.0544184818863869,0.0814811512827873,0.864100396633148,2.76101369980171e-18,0.998674511909485,0.00132546154782176,0.864100396633148,0.998674511909485,0,0,0.121254453254645
64.4,3,0,-0.0659223049879074,0.0542940944433212,0.0817451924085617,0.863960683345795,2.79740302930914e-18,0.998656988143921,0.00134295446332544,0.863960683345795,0.998656988143921,0,0,0.121254453266413
64.6,3,0,-0.0659220293164253,0.0541746579110622,0.0819950252771378,0.863830327987671,2.82779633335133e-18,0.998640954494476,0.00135903700720519,0.863830327987671,0.998640954494476,0,0,0.121254453274867
64.8,3,0,-0.0659237876534462,0.0540524646639824,0.0822063907980919,0.863741099834442,2.8510126048087e-18,0.998627305030823,0.00137271697167307,0.863741099834442,0.998627305030823,0,0,0.121254453280942
65,3,0,-0.0659290850162506,0.0539272241294384,0.0823677629232407,0.863705039024353,2.86765796027511e-18,0.998616099357605,0.00138388818595558,0.863705039024353,0.998616099357605,0,0,0.121254453285307
65.2,3,0,-0.0659370943903923,0.0538022741675377,0.0824941545724869,0.863703608512878,2.87974451659058e-18,0.998606860637665,0.00139317184220999,0.863703608512878,0.998606860637665,0,0,0.121254453288443
65.4,3,0,-0.0659460946917534,0.0536788403987885,0.082602433860302,0.863718688488007,2.88893056408813e-18,0.998598754405975,0.00140125001780689,0.863718688488007,0.998598754405975,0,0,0.121254453290697
65.6,3,0,-0.0659550279378891,0.0535585656762123,0.0827047005295753,0.863736748695374,2.89623601646305e-18,0.998591363430023,0.00140861014369875,0.863736748695374,0.998591363430023,0,0,0.121254453292316
65.8,3,0,-0.0659655258059502,0.0534423552453518,0.0828070491552353,0.863750636577606,2.90198926441851e-18,0.998584628105164,0.00141537107992917,0.863750636577606,0.998584628105164,0,0,0.121254453293479
66,3,0,-0.0659759268164635,0.053329449146986,0.0829112231731415,0.863759338855743,2.90664608447203e-18,0.998578190803528,0.00142177927773446,0.863759338855743,0.998578190803528,0,0,0.121254453294315
66.2,3,0,-0.065985344350338,0.0532202459871769,0.0830192044377327,0.863760530948639,2.91081114565139e-18,0.998571991920471,0.00142794230487198,0.863760530948639,0.998571991920471,0,0,0.121254453294915
66.4,3,0,-0.0659947469830513,0.0531137734651566,0.0831288993358612,0.863757312297821,2.91429378282539e-18,0.998566091060638,0.00143393152393401,0.863757312297821,0.998566091060638,0,0,0.121254453295347
66.6,3,0,-0.0660044699907303,0.0530103743076324,0.0832407474517822,0.863748848438263,2.91745795546356e-18,0.99856024980545,0.00143981073051691,0.863748848438263,0.99856024980545,0,0,0.121254453295657
66.8,3,0,-0.0660149082541466,0.0529105328023434,0.0833564922213554,0.863732933998108,2.92041367858736e-18,0.998554289340973,0.00144564535003155,0.863732933998108,0.998554289340973,0,0,0.121254453295879
67,3,0,-0.06602593511343,0.0528135001659393,0.083475649356842,0.863710880279541,2.92375135235901e-18,0.998548328876495,0.00145166518632323,0.863710880279541,0.998548328876495,0,0,0.121254453296039
67.2,3,0,-0.0660373121500015,0.0527187176048756,0.0835977867245674,0.863683521747589,2.92760580721836e-18,0.998542189598083,0.00145782507024705,0.863683521747589,0.998542189598083,0,0,0.121254453296154
67.4,3,0,-0.0660482421517372,0.0526266284286976,0.0837230682373047,0.863650321960449,2.93236002778901e-18,0.998535871505737,0.00146416446659714,0.863650321960449,0.998535871505737,0,0,0.121254453296237
67.6,3,0,-0.0660583972930908,0.0525367707014084,0.0838492438197136,0.863613963127136,2.93805103040337e-18,0.998529195785522,0.00147074263077229,0.863613963127136,0.998529195785522,0,0,0.121254453296296
67.8,3,0,-0.0660683661699295,0.0524488240480423,0.0839741602540016,0.86357706785202,2.9444151512412e-18,0.998522460460663,0.0014775397721678,0.86357706785202,0.998522460460663,0,0,0.121254453296339
68,3,0,-0.0660785734653473,0.0523633398115635,0.0841003134846687,0.863536357879639,2.95163705837425e-18,0.998515546321869,0.00148448639083654,0.863536357879639,0.998515546321869,0,0,0.12125445329637
68.2,3,0,-0.0660889372229576,0.0522803366184235,0.0842263028025627,0.863493323326111,2.95957592430323e-18,0.998508393764496,0.00149154348764569,0.863493323326111,0.998508393764496,0,0,0.121254453296392
68.4,3,0,-0.0660992935299873,0.0521996803581715,0.0843514651060104,0.863448917865753,2.96820403847761e-18,0.998501300811768,0.0014987156027928,0.863448917865753,0.998501300811768,0,0,0.121254453296408
68.6,3,0,-0.0661096572875977,0.0521213784813881,0.0844750702381134,0.863403558731079,2.97741366062262e-18,0.998494029045105,0.00150595500599593,0.863403558731079,0.998494029045105,0,0,0.121254453296419
68.8,3,0,-0.0661202743649483,0.0520453974604607,0.0845967307686806,0.863357901573181,2.98714171821655e-18,0.998486757278442,0.00151326332706958,0.863357901573181,0.998486757278442,0,0,0.121254453296427
69,3,0,-0.0661310479044914,0.051971647888422,0.0847153663635254,0.863312959671021,2.99731252423335e-18,0.998479425907135,0.00152060913387686,0.863312959671021,0.998479425907135,0,0,0.121254453296433
69.2,3,0,-0.0661320462822914,0.0519452914595604,0.084865614771843,0.863189101219177,3.01323988692806e-18,0.998472988605499,0.00152694259304553,0.863189101219177,0.998472988605499,0,0,0.121148564123072
69.4,3,0,-0.0660583972930908,0.0522921904921532,0.0857414826750755,0.86196631193161,3.08500938559561e-18,0.998459935188293,0.00154007587116212,0.86196631193161,0.998459935188293,0,0,0.120512627514481
69.6,3,0,-0.0658143758773804,0.0531943589448929,0.0883277580142021,0.858477890491486,3.31287200175498e-18,0.998397409915924,0.0016025808872655,0.858477890491486,0.998397409915924,0,0,0.119032077715243
69.8,3,0,-0.0653402730822563,0.0547801852226257,0.0936645567417145,0.851555287837982,3.81025570408312e-18,0.998259961605072,0.00174006982706487,0.851555287837982,0.998259961605072,0,0,0.116604363042745
70,3,0,-0.0645066425204277,0.0566126294434071,0.100470848381519,0.842916548252106,4.74447638303265e-18,0.998020768165588,0.0019792269449681,0.842916548252106,0.998020768165588,0,0,0.113320310649508
70.2,3,0,-0.063377857208252,0.0611369833350182,0.113498687744141,0.825364291667938,5.82236758103468e-18,0.99785965681076,0.00214038067497313,0.825364291667938,0.99785965681076,0,0,0.109430894627559
70.4,3,0,-0.0620282739400864,0.0658387541770935,0.127086475491524,0.807074785232544,7.12359175416174e-18,0.997771263122559,0.00222879787907004,0.807074785232544,0.997771263122559,0,0,0.10530095889118
70.6,3,0,-0.0601025298237801,0.0694876536726952,0.13881441950798,0.791697919368744,8.60973752989902e-18,0.997700870037079,0.00229910365305841,0.791697919368744,0.997700870037079,0,0,0.10135371130938
70.8,3,0,-0.0580588728189468,0.0734736993908882,0.160226076841354,0.766300201416016,1.16323001559209e-17,0.997640013694763,0.00235998397693038,0.766300201416016,0.997640013694763,0,0,0.0980114155912718
71,3,0,-0.0561197474598885,0.079607829451561,0.190431267023087,0.729960858821869,1.8298161591959e-17,0.997651994228363,0.00234807026572526,0.729960858821869,0.997651994228363,0,0,0.0955326338911385
71.2,3,0,-0.0551718547940254,0.0932135358452797,0.230120375752449,0.676666080951691,3.73377251669493e-17,0.997617781162262,0.00238222582265735,0.676666080951691,0.997617781162262,0,0,0.0937516229447296
71.4,3,0,-0.0552656278014183,0.114415541291237,0.277186423540115,0.608398020267487,9.57280042516511e-17,0.99743264913559,0.00256732199341059,0.608398020267487,0.99743264913559,0,0,0.0924719620568596
71.6,3,0,-0.0558663830161095,0.13695316016674,0.306880831718445,0.556166052818298,2.69913004342993e-16,0.99696296453476,0.00303701218217611,0.556166052818298,0.99696296453476,0,0,0.0915525224592278
71.8,3,0,-0.0563152730464935,0.162451401352882,0.297357529401779,0.540191113948822,8.39727235144673e-16,0.996178030967712,0.00382193736732006,0.540191113948822,0.996178030967712,0,0,0.0908919027734135
72,3,0,-0.056318499147892,0.190424785017967,0.284255594015121,0.525319576263428,2.52942609247503e-15,0.994964599609375,0.00503541342914104,0.525319576263428,0.994964599609375,0,0,0.0904172458515131
72.2,3,0,-0.0562866106629372,0.218003764748573,0.249561473727226,0.5324347615242,6.73782988156921e-15,0.993615746498108,0.0063842604868114,0.5324347615242,0.993615746498108,0,0,0.090076203647737
72.4,3,0,-0.0561916381120682,0.245457097887993,0.183767810463905,0.570775091648102,1.47217121441523e-14,0.992585122585297,0.00741483457386494,0.570775091648102,0.992585122585297,0,0,0.0898311639582475
72.6,3,0,-0.0556587502360344,0.263196349143982,0.126300781965256,0.610502898693085,2.80756812248576e-14,0.991559565067291,0.0084404218941927,0.610502898693085,0.991559565067291,0,0,0.0896551023190714
72.8,3,0,-0.0545534566044807,0.280193537473679,0.0869238525629044,0.632882595062256,4.91400506169495e-14,0.990778923034668,0.00922114308923483,0.632882595062256,0.990778923034668,0,0,0.089528601584215
73,3,0,-0.0535540655255318,0.292296379804611,0.0613171719014645,0.646386444568634,7.86765807668163e-14,0.98984432220459,0.010155675932765,0.646386444568634,0.98984432220459,0,0,0.0894377104849722
73.2,3,0,-0.0524095222353935,0.291469097137451,0.0422970950603485,0.666233777999878,1.04355089294243e-13,0.989914536476135,0.0100855054333806,0.666233777999878,0.989914536476135,0,0,0.0893724049993484
73.4,3,0,-0.0509481132030487,0.305083245038986,0.0279950946569443,0.666921675205231,1.16813337973885e-13,0.991717576980591,0.0082824369892478,0.666921675205231,0.991717576980591,0,0,0.0893254828420846
73.6,3,0,-0.0495300516486168,0.329487174749374,0.0204067789018154,0.650106072425842,1.22733989854976e-13,0.993565142154694,0.0064348210580647,0.650106072425842,0.993565142154694,0,0,0.0892917691529317
73.8,3,0,-0.0482235252857208,0.355271756649017,0.0158694013953209,0.628858804702759,1.28709000922489e-13,0.994729220867157,0.0052707577124238,0.628858804702759,0.994729220867157,0,0,0.0892675457816595
74,3,0,-0.0470699965953827,0.379123777151108,0.0127567760646343,0.608119368553162,1.27876292996439e-13,0.995585322380066,0.00441463571041822,0.608119368553162,0.995585322380066,0,0,0.0892501412278852
74.2,3,0,-0.0461477041244507,0.401945859193802,0.0110402768477798,0.587013900279999,1.15727807653739e-13,0.99638569355011,0.0036143627949059,0.587013900279999,0.99638569355011,0,0,0.0892376360117995
74.4,3,0,-0.0452351793646812,0.418373227119446,0.0100506898015738,0.571576058864594,8.88382181945917e-14,0.997120797634125,0.00287919654510915,0.571576058864594,0.997120797634125,0,0,0.089228650982285
74.6,3,0,-0.0445029214024544,0.432507038116455,0.00955587066709995,0.557937145233154,6.17943264375094e-14,0.997831642627716,0.00216838531196117,0.557937145233154,0.997831642627716,0,0,0.0892221952157613
74.8,3,0,-0.0439737439155579,0.448282420635223,0.00950306002050638,0.542214512825012,4.42694417636478e-14,0.998313426971436,0.00168660376220942,0.542214512825012,0.998313426971436,0,0,0.0892175567311197
75,3,0,-0.0437648519873619,0.460898369550705,0.00980623438954353,0.529295384883881,3.37809275452634e-14,0.998561799526215,0.0014382655499503,0.529295384883881,0.998561799526215,0,0,0.0892142239681252
75.2,3,0,-0.0440709292888641,0.470964938402176,0.0103853279724717,0.518649756908417,2.88108160375819e-14,0.998584508895874,0.00141549180261791,0.518649756908417,0.998584508895874,0,0,0.0892118293694501
75.4,3,0,-0.0442484319210052,0.480059176683426,0.0113431587815285,0.508597612380981,2.52511854877341e-14,0.998561799526215,0.00143816333729774,0.508597612380981,0.998561799526215,0,0,0.089210108844221
75.6,3,0,-0.0445309206843376,0.488939613103867,0.0125615326687694,0.498498857021332,2.24954857665867e-14,0.998531460762024,0.00146848044823855,0.498498857021332,0.998531460762024,0,0,0.0892088726424746
75.8,1,0,-0.0449500977993011,0.496093034744263,0.0139670521020889,0.48993992805481,2.00191984978159e-14,0.99852579832077,0.00147423904854804,0.496093034744263,0.99852579832077,0,0,0.0892079844283805
76,1,0,-0.0452945828437805,0.501839876174927,0.0155545342713594,0.482605576515198,1.77151282738149e-14,0.998542666435242,0.00145738932769746,0.501839876174927,0.998542666435242,0,0,0.0892073462442982
76.2,1,0,-0.0454865992069244,0.504906892776489,0.0169235952198505,0.478169530630112,1.54936132689852e-14,0.99859231710434,0.00140767346601933,0.504906892776489,0.99859231710434,0,0,0.0892068877074145
76.4,1,0,-0.0455232709646225,0.506787002086639,0.0180825889110565,0.475130379199982,1.35287814344255e-14,0.998666763305664,0.00133326451759785,0.506787002086639,0.998666763305664,0,0,0.089206558247499
76.6,1,0,-0.045448012650013,0.507408142089844,0.0189763847738504,0.473615437746048,1.18978677753653e-14,0.998748421669006,0.00125152769032866,0.507408142089844,0.998748421669006,0,0,0.0892063215297131
76.8,1,0,-0.0453152880072594,0.509361147880554,0.0195127166807652,0.471126049757004,1.06456701703191e-14,0.998828589916229,0.00117141229566187,0.509361147880554,0.998828589916229,0,0,0.0892061514473828
77,1,0,-0.045137457549572,0.511459231376648,0.0197278168052435,0.468812942504883,9.7414980745089e-15,0.998903036117554,0.00109694269485772,0.511459231376648,0.998903036117554,0,0,0.0892060292427966
77.2,1,0,-0.0449585467576981,0.514005362987518,0.0196292754262686,0.466365396976471,9.1123990812866e-15,0.998969912528992,0.00103013264015317,0.514005362987518,0.998969912528992,0,0,0.089205941438491
77.4,1,0,-0.0447794795036316,0.516680359840393,0.0192617662250996,0.464057862758636,8.70398605214194e-15,0.999024748802185,0.000975236122030765,0.516680359840393,0.999024748802185,0,0,0.0892058783508745
77.6,1,0,-0.0446112304925919,0.519374012947083,0.0187019612640142,0.461924046278,8.47732003545669e-15,0.999066293239594,0.000933745177462697,0.519374012947083,0.999066293239594,0,0,0.0892058330222618
77.8,1,0,-0.0444739162921906,0.52245819568634,0.0179731361567974,0.459568649530411,8.49389816430035e-15,0.99908971786499,0.000910300179384649,0.52245819568634,0.99908971786499,0,0,0.0892058004535385
78,1,0,-0.0443599000573158,0.525377571582794,0.017182944342494,0.457439512014389,8.65995304437893e-15,0.999102830886841,0.000897254387382418,0.525377571582794,0.999102830886841,0,0,0.0892057770528281
78.2,1,0,-0.0441757589578629,0.531237900257111,0.0164758190512657,0.452286332845688,9.10436073861716e-15,0.999121010303497,0.000878995459061116,0.531237900257111,0.999121010303497,0,0,0.0877529894342463
78.4,1,0,-0.043635405600071,0.582838833332062,0.018330704420805,0.398830413818359,1.26919459168232e-14,0.999124586582184,0.000875438912771642,0.582838833332062,0.999124586582184,0,0,0.0798175942532568
78.6,1,0,-0.0417798236012459,0.717370688915253,0.0309968553483486,0.251632452011108,2.68796266576212e-14,0.998686850070953,0.0013131070882082,0.717370688915253,0.998686850070953,0,0,0.0647575318098745
78.8,1,0,-0.0391406528651714,0.784107148647308,0.0751653462648392,0.140727534890175,1.31587991371307e-13,0.99661910533905,0.00338084809482098,0.784107148647308,0.99661910533905,0,0,0.0475935400244362
79,1,0,-0.0363861285150051,0.647445321083069,0.218842774629593,0.133711963891983,4.7954451824414e-13,0.994243443012238,0.00575652765110135,0.647445321083069,0.994243443012238,0,0,0.0341960793712951
79.2,1,0,-0.0316103622317314,0.452020674943924,0.285341918468475,0.262637436389923,1.37203161158783e-12,0.993177175521851,0.00682284031063318,0.452020674943924,0.993177175521851,0,0,0.024569969869178
79.4,3,0,-0.02590411901474,0.28776603937149,0.104118473827839,0.608115494251251,5.61886258007571e-12,0.989079654216766,0.0109203699976206,0.608115494251251,0.989079654216766,0,0,0.0176535857464129
79.6,3,0,-0.0223130732774734,0.262462973594666,0.0430657900869846,0.694471180438995,3.63187951935018e-11,0.984863698482513,0.0151362782344222,0.694471180438995,0.984863698482513,0,0,0.0126841461900575
79.8,3,0,-0.0216156132519245,0.39578515291214,0.0160356387495995,0.588179290294647,3.52604279107993e-10,0.985540926456451,0.0144590800628066,0.588179290294647,0.985540926456451,0,0,0.00911359124893054
80,1,0,-0.020705696195364,0.77363532781601,0.00210286327637732,0.224261805415154,1.97826768300047e-08,0.979231595993042,0.0207683630287647,0.77363532781601,0.979231595993042,0,0,0.00654813845631061
80.2,1,0,-0.0199879594147205,0.991157531738281,3.21340703521855e-05,0.00881032645702362,5.85720307810789e-08,0.995219171047211,0.00478082755580544,0.991157531738281,0.995219171047211,0.0002038654714478,0.000461326080140093,0.00470485410984892
80.4,1,0,-0.014251378364861,0.999859809875488,7.01897533872398e-07,0.000139461655635387,1.26895516316949e-08,0.998738706111908,0.00126129447016865,0.999859809875488,0.998738706111908,0.00223167259068985,0.00323190340675211,0.00338044962589773
80.6,1,0,0.00513250660151243,0.999998569488525,3.10273655657056e-08,1.4767507536817e-06,1.8012698277392e-10,0.999908208847046,9.17377401492558e-05,0.999998569488525,0.999908208847046,0.00768496862542034,0.0096821967996213,0.00242886164085528
80.8,1,0,0.0251730550080538,0.999996662139893,1.0048642806737e-08,3.3416320093238e-06,1.87359177651614e-12,0.999998569488525,1.46706372561312e-06,0.999996662139893,0.999998569488525,0.0172363167280763,0.0202589919333112,0.00174514325704578
81,1,0,0.0550077706575394,0.999999523162842,4.38215713716161e-10,5.13467568907799e-07,3.89301085942581e-14,1,3.62794203567773e-08,0.999999523162842,1,0.0306895152843517,0.0345665832516252,0.0012538898619766
81.2,1,0,0.0794252082705498,0.99975198507309,1.40268674453381e-09,0.000248051714152098,4.63198326079679e-16,1,1.90204985095477e-09,0.99975198507309,1,0.047108677669161,0.0515115549650873,0.000900923050081983
81.4,3,0,0.0997556820511818,0.382384926080704,6.2238054709951e-09,0.617615044116974,3.82287186278578e-18,1,1.19999163383788e-10,0.617615044116974,1,0.0650068548919903,0.0695043960076596,0.000647315499376893
81.6,3,0,0.114942543208599,0.000276066304650158,2.66243638247232e-10,0.999723970890045,1.31498401242415e-19,1,1.92312554769813e-11,0.999723970890045,1,0.0825798036236048,0.0867013217780497,0.000465097830159231
81.8,3,0,0.131483897566795,4.7239191189874e-06,1.34170244359133e-10,0.999995231628418,1.67115234530603e-19,1,7.38866259841764e-11,0.999995231628418,1,0.0979627055015523,0.101262661084968,0.000334173972084796
82,3,0,0.142272040247917,2.27609248781846e-07,2.14630258010828e-10,0.999999761581421,2.4178233395923e-19,1,1.67027086606097e-10,0.999999761581421,1,0.109687051337005,0.112061939319945,0.000240104847577326
82.2,3,0,0.143988519906998,7.31241556195528e-09,1.32697311472363e-10,1,1.98995625783464e-18,1,9.28581211923074e-10,1,1,0.118114885109762,0.11982124815653,0.000172515942730281
82.4,3,0,0.148415490984917,1.57145618739918e-09,1.82694054329247e-10,1,2.89391321058494e-17,1,6.17361806121153e-09,1,1,0.124170305077962,0.125396331260372,0.000123953142955736
82.6,3,0,0.154505684971809,4.52265253025885e-10,4.35301100720764e-10,1,4.42025731711433e-16,1,1.90549673817486e-08,1,1,0.128521139702846,0.129402042628399,8.9060647992552e-05
82.8,3,0,0.157155618071556,4.77933359555038e-10,2.17014672898586e-09,1,1.87546223532785e-14,0.99999988079071,7.75461401758548e-08,1,0.99999988079071,0.131647225429764,0.132280156418826,6.39903017520588e-05
83,3,0,0.152079537510872,9.45960754172859e-10,1.97537683988003e-08,1,1.64163127536199e-12,0.999999523162842,4.56600815823549e-07,1,0.999999523162842,0.133893325963245,0.134348088486214,4.59771943121486e-05
83.2,3,0,0.141662493348122,6.59952714698875e-09,3.33236357619171e-07,0.999999642372131,2.08102091114881e-10,0.999995470046997,4.49552453574142e-06,0.999999642372131,0.999995470046997,0.135507154900521,0.135833902928143,3.30347308723085e-05
83.4,3,0,0.135213598608971,8.9392344193584e-08,6.10222332397825e-06,0.999993801116943,7.33209581937899e-09,0.999967813491821,3.21645602525678e-05,0.999993801116943,0.999967813491821,0.136666695090271,0.136901464377893,2.3735538023413e-05
83.6,3,0,0.13054695725441,6.6982744328925e-07,5.18463166372385e-05,0.999947428703308,8.974058118838e-08,0.999897360801697,0.000102553691249341,0.999947428703308,0.999897360801697,0.137499827661257,0.13766850999061,1.70540443461921e-05
83.8,3,0,0.125483274459839,3.89919750887202e-06,0.000305341032799333,0.999690771102905,5.90440549785853e-07,0.999663233757019,0.000336208147928119,0.999690771102905,0.999663233757019,0.138098435529249,0.138219634211258,1.22533741714645e-05
84,3,0,0.12232219427824,1.43540637509432e-05,0.00117573351599276,0.998809933662415,3.57755652657943e-06,0.999306082725525,0.000690334709361196,0.998809933662415,0.999306082725525,0.138528536802566,0.138615618363373,8.8040804596262e-06
84.2,3,0,0.119691006839275,3.64056104444899e-05,0.00292000384069979,0.997043550014496,1.459339637222e-05,0.998731076717377,0.00125431688502431,0.997043550014496,0.998731076717377,0.138837565659686,0.138900133982269,6.32575416819318e-06
84.4,3,0,0.118401303887367,7.28822924429551e-05,0.00517479423433542,0.994752287864685,5.16676445840858e-05,0.998247861862183,0.00170046277344227,0.994752287864685,0.998247861862183,0.139059603678304,0.139104559176973,4.54507043409191e-06
84.6,3,0,0.117305055260658,0.000135197275085375,0.00872705318033695,0.991137683391571,0.000152020758832805,0.997878432273865,0.00196957495063543,0.991137683391571,0.997878432273865,0.139219138558547,0.139251439198505,3.26564464909587e-06
84.8,3,0,0.116520211100578,0.000233574784942903,0.0145393898710608,0.985226988792419,0.000442696327809244,0.997635006904602,0.00192233244888484,0.985226988792419,0.997635006904602,0.139333764775141,0.139356972866978,2.3463739734761e-06
85,3,0,0.115722499787807,0.000343058054568246,0.0235001388937235,0.976156771183014,0.00108900514896959,0.996850192546844,0.00206079822964966,0.976156771183014,0.996850192546844,0.139416124002856,0.139432799075778,1.68587565855646e-06
85.2,3,0,0.115297362208366,0.000310550822177902,0.0249038096517324,0.974785566329956,0.00179810472764075,0.995859086513519,0.00234284368343651,0.974785566329956,0.995859086513519,0.139475299317121,0.139487280399361,1.21130594195203e-06
85.4,3,0,0.114598274230957,0.000272081233561039,0.0301066599786282,0.969621300697327,0.00282355351373553,0.995070695877075,0.00210580811835825,0.969621300697327,0.995070695877075,0.139517816930695,0.139526425368711,8.70326395402516e-07
85.6,3,0,0.113545440137386,0.000256978237302974,0.0378190986812115,0.961923956871033,0.00356601038947701,0.994894623756409,0.00153947819489986,0.961923956871033,0.994894623756409,0.139548365944022,0.139554551128598,6.25331725289529e-07
85.8,3,0,0.112428121268749,0.000247720221523196,0.0445826500654221,0.95516961812973,0.00342442281544209,0.995601654052734,0.000973886519204825,0.95516961812973,0.995601654052734,0.139570315487677,0.139574759558502,4.49302432649703e-07
86,3,0,0.111510835587978,0.00022602325771004,0.0463332608342171,0.953440725803375,0.00310910353437066,0.996243357658386,0.000647605746053159,0.953440725803375,0.996243357658386,0.139586086290534,0.139589279366707,3.22824938861799e-07
86.2,3,0,0.114031992852688,0.000126016151625663,0.0198293775320053,0.980044662952423,0.000483091542264447,0.999407529830933,0.000109323096694425,0.980044662952423,0.999407529830933,0.139140852703747,0.1385702200981,2.31950538385741e-07
86.4,3,0,0.120210006833076,2.3174343368737e-05,0.00059691205387935,0.999379873275757,2.95585111942387e-10,1,3.16923820520287e-09,0.999379873275757,1,0.134709077085593,0.132571338564487,1.66657050868273e-07
86.6,3,0,0.0985515788197517,0.000307453097775578,0.000183760465006344,0.999508738517761,3.02274336498568e-19,1,5.08713690204783e-14,0.999508738517761,1,0.123379956458141,0.119415698354407,1.19743514274232e-07
86.8,3,0,0.0654089376330376,0.029381200671196,0.000262496876530349,0.970356285572052,2.99579895445141e-28,1,1.78255987363803e-19,0.970356285572052,1,0.105235799954027,0.0999092905763784,8.60360190945481e-08
87,3,0,0.026594303548336,0.112541921436787,9.16907883947715e-05,0.887366354465485,1.03336863494223e-33,1,1.68185649864099e-21,0.887366354465485,1,0.0830163520301849,0.0773251956304006,6.18170982077999e-08
87.2,3,0,-0.00885213073343039,0.112158074975014,1.26790719150449e-05,0.887829184532166,1.91559001368325e-35,1,3.92762560843153e-21,0.887829184532166,1,0.061150656686288,0.0563111040422971,4.44157420467498e-08
87.4,3,0,-0.0217021629214287,0.0596049800515175,1.90769765140431e-06,0.940393090248108,4.88329403481886e-36,1,8.79003801046902e-21,0.940393090248108,1,0.043945587297849,0.0404596712563724,3.1912823454314e-08
87.6,3,0,-0.0248900949954987,0.0638003945350647,2.54609972216713e-07,0.936199307441711,1.67145033352769e-36,1,1.96934562469385e-20,0.936199307441711,1,0.0315750160732707,0.0290703765449895,2.29294446945009e-08
87.8,3,0,-0.0203359946608543,0.34257298707962,1.04021111724251e-07,0.65742689371109,5.0537826873797e-36,1,1.44365467089316e-19,0.65742689371109,1,0.0226867292333609,0.0208871393717618,1.64748642422966e-08
88,1,0,-0.0136884516105056,0.938056826591492,4.11321252613561e-08,0.0619431398808956,4.91553625782975e-35,1,2.78652126155585e-18,0.938056826591492,1,0.016300472567091,0.0150074626814761,1.1837231795988e-08
88.2,1,0,0.00444469694048166,0.993289172649384,2.33034231911233e-08,0.00671088742092252,7.70925635594132e-33,1,9.26861501193833e-17,0.993289172649384,1,0.0117119309344857,0.0107829000480738,8.50508110605311e-09
88.4,1,0,0.0124046886339784,0.998025059700012,2.36075816673065e-08,0.00197491492144763,1.39776989793453e-28,1,1.38793167022843e-14,0.998025059700012,1,0.00841505211886231,0.00774754106770293,6.11092237334255e-09
88.6,1,0,0.00744385365396738,0.998673677444458,4.70157388576808e-08,0.0013263993896544,2.24001938664231e-22,1,5.73745955259608e-12,0.998673677444458,1,0.00604623631741732,0.00556662793201566,4.39071324392655e-09
88.8,1,0,0.0070996442809701,0.998763203620911,1.92932986919914e-07,0.0012366019655019,1.29114613541596e-17,1,1.33674821212182e-10,0.998763203620911,1,0.00434423614847431,0.00399963630559829,3.15473861597231e-09
