epoch,lr,loss_mode,train_loss,train_loss_fixed_total,train_loss_main,train_loss_turn,train_loss_theta,train_loss_main_raw,train_loss_turn_raw,train_loss_theta_raw,val_loss,val_loss_main,val_loss_turn,val_loss_theta,val_loss_main_raw,val_loss_turn_raw,val_loss_theta_raw,val_score,val_acc_main,val_acc_turn,val_main_confidence_mean,val_turn_confidence_mean,val_main_low_conf_0p60_ratio,val_turn_low_conf_0p60_ratio,val_turn_left_recall,val_turn_right_recall,val_acc_turn_transition,val_theta_mae_deg,val_theta_abs_le_10_p95_abs_err_deg,val_theta_neg_10_8_p95_abs_err_deg,val_theta_pos_8_10_p95_abs_err_deg,val_theta_abs_le_8_p95_abs_err_deg,val_theta_neg_8_6_p95_abs_err_deg,val_theta_pos_6_8_p95_abs_err_deg,val_theta_neg_2_0p5_p95_abs_err_deg,val_theta_pos_0p5_2_p95_abs_err_deg,val_theta_flat_abs_p95_deg,val_theta_flat_bias_deg,val_theta_near_flat_abs_p95_deg,val_theta_true_zero_abs_p95_deg,val_flat_recall,val_stall_recall,val_slope_recall,s_main,s_turn,s_theta,weight_main,weight_turn,weight_theta,task_weight_main,task_weight_turn,task_weight_theta,initial_loss_main,initial_loss_turn,initial_loss_theta,grad_norm_main,grad_norm_turn,grad_norm_theta,gradnorm_loss,gradnorm_unstable
1,0.0009998286624877785,uncertainty_weighting,0.896579225769103,1.9185573613191447,0.7387734276769209,0.2036393007563408,0.01686595371268544,0.7387734276769209,1.018196492703873,0.019994182245089944,0.7364176888588478,0.5285830722126167,0.2037334658739854,0.004101155506993905,0.5285830722126167,1.0186673144687657,0.005215752931470518,8.194725857152626,0.8127198917456022,0.4181326116373478,0.7384884539998399,0.4803266979748767,0.22029769959404602,0.8717185385656292,0.6202804746494067,0.5853080568720379,0.2950310559006211,3.072162389755249,8.630341529846191,9.26002025604248,7.51701545715332,8.683579444885254,10.28228759765625,8.223238945007324,9.155749320983887,4.932718276977539,7.571593761444092,2.214405059814453,8.859251022338867,nan,0.5753424657534246,0.0,0.8761682242990654,-0.04796494171023369,-0.06513955444097519,-0.06586974114179611,1.0491338968276978,1.067307949066162,1.0680875778198242,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,0.0009993147673772868,uncertainty_weighting,0.3419382584885451,1.147221992428228,0.37622597101228167,0.19207965269918284,0.005305371593695903,0.37622597101228167,0.9603982515643473,0.00679651685506448,0.5117842204193301,0.31190374079028066,0.19735693419011907,0.002523546554406548,0.31190374079028066,0.9867846507503474,0.0033430271254567597,5.6545801665457525,0.912043301759134,0.42462787550744246,0.8608278561617009,0.5240354938127787,0.11366711772665765,0.7677943166441137,0.6882416396979504,0.6054502369668247,0.327639751552795,2.5651230812072754,6.573098659515381,8.075790405273438,6.296836853027344,6.344404697418213,8.294485092163086,6.207473278045654,6.387748718261719,3.8226563930511475,5.273289203643799,1.0284849405288696,6.2769012451171875,nan,0.939117199391172,0.21428571428571427,0.9158878504672897,-0.13707682490348816,-0.13008740544319153,-0.1313333511352539,1.1469162702560425,1.138927936553955,1.1403478384017944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,0.000998458666866564,uncertainty_weighting,0.012421460749990633,0.8710108157388167,0.24524781082119163,0.18605690522904736,0.00420069691058066,0.24524781082119163,0.9302845058052284,0.0054229150397027024,0.48051747952327034,0.2810798245450641,0.19664824233568085,0.0027894079432531646,0.2810798245450641,0.9832411948495692,0.0037391612531821445,6.0802240598479536,0.9212449255751015,0.4622462787550744,0.9116377178015561,0.5486522685141185,0.06928281461434371,0.7060893098782138,0.6289104638619202,0.5841232227488151,0.3338509316770186,2.689194679260254,6.97127103805542,7.415844440460205,5.992099761962891,7.025702476501465,7.017880916595459,6.53416109085083,4.524958610534668,6.467464447021484,6.667477607727051,-1.3212604522705078,7.225240230560303,nan,0.7686453576864536,0.21428571428571427,0.9646194926568759,-0.22227539122104645,-0.19460876286029816,-0.19664177298545837,1.2489153146743774,1.214835524559021,1.2173078060150146,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,0.0009972609476841365,uncertainty_weighting,-0.2291629687343797,0.7633278662175115,0.19655621646698868,0.1815401275499495,0.003567589423617802,0.19655621646698868,0.9077006192560443,0.00466984278557422,0.5561320882688839,0.3525059279311494,0.201998156228472,0.0016280047105264842,0.3525059279311494,1.0099907647611646,0.0021797782105062264,5.383384468937105,0.8922868741542626,0.42002706359945874,0.9176711039682534,0.5630535216190302,0.0408660351826793,0.6113667117726658,0.5609492988133765,0.6812796208530806,0.32608695652173914,2.0462169647216797,5.354549884796143,5.811519145965576,5.903362274169922,5.146036148071289,5.511177062988281,5.742646217346191,4.328824996948242,4.631372928619385,5.110932350158691,-0.605908989906311,6.196857452392578,nan,0.6879756468797564,0.23809523809523808,0.9462616822429907,-0.302390456199646,-0.25871071219444275,-0.26186975836753845,1.353089451789856,1.2952589988708496,1.299357295036316,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,0.000995722430686905,uncertainty_weighting,-0.43315151491213627,0.7158839176337107,0.17777554065456075,0.17743004267640092,0.0027363735063402014,0.17777554065456075,0.8871501966038866,0.003560842596763804,0.41759457166365904,0.21791910076657556,0.1982120904653095,0.0014633758103850527,0.21791910076657556,0.9910604331586939,0.002094855423542861,4.59659006196252,0.9404600811907984,0.45953991880920164,0.9450301489907229,0.5637033446787933,0.019215155615696887,0.6468200270635994,0.7141316073354909,0.5864928909952607,0.34937888198757766,1.9753395318984985,5.0955023765563965,5.981943607330322,5.116459846496582,5.036271095275879,4.957435607910156,5.391201496124268,4.507254600524902,4.437314033508301,4.922146320343018,1.5846410989761353,5.456198692321777,nan,0.9558599695585996,0.3333333333333333,0.9455941255006676,-0.3785635530948639,-0.3223865330219269,-0.3270890414714813,1.4601856470108032,1.380418300628662,1.3869249820709229,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,0.0009938441702975688,uncertainty_weighting,-0.6198355907305982,0.6904213732560697,0.16915368904175448,0.1737614399912685,0.0022955563253108306,0.16915368904175448,0.8688071868014181,0.0028718976479787054,0.4294885443011866,0.23131789406194417,0.1963641038161976,0.0018065388605858078,0.23131789406194417,0.9818205061075007,0.002609765200582062,5.374888164413279,0.9420838971583221,0.4654939106901218,0.9472772068043962,0.5806455639836117,0.013261163734776725,0.6056833558863329,0.7249190938511327,0.6255924170616114,0.39285714285714285,2.2425076961517334,5.922078609466553,5.722207546234131,5.144774436950684,6.089818000793457,4.699367046356201,5.045559883117676,5.359539031982422,7.913257598876953,8.442530632019043,2.382575035095215,6.7100605964660645,nan,0.954337899543379,0.30952380952380953,0.94826435246996,-0.45103833079338074,-0.38559553027153015,-0.3922896683216095,1.5699414014816284,1.4704898595809937,1.4803664684295654,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,0.0009916274537819772,uncertainty_weighting,-0.8028444257901277,0.6668200992587344,0.16104776972946608,0.17031464975588018,0.0020476288141155242,0.16104776972946608,0.8515732330551553,0.002606683724459944,0.43939222116754245,0.23842115746621995,0.19919930940471256,0.0017717497116421048,0.23842115746621995,0.9959965309528924,0.002579899846559771,4.909916041069545,0.9155615696887686,0.4684709066305819,0.9232929439700217,0.604181900589483,0.07550744248985115,0.528552097428958,0.7238403451995685,0.542654028436019,0.36801242236024845,2.336247682571411,5.545259952545166,7.047047138214111,5.900844097137451,5.389080047607422,6.703897953033447,6.205811023712158,3.4023897647857666,4.21797513961792,5.389352321624756,1.2176594734191895,4.684585094451904,nan,0.939117199391172,0.4523809523809524,0.9168891855807744,-0.5217476487159729,-0.4483046233654022,-0.457457959651947,1.6849699020385742,1.5656554698944092,1.580052375793457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,0.0009890738003669026,uncertainty_weighting,-0.9978460683400866,0.6282374958491771,0.14490020955219785,0.16733139821947057,0.0018871405905921622,0.14490020955219785,0.8366569785040732,0.00245660535437999,0.4216210617828756,0.22443890811948558,0.19462915462957184,0.0025529939320860923,0.22443890811948558,0.9731457567666638,0.003576144344439284,5.448510818626767,0.9399188092016239,0.4914749661705007,0.9326640837338561,0.5911924290960997,0.06738836265223275,0.5799729364005413,0.6623516720604099,0.6066350710900474,0.38975155279503104,2.771299123764038,6.745734691619873,8.612896919250488,6.61232328414917,6.428492069244385,8.219585418701172,6.88340425491333,3.449066162109375,5.1051530838012695,4.626555442810059,0.03430081531405449,4.622259616851807,nan,0.8097412480974124,0.47619047619047616,0.9749666221628839,-0.5914914011955261,-0.5103990435600281,-0.5226085782051086,1.8066809177398682,1.665955901145935,1.6864210367202759,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,0.000986184960198838,uncertainty_weighting,-1.183560271828265,0.6012329567768979,0.13511335086628504,0.16377532363507685,0.0017278022990099488,0.13511335086628504,0.8188766027125784,0.002177711500439668,0.4116462944324994,0.2166626742873366,0.19377458319773694,0.001209035080495884,0.2166626742873366,0.9688729077295296,0.0016415766108256837,4.37841645707224,0.9301759133964818,0.5044654939106902,0.9393256592816787,0.5901247867246562,0.06576454668470906,0.5713125845737483,0.5997842502696872,0.6090047393364929,0.40062111801242234,1.7819231748580933,4.622608661651611,5.141338348388672,4.760855197906494,4.545773983001709,4.622099876403809,5.141580581665039,3.9081084728240967,4.046125888824463,4.910402297973633,1.7382314205169678,5.163825035095215,nan,0.8097412480974124,0.5714285714285714,0.9616154873164219,-0.6605156660079956,-0.5720828771591187,-0.5877299308776855,1.9357901811599731,1.7719539403915405,1.7998979091644287,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,0.0009829629131445337,uncertainty_weighting,-1.3402553130800146,0.602821936573608,0.13844672490065252,0.16128853949075228,0.0016757053741675316,0.13844672490065252,0.806442682983525,0.002065077162553336,0.40567435764976056,0.20589248019400405,0.19886115976938215,0.0009207132952955724,0.20589248019400405,0.9943057838086347,0.0012739967346866899,3.788078756030988,0.9461434370771312,0.4817320703653586,0.9511237572780689,0.6063734993837542,0.016779431664411367,0.5447902571041948,0.6709816612729234,0.5781990521327014,0.37732919254658387,1.5395551919937134,4.187180042266846,4.8105788230896,4.722215175628662,4.017188549041748,3.6094658374786377,5.292778015136719,3.460603713989258,3.8406178951263428,3.9662129878997803,-0.08207838982343674,4.434216022491455,nan,0.9665144596651446,0.5238095238095238,0.9475967957276369,-0.7273085713386536,-0.6331513524055481,-0.6528391242027283,2.0695033073425293,1.8835369348526,1.9209870100021362,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
