epoch,lr,train_loss,val_loss,val_score,val_acc_main,val_acc_turn,val_turn_left_recall,val_turn_right_recall,val_acc_turn_transition,val_theta_mae_deg,val_flat_recall,val_stall_recall,val_slope_recall
1,0.0009998286624877785,0.6030700222706121,0.2510535103392337,0.9581069488165566,0.9217746643315821,0.7755399883245767,0.9305177111716622,0.8383685800604229,0.47544204322200395,3.4920387268066406,0.9100739897552647,0.9416058394160584,0.9326164874551971
2,0.0009993147673772868,0.1799345224396837,0.17262507783291428,0.6798545368625039,0.9530064214827787,0.811150029188558,0.952316076294278,0.8036253776435045,0.5402750491159135,1.707448959350586,0.9641434262948207,0.9562043795620438,0.9383512544802868
3,0.000998458666866564,0.13379917830157123,0.1447771937089988,0.6254344019449964,0.9632224168126094,0.8228254524226504,0.9618528610354223,0.8187311178247734,0.5540275049115914,2.0444536209106445,0.9658508821855435,0.9525547445255474,0.9620071684587813
4,0.0009972609476841365,0.1083180911305864,0.14237826186630786,0.5574730711844669,0.9664331582019848,0.826328079392878,0.9713896457765667,0.824773413897281,0.5834970530451866,1.4979195594787598,0.9675583380762663,0.9562043795620438,0.9670250896057347
5,0.000995722430686905,0.09484026774325001,0.1223511831955609,0.553672308970677,0.9687682428488033,0.8231173380035026,0.9782016348773842,0.8912386706948641,0.5717092337917485,1.4737296104431152,0.9755264655663062,0.916058394160584,0.9706093189964158
6,0.0009938441702975688,0.08438797744278871,0.11596603481065301,0.5166840740060409,0.971395213076474,0.8380035026269702,0.9373297002724795,0.8549848942598187,0.581532416502947,1.2804542779922485,0.9760956175298805,0.9452554744525548,0.9706093189964158
7,0.0009916274537819772,0.07505681216716767,0.11251559375116021,0.4939520600954823,0.9708114419147694,0.8458844133099825,0.9727520435967303,0.8368580060422961,0.5992141453831041,1.6337110996246338,0.9766647694934547,0.9379562043795621,0.9698924731182795
8,0.0009890738003669026,0.06988022892735339,0.10964573672942717,0.48379873295633347,0.9740221833041448,0.8391710449503794,0.9482288828337875,0.904833836858006,0.5952848722986247,1.1896003484725952,0.9789413773477519,0.9306569343065694,0.9763440860215054
9,0.000986184960198838,0.06467301650303212,0.10018577959042714,0.4745122584265633,0.9766491535318156,0.8464681844716871,0.9686648501362398,0.9093655589123867,0.5992141453831041,1.6010314226150513,0.981217985202049,0.9635036496350365,0.9734767025089606
10,0.0009829629131445337,0.0584116463153497,0.10594749682290959,0.4163490199464499,0.9772329246935202,0.8514302393461763,0.9659400544959128,0.8761329305135952,0.6286836935166994,1.0458369255065918,0.970973249857712,0.9671532846715328,0.9870967741935484
11,0.0009794098674340962,0.0571112936818485,0.1077911413714542,0.44021217064245327,0.9740221833041448,0.8450087565674256,0.9618528610354223,0.9063444108761329,0.618860510805501,1.0746119022369385,0.9766647694934547,0.9890510948905109,0.967741935483871
12,0.0009755282581475765,0.054569648102741244,0.11092992265253684,0.37287696218641453,0.9734384121424402,0.8771161704611792,0.9618528610354223,0.877643504531722,0.6542239685658153,1.009316325187683,0.9766647694934547,0.948905109489051,0.9741935483870968
13,0.000971320745546089,0.05010442222752488,0.11669328915998035,0.43005537231582674,0.9737302977232924,0.8607705779334501,0.9727520435967303,0.8731117824773413,0.6247544204322201,0.986976683139801,0.9738190096755834,0.9306569343065694,0.982078853046595
14,0.0009667902132486006,0.047759502460834,0.1063928691832315,0.40241623157023804,0.9748978400467017,0.858727378867484,0.9741144414168937,0.8700906344410876,0.6326129666011788,0.8068113923072815,0.9732498577120091,0.9598540145985401,0.9799283154121864
15,0.0009619397662556431,0.04797145481738282,0.09473056656075234,0.33436132083402975,0.9778166958552248,0.8715703444249854,0.946866485013624,0.8927492447129909,0.6640471512770137,0.8101116418838501,0.9778030734206034,0.9708029197080292,0.9792114695340501
16,0.0009567727288213001,0.04412747413161929,0.09502748349736952,0.32466053568733,0.9813193228254524,0.8765323992994746,0.9277929155313351,0.8126888217522659,0.6679764243614931,0.8727737069129944,0.9869095048377917,0.9452554744525548,0.9813620071684588
17,0.0009512926421749302,0.04123968729683239,0.11096425319032856,0.32352697548988013,0.9734384121424402,0.8814944541739638,0.9277929155313351,0.8580060422960725,0.6915520628683693,1.3025485277175903,0.9766647694934547,0.9197080291970803,0.9799283154121864
18,0.0009455032620941837,0.04216315558900406,0.09079247059260309,0.30115331914332505,0.981903093987157,0.8779918272037361,0.9659400544959128,0.9018126888217523,0.6758349705304518,0.6670770645141602,0.9778030734206034,0.9890510948905109,0.985663082437276
19,0.0009394085563309825,0.042794380721401466,0.08826380080048167,0.3145819559922256,0.9807355516637478,0.8855808523058961,0.9196185286103542,0.8595166163141994,0.6660117878192534,0.7953938245773315,0.9783722253841776,0.9854014598540146,0.9827956989247312
20,0.0009330127018922192,0.04007023444205469,0.10411184286112612,0.3442310629371552,0.9748978400467017,0.8776999416228838,0.9795640326975477,0.8610271903323263,0.6640471512770137,0.8312585949897766,0.9738190096755834,0.9525547445255474,0.9806451612903225
21,0.0009263200821770459,0.04442399537937869,0.11165661373927589,0.3352703244103597,0.9763572679509632,0.8817863397548161,0.944141689373297,0.8897280966767371,0.6738703339882122,0.8889883160591125,0.9857712009106432,0.8868613138686131,0.982078853046595
22,0.0009193352839727118,0.037538584166722205,0.09765122867837957,0.3139348915002529,0.9792761237594863,0.8762405137186223,0.9495912806539509,0.8534743202416919,0.6797642436149313,0.9442136287689209,0.9760956175298805,0.9854014598540146,0.982078853046595
23,0.0009120630943110076,0.03607598046446807,0.10545395920352148,0.31151932526889636,0.9766491535318156,0.8861646234676007,0.9795640326975477,0.8625377643504532,0.6856581532416502,0.9761353731155396,0.9715424018212863,0.9452554744525548,0.989247311827957
24,0.0009045084971874735,0.03517447323977983,0.09575026152221626,0.29149602419656906,0.9795680093403386,0.8791593695271454,0.9509536784741145,0.9018126888217523,0.6856581532416502,0.6126895546913147,0.981217985202049,0.9635036496350365,0.9806451612903225
25,0.0008966766701456174,0.037627001919896215,0.11480710714385653,0.34022282640536783,0.9728546409807356,0.8768242848803269,0.9700272479564033,0.8912386706948641,0.6699410609037328,0.5531364679336548,0.9624359704040979,0.9562043795620438,0.989247311827957
26,0.0008885729807284853,0.034976591566780284,0.1200969614506081,0.3254319247552855,0.9769410391126678,0.8861646234676007,0.9495912806539509,0.8761329305135952,0.68762278978389,1.059749960899353,0.9715424018212863,0.9817518248175182,0.9827956989247312
27,0.0008802029828000154,0.033803583227290636,0.11046877391179681,0.33797375433871213,0.9784004670169294,0.87215411558669,0.9386920980926431,0.879154078549849,0.6758349705304518,1.024498701095581,0.9800796812749004,0.9379562043795621,0.9842293906810036
