model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,73,55,0.9754722300535664,0.8855370735833098,0.9179714091218516,0.729064039408867,0.9034013605442177,0.8806339772164438,0.8814627994955864,0.42836546897888184,0.9867183176535694,0.9111111111111111,0.9734693877551021,0.9589509692132269,0.9949409780775716,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\transition_rich_v3_clean_turnC_seed73\modern_tcn_seed73.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\transition_rich_v3_clean_turnC_seed73\ModernTCN_train_report.md
