stability_rank,run_id,description,stability_label,stability_screen_status,pass_count,n_seeds,median_offline_score,mean_offline_score,best_seed,best_seed_score,seed_status,overrides_json
1,s01_lr13_select_edges_flat,u06-like lr=0.0013 plus edge and flat peak checkpoint selection,robust_pass,dual_seed_pass,3,3,0.532371564183454,0.526707426844301,101,0.50588106015938,seed21=pass(none);seed42=pass(none);seed101=pass(none),"{""lr"": 0.0013, ""select_stall_target"": 0.7, ""select_stall_weight"": 0.2, ""select_theta_edge_p95_target_deg"": 1.15, ""select_theta_edge_p95_weight"": 1.2, ""select_theta_flat_peak_target_deg"": 5.0, ""select_theta_flat_peak_weight"": 1.0}"
