model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,model_file,meta_file,report_file
TCN,21,67,0.927685950413223,0.893595041322314,0.931523022432113,0.628099173553719,0.552092168461961,0.93891797556719,1,0.889589905362776,0.860986547085202,0.957446808510638,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_transition_rich_v2_seed21_staged.mat,E:\Matlab\Simulink\S-Function_16\data\models\TCN_meta_transition_rich_v2_seed21_staged.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\transition_rich_v2_seed21\tcn_staged\TCN_train_report.md
GRU,21,41,0.949380165289256,0.890495867768595,0.932703659976387,0.59504132231405,0.358175460622559,0.952879581151832,0.974358974358974,0.936908517350158,0.928251121076233,0.957446808510638,E:\Matlab\Simulink\S-Function_16\data\models\GRU_model_transition_rich_v2_seed21_h96_l2_inputstats.mat,E:\Matlab\Simulink\S-Function_16\data\models\GRU_meta_transition_rich_v2_seed21_h96_l2_inputstats.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\transition_rich_v2_seed21\gru_h96_l2_inputstats\GRU_train_report.md
