model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,model_file,meta_file,report_file
TCN,101,79,0.932607932607933,0.905580905580906,0.921925566343042,0.79840848806366,0.407704327923922,0.910140148392416,0.980487804878049,0.944793850454228,0.918484500574053,0.985714285714286,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_transition_rich_v3_seed101_staged.mat,E:\Matlab\Simulink\S-Function_16\data\models\TCN_meta_transition_rich_v3_seed101_staged.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\transition_rich_v3_seed101\tcn_staged\TCN_train_report.md
GRU,101,14,0.932958932958933,0.898911898911899,0.929611650485437,0.697612732095491,0.433878322953215,0.894476504534213,0.931707317073171,0.96575821104123,0.95752009184845,0.978571428571429,E:\Matlab\Simulink\S-Function_16\data\models\GRU_model_transition_rich_v3_seed101_h96_l2_inputstats.mat,E:\Matlab\Simulink\S-Function_16\data\models\GRU_meta_transition_rich_v3_seed101_h96_l2_inputstats.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\transition_rich_v3_seed101\gru_h96_l2_inputstats\GRU_train_report.md
