model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,main_confidence_mean,main_low_conf_0p60_ratio,main_low_conf_0p70_ratio,turn_confidence_mean,turn_low_conf_0p60_ratio,turn_low_conf_0p70_ratio,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,theta_abs_le_8_mae_deg,theta_abs_le_8_rmse_deg,theta_abs_le_8_bias_deg,theta_abs_le_10_mae_deg,theta_abs_le_10_rmse_deg,theta_abs_le_10_bias_deg,theta_pos_6_8_mae_deg,theta_pos_6_8_rmse_deg,theta_pos_6_8_bias_deg,theta_pos_6_8_n,theta_neg_8_6_mae_deg,theta_neg_8_6_rmse_deg,theta_neg_8_6_bias_deg,theta_neg_8_6_n,theta_flat_abs_p95_deg,theta_flat_bias_deg,theta_near_flat_abs_p95_deg,theta_near_flat_bias_deg,theta_flat_turn_abs_p95_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,11,18,0.9709302325581395,0.9207188160676533,0.9382990550305725,0.5806451612903226,0.9858592904602138,0.0047568710359408035,0.01427061310782241,0.9368062648979171,0.021141649048625793,0.054439746300211415,0.9298245614035088,0.9393442622950819,0.8552971576227391,1.9115886688232422,1.9115885496139526,5.12397575378418,-1.3852745294570923,1.9115885496139526,5.12397575378418,-1.3852745294570923,2.145808219909668,2.594452381134033,-1.8850553035736084,68.0,1.0570024251937866,1.3196860551834106,-0.8310627937316895,55.0,9.179861068725586,-1.4257038831710815,9.797175407409668,-1.3512883186340332,5.227203845977783,0.9908326967150497,0.8269230769230769,0.935969868173258,0.8099173553719008,0.7314487632508834,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v6_longrun_diag2steer_seed11\modern_tcn_seed11.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v6_longrun_diag2steer_seed11\ModernTCN_train_report.md
