epoch,lr,train_loss,val_loss,val_score,val_acc_main,val_acc_turn,val_main_confidence_mean,val_turn_confidence_mean,val_main_low_conf_0p60_ratio,val_turn_low_conf_0p60_ratio,val_turn_left_recall,val_turn_right_recall,val_acc_turn_transition,val_theta_mae_deg,val_theta_flat_abs_p95_deg,val_theta_flat_bias_deg,val_theta_near_flat_abs_p95_deg,val_flat_recall,val_stall_recall,val_slope_recall
1,0.0009998286624877785,0.788802937730034,0.6787925586782403,2.0640301270659016,0.8579373104145601,0.8933265925176946,0.684588153110589,0.8406903553054335,0.3159757330637007,0.07785642062689585,0.8820960698689956,0.8725212464589235,0.4,4.717720031738281,13.789031028747559,1.660486102104187,14.747477531433105,0.965893587994543,0.7424242424242424,0.5201793721973094
2,0.0009993147673772868,0.2655992069088724,0.3423492023146912,0.7992146268052227,0.9504550050556118,0.9079878665318504,0.9422354334569055,0.8991868681199853,0.047522750252780584,0.036905965621840245,0.8908296943231441,0.8725212464589235,0.4727272727272727,3.414802074432373,9.556114196777344,-2.0663020610809326,9.702277183532715,0.9761255115961801,0.803030303030303,0.8878923766816144
3,0.000998458666866564,0.12532903224285805,0.3303017152814219,0.793115161228776,0.9539939332659252,0.910010111223458,0.9691649504936221,0.9079487183363255,0.01769464105156724,0.04095045500505561,0.8930131004366813,0.886685552407932,0.4818181818181818,4.054286479949951,17.868270874023438,3.0123941898345947,17.299707412719727,0.9733969986357435,0.8484848484848485,0.905829596412556
4,0.0009972609476841365,0.11011303885686335,0.3427813545517299,0.7719377217151211,0.9600606673407482,0.91051567239636,0.9761451214420884,0.9208271971429468,0.011122345803842264,0.029828109201213347,0.8908296943231441,0.8895184135977338,0.4818181818181818,3.1396639347076416,10.020536422729492,3.0017101764678955,10.47686767578125,0.9815825375170532,0.8484848484848485,0.905829596412556
5,0.000995722430686905,0.0881545877546954,0.4457309213518735,0.8588961124494678,0.9575328614762386,0.9115267947421638,0.9786614139849915,0.929795408692268,0.013650151668351871,0.027300303336703743,0.8908296943231441,0.8923512747875354,0.4727272727272727,2.229445457458496,7.391548156738281,-1.5772366523742676,7.799108982086182,0.9781718963165075,0.8333333333333334,0.9080717488789237
6,0.0009938441702975688,0.08163528935611948,0.5289012916890868,0.9117635144840237,0.9605662285136501,0.916076845298281,0.9791008323704479,0.9380785573447091,0.010616784630940344,0.021739130434782608,0.8930131004366813,0.9008498583569405,0.5,2.275050163269043,6.223297595977783,-1.3347992897033691,6.564502716064453,0.9829467939972715,0.8787878787878788,0.899103139013453
7,0.0009916274537819772,0.07468851877944242,0.41014995330264764,0.8324117048959849,0.9585439838220424,0.9135490394337715,0.9836299538338511,0.9444852632738021,0.010111223458038422,0.02679474216380182,0.8799126637554585,0.9036827195467422,0.4909090909090909,3.1926512718200684,10.090885162353516,-3.0384738445281982,9.973703384399414,0.980218281036835,0.7878787878787878,0.9125560538116592
8,0.0009890738003669026,0.08313190644478338,0.4256934901460237,0.7909589364856512,0.9625884732052579,0.9186046511627907,0.9831938922606999,0.9314366276884071,0.010111223458038422,0.029828109201213347,0.8820960698689956,0.9036827195467422,0.5,1.7811771631240845,6.092438697814941,-0.6695601344108582,7.479703903198242,0.9843110504774898,0.8787878787878788,0.9035874439461884
9,0.000986184960198838,0.06345017890749038,0.3916323040927505,0.7548638434444722,0.9595551061678463,0.9196157735085946,0.9834679912320128,0.9425104927535756,0.011627906976744186,0.02275025278058645,0.8864628820960698,0.9008498583569405,0.509090909090909,1.9254095554351807,6.193923473358154,-0.18843911588191986,6.865687370300293,0.9809004092769441,0.8181818181818182,0.9103139013452914
10,0.0009829629131445337,0.05693439220307074,0.39424420747043387,0.7552025010290145,0.9630940343781598,0.9201213346814965,0.9859306065417224,0.9395181843822049,0.009605662285136502,0.029322548028311426,0.8755458515283843,0.9150141643059491,0.509090909090909,1.9726545810699463,5.412083625793457,1.7307583093643188,5.909215927124023,0.9829467939972715,0.9090909090909091,0.905829596412556
11,0.0009794098674340962,0.055285246614952946,0.4271986392318178,0.7666413213649165,0.9625884732052579,0.917087967644085,0.9883254762279109,0.9334196871323261,0.005561172901921132,0.032355915065722954,0.8624454148471615,0.9235127478753541,0.5181818181818182,1.5113121271133423,4.871312618255615,-0.40647292137145996,5.653400421142578,0.9829467939972715,0.8939393939393939,0.905829596412556
12,0.0009755282581475765,0.05008791723389646,0.45739253110904904,0.8187990381373829,0.9605662285136501,0.9221435793731041,0.987546994911332,0.948298057159399,0.008088978766430738,0.023255813953488372,0.8733624454148472,0.9178470254957507,0.509090909090909,1.9235572814941406,5.484470844268799,-1.2688316106796265,6.318755149841309,0.9809004092769441,0.7878787878787878,0.9192825112107623
13,0.000971320745546089,0.04854451309751322,0.4586093649946161,0.8058334393421949,0.9701718907987866,0.9211324570273003,0.9893893014941239,0.942386645694498,0.00455005055611729,0.020728008088978768,0.8864628820960698,0.9093484419263456,0.5272727272727272,2.366947650909424,8.346595764160156,-2.136425733566284,7.927647113800049,0.9897680763983628,0.9090909090909091,0.9147982062780269
14,0.0009667902132486006,0.045117232547841085,0.41825627370599067,0.8235810368093281,0.968149646107179,0.9196157735085946,0.9860217294170753,0.9423544095933412,0.012133468149646108,0.022244691607684528,0.8755458515283843,0.9121813031161473,0.509090909090909,3.615001678466797,13.34721851348877,-3.417325735092163,13.091327667236328,0.9870395634379263,0.8636363636363636,0.92152466367713
