model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,73,34,0.9632086851628469,0.8980699638118215,0.9310222851078882,0.7075664621676891,0.5015135407447815,0.9562948467058056,0.8612099644128114,0.9893475366178429,0.9859002169197397,0.9948275862068966,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\transition_rich_v3_seed73\modern_tcn_seed73.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\transition_rich_v3_seed73\ModernTCN_train_report.md
