case_index,controller,model_name,path_name,path_file,ref_file,disturbance_level,disturbance_scale,disturbance_noise_scale,disturbance_process_scale,noise_enabled,noise_signature,process_signature,seed,status,message,elapsed_sec,n_samples,ey_rmse,ey_peak,epsi_rmse,epsi_peak,ev_rmse,eomega_rmse,j_du,viol_rate,F_sat_pct,omega_sat_pct,realtime_p50_ms,realtime_p95_ms,realtime_p99_ms,timeout_rate,timeseries_file
11,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,0,0,0,0,0,3.76872664625997,802.54,2,ok,,884.5462195,11950,0.0448954526195601,0.179874884063977,0.0441806780815069,0.265752008699305,0.00541754401652841,0.0448514137474959,559.457315008245,0,0,0,0.0094534,0.34155072,0.358564315,0,
12,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,0,0,0,0,0,3.76872664625997,802.54,3,ok,,883.8424646,11950,0.0448861501820876,0.180164692713628,0.043946954379085,0.264981007911926,0.00538414737257053,0.0446877575380564,551.571892554726,0,0,0,0.0094246,0.34165721,0.359035973,0,
13,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,881.3887082,11950,0.0449079437710301,0.179811202110993,0.0442922023544923,0.266613744388547,0.00571217129656589,0.0450589817698606,1926.68364628218,0,0,0,0.0094521,0.34068528,0.358278028,0,
14,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,880.7444655,11950,0.0449065704975845,0.17978191535785,0.0442942267880112,0.266628789664501,0.00573174619472145,0.0450604938707808,2797.8394761671,0,0,0,0.00943955,0.340029935,0.357009035,0,
15,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,3,ok,,882.1621941,11950,0.0448937018356258,0.179734044431932,0.0442356613553196,0.266365708824068,0.00572057118170778,0.0450294922262657,1537.88646438916,0,0,0,0.00944355,0.34129606,0.359090804,0,
16,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,882.4588014,11950,0.0450063423145655,0.179791200252562,0.0451806746655369,0.270419844948502,0.00628096213748932,0.0457108050003795,4799.91252206216,0,0,0,0.0093958,0.3412092,0.357860652,0,
17,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,881.6911781,11950,0.0449595445938045,0.179598153098267,0.0448655487278795,0.269179012486671,0.00613763543258536,0.0455361387377422,3986.86370018414,0,0,0,0.0094292,0.340860295,0.358933967,0,
18,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,3,ok,,882.077975,11950,0.044982220472545,0.179652210528747,0.0450436609676559,0.269921651521987,0.00617275687646998,0.0456307859923805,6871.00322166725,0,0,0,0.00943485,0.340600115,0.358188884,0,
19,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,0,0,0,0,0,3.76872664625997,802.54,1,ok,,867.7479193,11950,0,0,0,0,0.0949257395098646,0,6262.34409293813,0,0,0,0.0093148,0.33934044,0.357340737,0,
20,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,0,0,0,0,0,3.76872664625997,802.54,2,ok,,869.880499,11950,0,0,0,0,0.0949251950317765,0,6260.58741885155,0,0,0,0.0092717,0.340212705,0.358090436,0,
21,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,0,0,0,0,0,3.76872664625997,802.54,3,ok,,870.1155408,11950,0,0,0,0,0.0949249548098915,0,6259.20471579155,0,0,0,0.00935195,0.34028476,0.358471491,0,
22,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,873.9387315,11950,0,0,0,0,0.0970829385720234,0,937402.638340501,0,0,0,0.0093328,0.340874525,0.358002138,0,
23,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,872.2792907,11950,0,0,0,0,0.0968824298574754,0,873997.835038626,0,0,0,0.0093285,0.339958575,0.359594624,0,
24,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,3,ok,,875.5650935,11950,0,0,0,0,0.0969762568419228,0,905898.425696969,0,0,0,0.0093574,0.34085459,0.35830001,0,
25,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,874.5911358,11950,0,0,0,0,0.0973097167356081,0,938681.160494214,0,0,0,0.0093444,0.340828325,0.358332179,0,
26,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,871.415501,11950,0,0,0,0,0.0972439175426838,0,971506.080983372,0,0,0,0.00929925,0.339774855,0.358121235,0,
27,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,3,ok,,874.6666749,11950,0,0,0,0,0.097370539801704,0,988330.098229791,0,0,0,0.0093395,0.341011025,0.358946671,0,
28,GRU,LPVMPC_AGV_simulink_GRU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,1,ok,,191.7616793,14950,0.0141094530243384,0.0772600281486729,0.0515891021218738,0.123365365122845,0.0326742296602938,0.0234131552714541,13820.0269207128,0,0,0,0.0109662,0.012422765,0.013477485,0,
29,GRU,LPVMPC_AGV_simulink_GRU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,2,ok,,186.3058625,14950,0.0142074106685254,0.0772178156363589,0.0533960071308018,0.129436728314653,0.0337655505846492,0.0244708896645916,13587.549701375,0,0,0,0.0107918,0.011985365,0.012486506,0,
30,GRU,LPVMPC_AGV_simulink_GRU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,3,ok,,185.9001839,14950,0.0143043987392777,0.0772594929422949,0.0549354147768538,0.135069297392814,0.0319837676250468,0.0252766695342323,13460.5551782796,0,0,0,0.0107953,0.011991775,0.012499261,0,
31,GRU,LPVMPC_AGV_simulink_GRU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,187.7359249,14950,0.013279993546696,0.0775631661238018,0.0349118743012371,0.102509008227623,0.0380033857417208,0.0183423408899141,13041.669027999,0,0,0,0.01088815,0.01208918,0.012650481,0,
32,GRU,LPVMPC_AGV_simulink_GRU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,187.0268803,14950,0.0133037799846922,0.0775382161711175,0.0360978730657329,0.102723100006594,0.0385043265778187,0.0185409347393849,13171.0069450948,0,0,0,0.0108435,0.01202815,0.012525471,0,
33,GRU,LPVMPC_AGV_simulink_GRU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,3,ok,,186.985986,14950,0.0133010576639051,0.077547764449521,0.0361115802019094,0.102651565909905,0.0381587343439242,0.0185825484583974,12532.9363448391,0,0,0,0.0108442,0.01202321,0.012531485,0,
34,GRU,LPVMPC_AGV_simulink_GRU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,187.7302507,14950,0.0134121189937237,0.0777162012333131,0.0325978458214333,0.105487018525503,0.0465848993332537,0.0164270889942344,13071.0627845996,0,0,0,0.01088675,0.01209353,0.012583716,0,
35,GRU,LPVMPC_AGV_simulink_GRU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,186.8536062,14950,0.0133656941954429,0.0777166230163472,0.0347572997649763,0.10529308261036,0.0442905883019471,0.0173342057951938,12317.4130583943,0,0,0,0.010846,0.01201324,0.012526234,0,
36,GRU,LPVMPC_AGV_simulink_GRU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,3,ok,,187.1026098,14950,0.0134247448832144,0.0777510244967206,0.0331744061045225,0.10539132366011,0.0452746254751472,0.0166840340088638,12329.7362468559,0,0,0,0.01085345,0.01202853,0.012526627,0,
37,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,0,0,0,0,0,3.76872664625997,802.54,1,ok,,142.7209134,11950,0.044151021207974,0.181572357240588,0.0404286682591399,0.254897101050866,0.00588896417191529,0.0421994013728651,1828.91122624663,0,0,0,0.0108076,0.0126379,0.013580516,0,
38,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,0,0,0,0,0,3.76872664625997,802.54,2,ok,,143.0409781,11950,0.0441672189545135,0.181727142821483,0.0411076074381342,0.258277095541058,0.00548063199759327,0.042479220586459,1292.42107778863,0,0,0,0.0108429,0.01258993,0.013546367,0,
39,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,0,0,0,0,0,3.76872664625997,802.54,3,ok,,141.9133208,11950,0.0441578303233113,0.181649367601531,0.0407456281611546,0.256559049901464,0.00562485311723888,0.0423224023399112,1580.66273572189,0,0,0,0.01074755,0.012567725,0.01346911,0,
40,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,143.1015636,11950,0.0442607015550065,0.181061451121993,0.0419771322697604,0.262646485825472,0.00572596516628376,0.0431415428709036,1128.46299412814,0,0,0,0.0108361,0.012624855,0.013549657,0,
41,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,142.1890779,11950,0.0442105204361708,0.181007252647168,0.0421341346780958,0.262923596453111,0.00569026708186884,0.0431847271680456,790.173140642628,0,0,0,0.0107713,0.012500365,0.013578508,0,
42,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,3,ok,,144.3084738,11950,0.0441819271981019,0.181112460685682,0.041957212957602,0.262486834066584,0.00569249579895883,0.0431246561119475,844.22016560185,0,0,0,0.0110133,0.012567755,0.013377208,0,
43,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,142.6037616,11950,0.0442264856154992,0.180875522656804,0.0423663041384264,0.264870861868545,0.00604617082591668,0.0435018914073513,1203.18370885541,0,0,0,0.0108097,0.012550565,0.013505337,0,
44,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,143.1007711,11950,0.0441823561903498,0.180875522656804,0.0425008991706403,0.264870861868545,0.00602253630368657,0.0435506255834436,933.316851328179,0,0,0,0.010866,0.01256636,0.013587371,0,
45,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,3,ok,,142.8221816,11950,0.0442083865305574,0.180875522656804,0.0424262565915729,0.264870861868545,0.00601514198257018,0.0435341928965851,788.665811823263,0,0,0,0.01082315,0.012603515,0.013578387,0,
46,GRU,LPVMPC_AGV_simulink_GRU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,0,0,0,0,0,3.76872664625997,802.54,1,ok,,135.8928461,11950,0,0,0,0,0.0522893007240321,0,7401.32313276377,0,0,0,0.01068775,0.012014065,0.012502355,0,
47,GRU,LPVMPC_AGV_simulink_GRU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,0,0,0,0,0,3.76872664625997,802.54,2,ok,,134.8984986,11950,0,0,0,0,0.0529009449999799,0,7603.14462007447,0,0,0,0.0106128,0.01196294,0.012542106,0,
48,GRU,LPVMPC_AGV_simulink_GRU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,0,0,0,0,0,3.76872664625997,802.54,3,ok,,135.4867255,11950,0,0,0,0,0.0513864664622741,0,7349.81759691927,0,0,0,0.0106525,0.01200301,0.012540557,0,
49,GRU,LPVMPC_AGV_simulink_GRU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,136.7010736,11950,0,0,0,0,0.0372451350530934,0,11135.0120915591,0,0,0,0.0107426,0.012141565,0.012664313,0,
50,GRU,LPVMPC_AGV_simulink_GRU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,136.9787734,11950,0,0,0,0,0.0381299986365472,0,11477.2519265732,0,0,0,0.0107825,0.012161,0.012669416,0,
51,GRU,LPVMPC_AGV_simulink_GRU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,3,ok,,136.5058376,11950,0,0,0,0,0.0367964074318118,0,10991.2556655201,0,0,0,0.01074695,0.01208673,0.012609812,0,
52,GRU,LPVMPC_AGV_simulink_GRU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,136.4484591,11950,0,0,0,0,0.0572032569204544,0,11932.6722000658,0,0,0,0.0107258,0.012105355,0.012577801,0,
53,GRU,LPVMPC_AGV_simulink_GRU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,136.0324235,11950,0,0,0,0,0.0580486997050046,0,12297.3645271432,0,0,0,0.0107004,0.01197301,0.012426618,0,
54,GRU,LPVMPC_AGV_simulink_GRU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,3,ok,,136.5822299,11950,0,0,0,0,0.0568150406070358,0,11508.3759649511,0,0,0,0.01074455,0.012070555,0.012558704,0,
55,IMU,LPVMPC_AGV_simulink_IMU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,1,ok,,140.6858323,14950,0.0369223854335007,0.164990837120782,0.16153481026761,0.33637760310368,0.095179009043814,0.051211888982157,1757803.81439017,0.00622073578595318,0.40133779264214,0.568561872909699,0.00753395,0.0095068,0.010628824,0,
56,IMU,LPVMPC_AGV_simulink_IMU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,2,ok,,129.4012963,14950,0.0182873920631081,0.101507161248676,0.0413788514972085,0.102160022803274,0.0884598390381929,0.0174320108416554,5015.36402527251,0,0,0,0.00705075,0.00795481,0.008399455,0,
57,IMU,LPVMPC_AGV_simulink_IMU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,3,ok,,128.3889472,14950,0.0182873920631081,0.101507161248676,0.0413788514972085,0.102160022803274,0.0884598390381929,0.0174320108416554,5015.36402527251,0,0,0,0.0069646,0.0079007,0.008306791,0,
58,IMU,LPVMPC_AGV_simulink_IMU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,127.9009549,14950,0.0184635307436155,0.102238887423351,0.0416007598664175,0.0986261277095974,0.0909814831979291,0.0177887955675712,5210.51916079269,0,0,0,0.00693395,0.007888555,0.00825444,0,
59,IMU,LPVMPC_AGV_simulink_IMU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,129.2578272,14950,0.0183978615668203,0.101054312191545,0.0442065251820846,0.107490974417058,0.0910809101066599,0.0182175762997018,5090.863670377,0,0,0,0.0070214,0.007942275,0.008372808,0,
60,IMU,LPVMPC_AGV_simulink_IMU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,3,ok,,128.6075715,14950,0.0184286274794136,0.100663047936812,0.0459430623950052,0.109822736881078,0.0908262656424219,0.0185919414007261,5030.27862244929,0,0,0,0.0069799,0.007907655,0.00831001,0,
61,IMU,LPVMPC_AGV_simulink_IMU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,128.5445427,14950,0.0185435842956479,0.102301962565051,0.0422914470679226,0.0996963218538944,0.0934771165147389,0.0180661487297553,5322.72665044124,0,0,0,0.0069717,0.007923265,0.008336353,0,
62,IMU,LPVMPC_AGV_simulink_IMU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,128.6017041,14950,0.0184855562322179,0.101102832936804,0.0449615393536565,0.108763823715885,0.0935779608056671,0.01851535549726,5199.66755326913,0,0,0,0.00696545,0.007930615,0.008346867,0,
