case_name,n,acc_main_mean,acc_main_std,acc_turn_mean,acc_turn_std,acc_turn_pure_mean,acc_turn_pure_std,acc_turn_transition_mean,acc_turn_transition_std,theta_mae_deg_mean,theta_mae_deg_std,flat_recall_mean,flat_recall_std,stall_recall_mean,stall_recall_std,slope_recall_mean,slope_recall_std,uphill_recall_mean,uphill_recall_std,downhill_recall_mean,downhill_recall_std,flat_as_slope_mean,flat_as_slope_std
baseline,1,0.894969108561342,0,0.851279788172992,0,0.926459374735237,0,0.356385945343001,0,0.694031713535452,0,0.913982569154983,0,0.974527526705012,0,0.839533841326759,0,0.751627906976744,0,0.921280276816609,0,0.0668182392320323,0
