model,seed,best_epoch,n_windows,elapsed_seconds,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,theta_mae_deg,theta_abs_le_8_mae_deg,theta_abs_le_8_rmse_deg,theta_abs_le_8_bias_deg,theta_abs_le_10_mae_deg,theta_abs_le_10_rmse_deg,theta_abs_le_10_bias_deg,theta_pos_6_8_mae_deg,theta_pos_6_8_rmse_deg,theta_pos_6_8_bias_deg,theta_pos_6_8_n,theta_neg_8_6_mae_deg,theta_neg_8_6_rmse_deg,theta_neg_8_6_bias_deg,theta_neg_8_6_n,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,onnx_file
ModernTCN-small v1 MATLAB,21,9,13596,175.5683165,0.986687260959106,0.952927331568108,0.981869016351775,0.762409369771333,0.458984983771601,0.458984983771602,0.671664796702713,0.00233092780925324,0.458984983771602,0.671664796702713,0.00233092780925324,0.853021499120375,1.12240498571136,-0.70495496012499,311,0.543323688811369,0.762065479610098,0.376836862738244,175,0.98762157382847,0.972062448644207,0.989018377409233,0.994418604651163,0.983996539792388,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_theta_calib_w1p0_lam100_f100_nf200_seed21\modern_tcn_seed21.onnx
