model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,theta_flat_abs_p95_deg,theta_flat_bias_deg,theta_near_flat_abs_p95_deg,theta_near_flat_bias_deg,theta_flat_turn_abs_p95_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,42,55,0.9847013827596351,0.9448367166813769,0.9724646276370414,0.7629670942554378,0.8885448916408669,0.9579358196010408,0.9478919943154903,0.46687519550323486,1.0079035758972168,-0.0022457896266132593,1.1476984024047852,0.01847425475716591,0.8016623258590698,0.9886320575975749,0.9687756778964667,0.982070820259973,0.9851162790697674,0.9792387543252595,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v4_turn_focus_A_seed42\modern_tcn_seed42.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v4_turn_focus_A_seed42\ModernTCN_train_report.md
