epoch,lr,train_loss,val_loss,val_score,val_acc_main,val_acc_turn,val_main_confidence_mean,val_turn_confidence_mean,val_main_low_conf_0p60_ratio,val_turn_low_conf_0p60_ratio,val_turn_left_recall,val_turn_right_recall,val_acc_turn_transition,val_theta_mae_deg,val_theta_flat_abs_p95_deg,val_theta_flat_bias_deg,val_theta_near_flat_abs_p95_deg,val_flat_recall,val_stall_recall,val_slope_recall
1,0.0009998286624877785,0.789524076227405,0.6748348413029623,1.8754716396946531,0.8483316481294236,0.9049544994944388,0.6880350276649236,0.8677235898968289,0.29069767441860467,0.04802831142568251,0.8842794759825328,0.8640226628895185,0.43636363636363634,3.7579238414764404,12.265708923339844,-0.880125105381012,12.461919784545898,0.9406548431105047,0.5909090909090909,0.5829596412556054
2,0.0009993147673772868,0.2556623955423029,0.3982412666835727,0.9289147321348824,0.9327603640040445,0.9054600606673407,0.9508119506862447,0.8991812315091693,0.028311425682507583,0.0525783619817998,0.8799126637554585,0.8895184135977338,0.42727272727272725,3.744819164276123,15.368205070495605,-2.7680306434631348,15.364922523498535,0.9536152796725784,0.6212121212121212,0.9103139013452914
3,0.000998458666866564,0.12357747937281852,0.5202632493992064,0.9839988331442338,0.9509605662285137,0.9120323559150657,0.9727901359452655,0.9265940840338277,0.020222446916076844,0.023255813953488372,0.8799126637554585,0.8725212464589235,0.44545454545454544,2.79201340675354,8.617044448852539,-2.222238063812256,9.13752269744873,0.9795361527967258,0.6060606060606061,0.9080717488789237
4,0.0009972609476841365,0.10333177483889518,0.43798520892888637,0.8487937156658136,0.9529828109201214,0.9130434782608695,0.976633348749027,0.9335833724364162,0.016683518705763397,0.02578361981799798,0.8908296943231441,0.886685552407932,0.4818181818181818,2.317418098449707,7.963388919830322,0.693892776966095,8.778611183166504,0.975443383356071,0.7424242424242424,0.9103139013452914
5,0.000995722430686905,0.08250897201176202,0.43072527176931247,0.8607122250950636,0.9590495449949444,0.91051567239636,0.9800349763025878,0.929541834381397,0.012639029322548028,0.028816986855409503,0.87117903930131,0.9036827195467422,0.4727272727272727,2.830615758895874,9.766621589660645,0.06089356914162636,11.44690227508545,0.9822646657571623,0.8484848484848485,0.899103139013453
6,0.0009938441702975688,0.07184023605882701,0.3812599255052688,0.7697571500553696,0.9595551061678463,0.9155712841253791,0.9783450723515151,0.9311412861405566,0.015672396359959553,0.02578361981799798,0.8799126637554585,0.9121813031161473,0.4818181818181818,1.8180632591247559,7.383938789367676,-0.7933920621871948,8.005188941955566,0.980218281036835,0.8484848484848485,0.9080717488789237
7,0.0009916274537819772,0.06396366248476835,0.4030164673668309,0.849804794348517,0.961577350859454,0.9089989888776542,0.980673228436757,0.9184003095853848,0.014155712841253791,0.030333670374115267,0.8537117903930131,0.9376770538243626,0.43636363636363634,2.247633695602417,12.440893173217773,-1.2087327241897583,12.15337085723877,0.9836289222373806,0.9090909090909091,0.8968609865470852
8,0.0009890738003669026,0.059200617868388525,0.5085808999376904,0.8802583115111161,0.9646107178968655,0.916582406471183,0.9826293393612897,0.9371492223103624,0.003033367037411527,0.028311425682507583,0.8777292576419214,0.9150141643059491,0.4818181818181818,1.4360344409942627,6.010203838348389,-0.2600475251674652,6.541430473327637,0.9870395634379263,0.9090909090909091,0.899103139013453
9,0.000986184960198838,0.05814645756097286,0.4678260539973831,0.8775360619409283,0.9595551061678463,0.9130434782608695,0.9858440376786196,0.9391558708471528,0.008088978766430738,0.024772497472194135,0.8733624454148472,0.8923512747875354,0.4727272727272727,2.196847677230835,6.779881000518799,1.6536113023757935,7.097856521606445,0.980218281036835,0.8636363636363636,0.905829596412556
10,0.0009829629131445337,0.053821047550148673,0.5397771420927212,0.9178226172800219,0.9671385237613751,0.9186046511627907,0.9883712579307539,0.9428400449363777,0.006066734074823054,0.019211324570273004,0.888646288209607,0.9235127478753541,0.4909090909090909,2.055816173553467,8.852288246154785,-1.538716197013855,9.320799827575684,0.9870395634379263,0.8787878787878788,0.9147982062780269
11,0.0009794098674340962,0.05377461900169046,0.4234014343323433,0.7844556471904595,0.9671385237613751,0.9180990899898888,0.9889094342837781,0.9329732208972161,0.0025278058645096056,0.021233569261880688,0.8799126637554585,0.9093484419263456,0.509090909090909,2.0904457569122314,7.657474040985107,-1.7652720212936401,9.326656341552734,0.9877216916780355,0.9242424242424242,0.905829596412556
12,0.0009755282581475765,0.04509894236810278,0.49687320421872655,0.8295967340145012,0.9661274014155713,0.9201213346814965,0.9885954579796759,0.9370083078675514,0.00455005055611729,0.029322548028311426,0.8799126637554585,0.9093484419263456,0.5363636363636364,2.041698932647705,9.103468894958496,-1.6985154151916504,10.505756378173828,0.9897680763983628,0.8787878787878788,0.9013452914798207
