controller,zone,t0,t1,duration_s,n_samples,ey_rmse,ey_peak,ey_iae,epsi_rmse,epsi_peak,ev_rmse,ev_peak,eomega_rmse,eomega_peak,xy_rmse,xy_peak,F_rms,F_peak,F_sat595_pct,F_limit_hit_pct,omega_cmd_rms,omega_cmd_peak,omega_sat060_pct,omega_limit_hit_pct,viol_rate,j_du,dF_rms,domega_cmd_rms,solve_time_p50_ms,solve_time_p95_ms,solve_time_p99_ms,solve_time_max_ms,timeout_rate,theta_mae_deg,theta_peak_deg,theta_sched_mae_deg,theta_hat_step_p95_deg,theta_sched_step_p95_deg,main_acc_pct,turn_acc_pct,flat_false_slope_pct,slope_recall_pct,right_recall_pct,left_recall_pct,pred_main_1_pct,pred_main_2_pct,pred_main_3_pct,pred_turn_m1_pct,pred_turn_0_pct,pred_turn_1_pct
ModernTCN,all,0,190,190,18951,0.0245874609316147,0.0939922479837368,2.48405398134843,0.043754511810438,0.167513100248761,0.053477878280232,0.190203210968939,0.0306930216550044,0.210590174078852,0.803550269364692,1.80747383586158,152.340255053044,285.675884258571,0,0,0.0934076086745542,0.885983862141834,0.0580444303730674,0,0,0.599076410510401,0.773916567812523,0.011382292198177,0.0212677,0.033627965,0.0450183250000002,1.8387356,0,0.897377805501962,2.86971938788866,0.923914464944868,0.0115872280318676,0.00904855289017109,94.1375125323202,81.3941216822331,4.58604875693942,93.14580403188,78.1954887218045,34.4566133108677,45.575431375653,0,54.424568624347,17.5294179726664,75.3627776898317,7.10780433750198
ModernTCN,startup,0,12,12,1200,0,0,0,0,0,0.100807094889654,0.8,0,0,0.241956083437772,0.255310810549808,77.1666489902936,488.398605935741,0,0,2.38345717404903e-05,0.000234372487624146,0,0,0,19.4626065902714,4.41164443153068,3.96512892494142e-06,0.0217635,0.0250772,0.0312928,8.8050124,0,0.0635051012982269,0.161003345567968,0,0.00103264784442712,0,100,100,0,NaN,NaN,NaN,100,0,0,0,100,0
ModernTCN,receiving_aisle_right_entry,12,36,24,2400,0.0456379653470554,0.0939922479837368,0.814370224337639,0.022567452645734,0.0581157039212797,0.00334080302940471,0.00667116772110843,0.0541477841968611,0.209694098598052,0.326437070453244,0.362358139588597,29.9220602318208,34.3146035479085,0,0,0.137830707735855,0.660417180323179,0.333333333333333,0,0,0.0336086675960026,0.182272567863676,0.0196310621308203,0.02114435,0.02362045,0.0255783,0.0292128,0,1.17774177179036,2.49371381222923,0,0.0213045288766657,0,100,91.875,0,NaN,92.355500310752,NaN,100,0,0,64.9166666666667,35.0833333333333,0
ModernTCN,main_aisle_to_ramp,36,56,20,2000,0.00270401018737688,0.012904308500005,0.0223447109951734,0.00291794682577948,0.0119072104027846,0.0628454992891322,0.112120257292126,0.00419852351665274,0.024446076329832,0.458587765689262,0.700869271514587,139.83274202088,219.869760583942,0,0,0.00461951899711156,0.0268712451582829,0,0,0,0.854286185729297,0.924276029687241,8.16999819508974e-05,0.0207308,0.02197785,0.0227041,0.0246379,0,0.130867844966804,0.601069138669133,0.570503589554234,0.00755077402825833,0.011815347456507,92.35,100,0,85.05859375,NaN,NaN,56.45,0,43.55,0,100,0
ModernTCN,extended_uphill_left_ramp_transfer,56,96,40,4000,0.0223880560184319,0.0670700727135445,0.63198395766915,0.0263653593355314,0.0778562664888947,0.0348932501429307,0.101560409241696,0.0260684537852725,0.210590174078852,0.139568000298218,0.250672442961445,247.130361206066,285.675884258571,0,0,0.118237926778379,0.474503079433161,0,0,0,0.0497005881690988,0.222862918170512,0.00571907978807184,0.02075375,0.02207915,0.02300745,0.0266192,0,2.12939284700209,2.86971938788866,2.10588102595432,0.0101898703344645,0.00789386857258563,100,41.275,NaN,100,NaN,34.4566133108677,0,0,100,0,68.95,31.05
ModernTCN,upper_pickup_straight,96,108,12,1200,0.00502915175819141,0.0217029111477537,0.0318006218407962,0.00386058375888574,0.0138831370062111,0.0452727373200615,0.0820162908483225,0.00291931702525835,0.00934901559575057,0.123861302741797,0.197180249874126,97.6373706336895,152.520693832897,0,0,0.00333237948522775,0.0106214679657721,0,0,0,2.10754451304729,1.45173844224183,9.14579537552242e-05,0.0208145,0.02223535,0.02299355,0.0250681,0,0.118130153900656,0.395012466548887,0.321547730286937,0.0101432659169055,0.0114870445625764,94.75,100,12.0229007633588,100,NaN,NaN,38.4166666666667,0,61.5833333333333,0,100,0
ModernTCN,slope_reversal_right_transfer,108,136,28,2800,0.0390055578318423,0.0801411686199038,0.881031962378699,0.106245688530402,0.167513100248761,0.0650027432211606,0.180171472184409,0.0507813954228809,0.179033597762873,0.642942789543708,0.816115258792937,169.159226166252,243.05361922867,0,0,0.149659849379951,0.885983862141834,0.107142857142857,0,0,0.436175074861698,0.66005686451175,0.0223609139485712,0.0208254,0.0223803,0.02382185,0.0259418,0,1.51096181743783,2.77173202517861,1.87582539606401,0.0195306871093698,0.0105569038491788,86.9642857142857,67.0357142857143,0,86.0633829705995,68.6266274674506,NaN,19.5,0,80.5,63,35.3571428571429,1.64285714285714
ModernTCN,downhill_delivery_aisle,136,154,18,1800,0.00904464524430457,0.0497350866195901,0.0874396442426393,0.0187991296155653,0.0755126814550847,0.108476780103475,0.190203210968939,0.0214968560095482,0.0672863808601646,1.02279609893962,1.43261938136002,143.13092007929,236.764485746988,0,0,0.0242769353503745,0.0758606190545694,0,0,0,0.411643502582673,0.641594405200213,0.000348996357270059,0.0288739,0.04298335,0.0545456,0.0715284,0,0.254703749996499,1.01000273324165,0.353719315065243,0.0118336063296233,0.0109425854480907,83.5,96.7222222222222,55.1020408163265,100,NaN,NaN,13.4444444444444,0,86.5555555555556,0,96.7222222222222,3.27777777777778
ModernTCN,shipping_cross_aisle,154,178,24,2400,0.00047843287321412,0.000877335573509219,0.00969520261380243,0.000164615311533763,0.000207500215164802,0.0487043529847119,0.108467519105315,0.000163718293831087,0.00112789672483684,1.53992359542791,1.80747383586158,98.9332349694055,170.315006981388,0,0,0.000533051750885485,0.00140433171701648,0,0,0,1.89736508748472,1.3774487603554,8.94972973629822e-06,0.02912835,0.0407139,0.0548146,0.0637565,0,0.147689562595942,0.589757814658801,0.695711826271979,0.00674123582540648,0.0138733989636473,90.2916666666667,100,1.52091254752852,80.36866359447,NaN,NaN,62.8333333333333,0,37.1666666666667,0,100,0
ModernTCN,dock_approach_straight,178,190,12,1200,0.000441297599110087,0.000811452959756376,0.00453165133773586,0.000334208739673378,0.000468425778147763,0.00281136222313538,0.00394263433402198,0.000341961068622266,0.00108537754281318,1.48908156656056,1.50517273051409,27.8528105195199,29.7442992109592,0,0,0.000713920348751221,0.00131992093419964,0,0,0,0.00341604979491192,0.0584469821842705,8.27426655154825e-06,0.02911155,0.04122785,0.0543658,0.0636123,0,0.115535504159209,0.17743158387882,1.72292265600621e-07,0.00129377125000888,3.51874930344184e-09,100,100,0,NaN,NaN,NaN,100,0,0,0,100,0
GRU,all,0,190,190,18951,0.06232803794267,0.369619872655338,6.10974819353243,0.171351680504205,0.707988731690454,0.0753078258195945,0.196241128038734,0.0652708775334986,0.323764872521927,1.66414310061046,3.65631007909039,152.719326734412,325.035346080072,0,0,0.17181311454445,1.55445970907783,1.98406416547939,0,0,7.02976505781702,2.65129968593145,0.0193657738499398,0.0123328,0.017827025,0.022385371,0.3070905,0,0.366353224149829,2.0020421451946,0.341450734266633,0.0137679871832325,0.0103252384149589,92.2167695636114,80.0696533164477,4.17571807868694,89.5171120487576,63.0325814536341,72.7604605447908,45.9236979578914,1.87325207113081,52.2030499709778,16.5848767875046,64.1971399926125,19.2179832198829
GRU,startup,0,12,12,1200,0,0,0,0,0,0.100807094889654,0.8,0,0,0.241956083437772,0.255310810549808,77.1666489902936,488.398605935741,0,0,2.38345717404903e-05,0.000234372487624146,0,0,0,19.4626065902714,4.41164443153068,3.96512892494142e-06,0.01225475,0.0191537,0.023863,0.3070905,0,0,0,0,0,0,100,100,0,NaN,NaN,NaN,100,0,0,0,100,0
GRU,receiving_aisle_right_entry,12,36,24,2400,0.0455971638655188,0.0940028083490961,0.813213333575493,0.0225710814405814,0.0581188766709611,0.00333661577834214,0.00655191325208082,0.0539370648295615,0.209686339478399,0.32640265880896,0.362279337041258,29.9219980285644,34.3146035479085,0,0,0.137222093344142,0.660574923646624,0.333333333333333,0,0,0.0311735043347405,0.175811958601061,0.0162375967310251,0.0121428,0.0171592,0.0221778,0.0314232,0,0,0,0,0,0,100,95.125,0,NaN,98.6948415164699,NaN,100,0,0,70.1666666666667,29.8333333333333,0
GRU,main_aisle_to_ramp,36,56,20,2000,0.00271551631540594,0.0129463990065163,0.0217589424285786,0.00292595999664083,0.011911060585287,0.048362831075341,0.0817676940965157,0.00420878856356063,0.0244723285872215,0.400733283086278,0.584160559743316,139.210481873104,219.468646708045,0,0,0.00463105954975677,0.0269103578375086,0,0,0,0.202380990294039,0.449867740210004,8.1316568227282e-05,0.01197365,0.0163588,0.02181325,0.0252931,0,0.448287405598613,2.0020421451946,0.54961659311428,0.0112379669637207,0.0128508332946748,94.8,100,0,89.84375,NaN,NaN,51.25,2.75,46,0,100,0
