run_tag,formal_gate_pass,acc_main,acc_main_delta_vs_baseline_good_positive,acc_turn,acc_turn_delta_vs_baseline_good_positive,acc_turn_transition,acc_turn_transition_delta_vs_baseline_good_positive,theta_mae_deg,theta_mae_deg_delta_vs_baseline_good_positive,flat_recall,flat_recall_delta_vs_baseline_good_positive,stall_recall,stall_recall_delta_vs_baseline_good_positive,slope_recall,slope_recall_delta_vs_baseline_good_positive,theta_edge_p95_abs_err,theta_edge_p95_abs_err_delta_vs_baseline_good_positive,summary_file
densepatch_select_stall_seed21,False,0.9514158800666297,-0.015546918378678498,0.6029983342587452,0.024153248195446952,0.5171385991058122,0.019374068554396384,0.5706025958061218,0.10879218578338623,0.9656084656084656,-0.003968253968253954,0.6145833333333334,-0.10416666666666663,0.9592727272727273,-0.01563636363636367,2.4979312419891357,0.2571256160736084,results\modern_tcn_ablation\exp3_patch_full_densepatch_continuation\densepatch_select_stall_seed21\modern_tcn_full_seed21_summary.csv
densepatch_mainweight_seed21,False,0.9494725152692949,-0.01749028317601331,0.5902276513048307,0.011382565241532472,0.5216095380029806,0.023845007451564815,0.6235453486442566,0.055849432945251465,0.9695767195767195,0.0,0.6145833333333334,-0.10416666666666663,0.9556363636363636,-0.01927272727272733,2.902961015701294,-0.1479041576385498,results\modern_tcn_ablation\exp3_patch_full_densepatch_continuation\densepatch_mainweight_seed21\modern_tcn_full_seed21_summary.csv
densepatch_wide24_seed21,False,0.9511382565241533,-0.0158245419211549,0.5846751804553026,0.005830094392004437,0.5171385991058122,0.019374068554396384,0.5422297716140747,0.13716500997543335,0.966931216931217,-0.002645502645502562,0.6770833333333334,-0.04166666666666663,0.9563636363636364,-0.01854545454545453,2.413189649581909,0.34186720848083496,results\modern_tcn_ablation\exp3_patch_full_densepatch_continuation\densepatch_wide24_seed21\modern_tcn_full_seed21_summary.csv
