path_tag,path_file,status,message,Np,Nc,duration_s,n_samples,valid_steps,completion_ratio,J,fail_count,ey_rmse,epsi_rmse,ev_rmse,eomega_rmse,cons_L1,cons_Linf,F_peak,omega_peak,F_sat_rate,omega_sat_rate,dF_peak,domega_peak,solve_avg_ms,solve_max_ms,first_fail_step,first_fail_reason,first_fail_qpcode,elapsed_sec
path_closed_loop_long_updown_theta10_v1,E:\Matlab\Simulink\S-Function_16\data\paths\path_closed_loop_long_updown_theta10_v1.mat,ok,,30,10,44,4401,4401,1,56.378921448696,0,0.952182940400458,0.146698771634839,0.119901290478996,0.0824108293112627,0.154390698757608,1.04234285856118,660.272231217757,0.534626298037253,0.00499886389456942,0,400,0.139750126790485,8.54495853215178,157.0033,NaN,,,102.9851606
