model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,theta_flat_abs_p95_deg,theta_flat_bias_deg,theta_near_flat_abs_p95_deg,theta_near_flat_bias_deg,theta_flat_turn_abs_p95_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,21,1,0.9866872609591056,0.9529273315681083,0.9818690163517749,0.762409369771333,0.9363113666519239,0.95836947094536,0.9469445760303173,0.4868278503417969,0.9532605409622192,0.007306577172130346,0.7861870527267456,0.01814439706504345,0.7654407024383545,0.9876215738284704,0.9720624486442071,0.9890183774092335,0.9944186046511628,0.9839965397923875,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v4_turn_focus_A_theta_head_B_seed21\modern_tcn_seed21.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v4_turn_focus_A_theta_head_B_seed21\ModernTCN_theta_finetune_report.md
