controller,zone,t0,t1,duration_s,n_samples,ey_rmse,ey_peak,ey_iae,epsi_rmse,epsi_peak,ev_rmse,ev_peak,eomega_rmse,eomega_peak,xy_rmse,xy_peak,F_rms,F_peak,F_sat595_pct,F_limit_hit_pct,omega_cmd_rms,omega_cmd_peak,omega_sat060_pct,omega_limit_hit_pct,viol_rate,j_du,dF_rms,domega_cmd_rms,solve_time_p50_ms,solve_time_p95_ms,solve_time_p99_ms,solve_time_max_ms,timeout_rate,theta_mae_deg,theta_peak_deg,theta_sched_mae_deg,theta_hat_step_p95_deg,theta_sched_step_p95_deg,main_acc_pct,turn_acc_pct,flat_false_slope_pct,slope_recall_pct,right_recall_pct,left_recall_pct,pred_main_1_pct,pred_main_2_pct,pred_main_3_pct,pred_turn_m1_pct,pred_turn_0_pct,pred_turn_1_pct
ModernTCN,all,0,44,44,4351,0.0334339210955141,0.089866551674413,0.874494384521712,0.0207123221005022,0.0528322717397297,0.0636577494385886,0.146863183581791,0.0181466054331191,0.0566686141290029,0.315671153909618,0.653788428420479,189.319956196479,272.743771800294,0,0,0.063267544512929,0.152343990631656,0,0,0,14.2367741593444,3.77316489366895,0.000918982354090888,0.0240559,0.035267725,0.0461701079999999,2.0724762,0,0.774817731241961,2.55338858376083,1.03760336700404,0.0351688081478763,0.0385656164063561,93.1739829924155,77.4764421971961,19.5205479452055,96.3741007194245,64.8106904231626,0,19.0990576878878,0,80.9009423121122,6.68811767409791,93.3118823259021,0
GRU,all,0,44,44,4351,0.0442358065730015,0.121807991488976,1.13182104863533,0.0366434562791281,0.116673206492099,0.0970428865320661,0.177443021540353,0.0511731959906656,0.197934880942152,0.597169312559796,1.16595983478906,189.752218418552,272.195168197695,0,0,0.1269088744922,0.964057273903771,0.643530222937256,0,0,1.60686231059683,1.26753466562572,0.0147709862208497,0.0125291,0.01863502,0.022660241,0.4004623,0,0.377007157266612,2.25182521746118,0.667196886487468,0.0342844650726356,0.0334544356863339,85.9112847621237,66.8352102964836,48.2876712328767,94.5323741007194,85.7461024498886,48.661800486618,14.7782119053091,0,85.2217880946909,21.3973799126638,59.9632268444036,18.6393932429327
TCN,all,0,44,44,4351,0.0486561023128172,0.112198810959734,1.32017104857365,0.0453219553758785,0.164721726791925,0.131512363507601,0.24428832028472,0.0570306697801469,0.213516132006858,0.854675129781067,1.8744315642399,192.784260615657,377.594254842955,0,0,0.129737164691428,1.30498427023647,0.827396000919329,0,0,46.7564436772639,6.83780838865354,0.0286376906061702,0.0114008,0.01686983,0.02169993,0.5054503,0,0.571618966163734,1.78084795115398,1.81130864905715,0.0364611627949686,0.0784879895558647,75.1321535279246,78.2808549758676,0,68.863309352518,45.8797327394209,30.0486618004866,45.0011491611124,0,54.9988508388876,6.34336934038152,86.6697310962997,6.98689956331878
LPV-MPC_theta0,all,0,44,44,4351,0.101933873444739,0.280501644746719,2.97178812064625,0.173523932604969,0.437919289334916,0.191156421643823,0.317839721457742,0.104500278947262,0.409734876404233,2.01285438572532,3.09887774493346,198.176525254618,714.620289267382,0.827396000919329,0.758446334176051,0.184501659956126,1.43068082123794,1.1261778901402,0.321765111468628,0.00183865777982073,707.193806702696,26.5930026875643,0.0775548960089901,NaN,NaN,NaN,NaN,NaN,4.57315961204316,6.6,4.57315961204316,0,0,20.133302689037,70.7883245230981,0,0,0,0,100,0,0,0,100,0
LPV-MPC_IMU_theta,all,0,44,44,4351,0.0952415048907576,0.265143754606692,2.77026589489314,0.162701817979835,0.411287377334128,0.179287057486474,0.284778859913166,0.0988385341354817,0.403252399179104,1.92103298411575,2.94300194584869,197.451368897619,713.747814408501,0.758446334176051,0.689496667432774,0.17504937380342,1.42825638915028,1.0112617789014,0.27579866697311,0.00183865777982073,639.339774267922,25.2850634192867,0.0730900169247639,NaN,NaN,NaN,NaN,NaN,4.2931596315841,6.21107271429816,4.2959106106784,0.00573608211101722,0.00211099569021443,20.133302689037,70.7883245230981,0,0,0,0,100,0,0,0,100,0
LPV-MPC_oracle_theta,all,0,44,44,4351,0.0403180120420671,0.0955741969682782,1.09350832033879,0.0300813148639559,0.068076379210867,0.022854899767614,0.146863183581791,0.0234462508065465,0.0698665175838591,0.304042936319362,0.410346888428573,188.523122978469,263.067343889872,0,0,0.0646511270574568,0.1483803245774,0,0,0,0.900200571864856,0.948787007102755,0.00194602616951678,NaN,NaN,NaN,NaN,NaN,0.0085497586761664,0.185975200000003,0.316039600898397,0.092231199999995,0.0338058538687737,20.133302689037,70.7883245230981,0,0,0,0,100,0,0,0,100,0
