model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,theta_flat_abs_p95_deg,theta_flat_bias_deg,theta_near_flat_abs_p95_deg,theta_near_flat_bias_deg,theta_flat_turn_abs_p95_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,73,37,0.9751903016633775,0.7893994925288976,0.8298162014976175,0.5944170771756979,0.9564625850340136,0.6617137196631996,0.9596469104665826,0.7192201018333435,0.969150722026825,0.007806075271219015,0.9691554307937622,0.029093226417899132,0.6469419002532959,0.9867183176535694,0.8851851851851852,0.9775510204081632,0.9669327251995439,0.9932546374367622,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\transition_rich_v3_theta_head_E_online_aug_seed73\modern_tcn_seed73.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\transition_rich_v3_theta_head_E_online_aug_seed73\ModernTCN_theta_finetune_report.md
