run_tag,confidence_mode,conf_threshold,delta_theta_max_deg_per_step,offline_only,theta_raw_mae_deg,theta_sched_mae_deg,theta_raw_step_p95_deg,theta_sched_step_p95_deg,theta_sched_smoothness,theta_raw_smoothness,low_conf_window_ratio,rate_limit_hit_ratio,flat_peak_theta_error,theta_edge_p95_abs_err,raw_flat_peak_theta_error,raw_theta_edge_p95_abs_err,delta_theta_mae_deg,delta_step_p95_deg,delta_flat_peak_theta_error,delta_theta_edge_p95_abs_err,advisory_step_metrics,segment_count,n_windows,n_slope_windows,n_flat_windows,n_edge_windows,baseline_theta_mae_deg,baseline_flat_peak_theta_error,baseline_theta_edge_p95_abs_err,offline_ordering_note,segment_reset_policy,main_conf_mean,main_conf_p10,main_conf_p50,main_conf_p90,main_conf_low_0p60_ratio,main_conf_low_0p70_ratio,turn_conf_mean,turn_conf_p10,turn_conf_p50,turn_conf_p90,turn_conf_low_0p60_ratio,turn_conf_low_0p70_ratio,offline_safe,offline_safe_reason,confidence_has_trigger,rate_limit_has_trigger,rank_score
cs_mainturn_c06_d01,main_turn_conf,0.6,0.1,False,0.6793947954610611,1.3070920024824109,14.589640283584595,0.10000000000000009,0.008565273953840914,56.11882764873664,0.15935591338145474,0.10105496946141032,9.731826210021973,9.825618834793568,5.335739612579346,2.193126678466797,-0.6276972070213498,14.489640283584595,-4.396086597442627,-7.632492156326771,True,3174,3602,3506,756,691,0.6793947815895081,5.335740089416504,2.755056858062744,split-order replay; step/smoothness advisory when run_id is interleaved,initialize first point from theta_hat; do not inherit across run_id changes,0.9876970444627096,0.9929391689475533,0.9999290181644767,0.9999996181293401,0.009439200444197668,0.01526929483620211,0.8372671669451269,0.5572181876391241,0.9084858120587299,0.9992205622223054,0.14519711271515826,0.24014436424208774,False,theta_sched_mae_deg 1.307092 > raw+0.010 0.689395; flat_peak_theta_error 9.731826 > raw+0.300 5.635740; theta_edge_p95_abs_err 9.825619 > raw+0.300 2.493127,True,True,11.750914689486711
