model,n,acc_main_mean,acc_main_std,acc_turn_mean,acc_turn_std,acc_turn_pure_mean,acc_turn_pure_std,acc_turn_transition_mean,acc_turn_transition_std,theta_mae_deg_mean,theta_mae_deg_std,flat_recall_mean,flat_recall_std,stall_recall_mean,stall_recall_std,slope_recall_mean,slope_recall_std,uphill_recall_mean,uphill_recall_std,downhill_recall_mean,downhill_recall_std,flat_as_slope_mean,flat_as_slope_std,main_confidence_mean_mean,main_confidence_mean_std,turn_confidence_mean_mean,turn_confidence_mean_std
ModernTCN,5,0.9720930232558139,0.00418516551687721,0.9289640591966174,0.005105281454986589,0.9445247359644247,0.004016096024055226,0.6279569892473118,0.02905216362603502,1.3394567489624023,0.3535033659943087,0.9896103896103896,0.007438142976096611,0.8730769230769231,0.02916490555404444,0.9386064030131827,0.011424294454314948,0.8181818181818181,0.006460627768351838,0.7222614840989399,0.024173330567472895,,,0.9902472297527306,0.0034733289033028717,0.9470658116700706,0.006734552900198107
