model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,theta_abs_le_8_mae_deg,theta_abs_le_8_rmse_deg,theta_abs_le_8_bias_deg,theta_abs_le_10_mae_deg,theta_abs_le_10_rmse_deg,theta_abs_le_10_bias_deg,theta_pos_6_8_mae_deg,theta_pos_6_8_rmse_deg,theta_pos_6_8_bias_deg,theta_pos_6_8_n,theta_neg_8_6_mae_deg,theta_neg_8_6_rmse_deg,theta_neg_8_6_bias_deg,theta_neg_8_6_n,theta_flat_abs_p95_deg,theta_flat_bias_deg,theta_near_flat_abs_p95_deg,theta_near_flat_bias_deg,theta_flat_turn_abs_p95_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,21,1,0.986981465136805,0.9522653721682848,0.9811064983478777,0.762409369771333,0.9491375497567448,0.9586947094535994,0.9275225011842728,0.4184359610080719,0.4184359610080719,0.6212888360023499,0.029495861381292343,0.4184359610080719,0.6212888360023499,0.029495861381292343,0.8247351050376892,1.0090322494506836,-0.7939357757568359,311.0,0.5424197316169739,0.723507821559906,0.5005884766578674,175.0,1.0533071756362915,0.06705860793590546,0.8827289342880249,0.09637235850095749,0.8669641613960266,0.9900214727800934,0.9622021364009861,0.9883460331689825,0.9944186046511628,0.9826989619377162,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_theta_calib_uflast_w1p0_lam100_f100_nf200_seed21\modern_tcn_seed21.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_theta_calib_uflast_w1p0_lam100_f100_nf200_seed21\ModernTCN_theta_finetune_report.md
