model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,model_file,meta_file,report_file
TCN,21,64,0.898911898911899,0.909090909090909,0.928802588996764,0.779840848806366,0.414547211641619,0.790601813685078,0.975609756097561,0.979734451432565,0.966704936854191,1,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_transition_rich_v3_seed21_staged.mat,E:\Matlab\Simulink\S-Function_16\data\models\TCN_meta_transition_rich_v3_seed21_staged.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\transition_rich_v3_seed21\tcn_staged\TCN_train_report.md
GRU,21,21,0.941733941733942,0.896805896805897,0.924757281553398,0.713527851458886,0.39021663147835,0.905193734542457,0.873170731707317,0.982529699510832,0.973593570608496,0.996428571428571,E:\Matlab\Simulink\S-Function_16\data\models\GRU_model_transition_rich_v3_seed21_h96_l2_inputstats.mat,E:\Matlab\Simulink\S-Function_16\data\models\GRU_meta_transition_rich_v3_seed21_h96_l2_inputstats.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\transition_rich_v3_seed21\gru_h96_l2_inputstats\GRU_train_report.md
