segment_idx,theta_true_deg,t0,t1,n_windows,theta_pred_median_deg,theta_pred_mean_deg,theta_pred_std_deg,error_median_deg,error_mean_deg,label_main_mode,conf_main_median
1,-10,0,4.99,11,-9.87688811062438,-9.87861847695797,0.0227992675566751,0.12311188937562,0.121381523042027,3,0.999998688697815
2,-9.9,5,9.99,11,-9.87847954470099,-9.88054963533001,0.0110932922703561,0.021520455299008,0.0194503646699893,3,0.999964237213135
3,-9.8,10,14.99,11,-9.70359511232376,-9.70355180271516,0.000547623633253732,0.0964048876762451,0.096448197284845,3,0.999950885772705
4,-9.7,15,19.99,11,-9.59071940610012,-9.59062261921495,0.00137135701434829,0.109280593899875,0.109377380785046,3,0.999947905540466
5,-9.6,20,24.99,11,-9.48109401614777,-9.48099940250461,0.0015521414135574,0.118905983852226,0.11900059749539,3,0.999945282936096
6,-9.5,25,29.99,11,-9.37233776776731,-9.3722167647569,0.0016714120234491,0.127662232232693,0.127783235243101,3,0.999942660331726
7,-9.4,30,34.99,11,-9.26660387809457,-9.26647131033204,0.00157777910784878,0.133396121905429,0.133528689667957,3,0.999940156936646
8,-9.3,35,39.99,11,-9.1609229223879,-9.16079136363059,0.00147626067360653,0.139077077612098,0.139208636369409,3,0.999937534332275
9,-9.2,40,44.99,11,-9.05229815514896,-9.05217218472824,0.00180470354920626,0.147701844851042,0.147827815271755,3,0.999935269355774
10,-9.1,45,49.99,11,-8.93919961400366,-8.93905097977342,0.00209600186717703,0.160800385996344,0.160949020226578,3,0.999933242797852
11,-9,50,54.99,11,-8.82690191253854,-8.82673682376167,0.00212460367706619,0.173098087461463,0.173263176238335,3,0.99993097782135
12,-8.9,55,59.99,11,-8.71600013098504,-8.71582495215599,0.0019443705316031,0.18399986901496,0.184175047844013,3,0.99992835521698
13,-8.8,60,64.99,11,-8.60435300503837,-8.60433546387073,0.00150725782571759,0.195646994961635,0.195664536129275,3,0.999925971031189
14,-8.7,65,69.99,11,-8.49246596869709,-8.49231686877214,0.00176190089320913,0.207534031302906,0.207683131227856,3,0.999923944473267
15,-8.6,70,74.99,11,-8.37840863974705,-8.37830106426762,0.00183726593811877,0.221591360252948,0.221698935732377,3,0.999921083450317
16,-8.5,75,79.99,11,-8.26263522576804,-8.26253742987765,0.00180098945273557,0.237364774231958,0.237462570122347,3,0.999918341636658
17,-8.4,80,84.99,11,-8.15007200069894,-8.15010948912359,0.00140071460852312,0.249927999301061,0.249890510876408,3,0.999915599822998
18,-8.3,85,89.99,11,-8.04547277620207,-8.04542713811989,0.000629237938354996,0.254527223797929,0.25457286188011,3,0.99991250038147
19,-8.2,90,94.99,11,-7.9395980138777,-7.93952311464419,0.000545293416450198,0.260401986122295,0.260476885355807,3,0.99990975856781
20,-8.1,95,99.99,11,-7.82874062855381,-7.82873504021722,0.000541026243272032,0.271259371446187,0.271264959782781,3,0.999906539916992
21,-8,100,104.99,11,-7.71903071501048,-7.71904002890481,0.000358470762605349,0.280969284989517,0.280959971095195,3,0.999902844429016
22,-7.9,105,109.99,11,-7.61157220257232,-7.61158663910852,5.87486287009227e-05,0.288427797427682,0.288413360891481,3,0.999898791313171
23,-7.8,110,114.99,11,-7.5029406051442,-7.5029550416804,0.000170265864964258,0.297059394855795,0.297044958319595,3,0.999894738197327
24,-7.7,115,119.99,11,-7.39921052221922,-7.39918816887285,0.000154033078838224,0.300789477780779,0.300811831127154,3,0.999889016151428
25,-7.6,120,124.99,11,-7.2967534158008,-7.29682008776099,0.000274716567744013,0.303246584199202,0.303179912239008,3,0.999882936477661
26,-7.5,125,129.99,11,-7.19648880010595,-7.19654615817182,0.000124502809551743,0.30351119989405,0.303453841828179,3,0.999875903129578
27,-7.4,130,134.99,11,-7.09667540378314,-7.09666803028347,9.2094654322035e-05,0.303324596216855,0.303331969716528,3,0.999868154525757
28,-7.3,135,139.99,11,-6.9955839083119,-6.99543228587391,0.000273412916783467,0.304416091688098,0.304567714126093,3,0.999861240386963
29,-7.2,140,144.99,11,-6.89106024278273,-6.89113118361115,0.000166297247325349,0.308939757217273,0.308868816388847,3,0.99985682964325
30,-7.1,145,149.99,11,-6.79285023336758,-6.79282337830562,0.000408052557846368,0.307149766632416,0.307176621694381,3,0.999853134155273
31,-7,150,154.99,11,-6.69729460621864,-6.69728505947695,0.000213690374068088,0.302705393781364,0.302714940523046,3,0.999850273132324
32,-6.9,155,159.99,11,-6.60179703567763,-6.60181756505304,8.70002162591061e-05,0.298202964322367,0.298182434946964,3,0.999848127365112
33,-6.8,160,164.99,11,-6.50750542041196,-6.50748582242599,4.99977073307637e-05,0.292494579588038,0.292514177574009,3,0.999843716621399
34,-6.7,165,169.99,11,-6.4085769604735,-6.40867498921124,0.000356522895725962,0.291423039526504,0.291325010788757,3,0.999842524528503
35,-6.6,170,174.99,11,-6.31140257849126,-6.31144293869999,0.000392631246538771,0.288597421508744,0.288557061300013,3,0.999841451644897
36,-6.5,175,179.99,11,-6.21354944646025,-6.21354839864713,0.000372397937689586,0.286450553539755,0.286451601352867,3,0.999837636947632
37,-6.4,180,184.99,11,-6.1158692035926,-6.11589310925469,0.000589276123068926,0.284130796407401,0.284106890745306,3,0.99983286857605
38,-6.3,185,189.99,11,-6.01372244389459,-6.01365041644516,0.000474697728525366,0.28627755610541,0.28634958355484,3,0.999830484390259
39,-6.2,190,194.99,11,-5.9002162258332,-5.90021820503575,0.00054448895606269,0.299783774166798,0.299781794964255,3,0.999829888343811
40,-6.1,195,199.99,11,-5.78425412787837,-5.78420429854375,0.00110478105438529,0.315745872121628,0.315795701456254,3,0.999828696250916
41,-6,200,204.99,11,-5.66215339740699,-5.66205501939821,0.00105227453595999,0.337846602593007,0.33794498060179,3,0.999822914600372
42,-5.9,205,209.99,11,-5.5446284667927,-5.54447645627577,0.00173062552110634,0.355371533207301,0.355523543724227,3,0.999824702739716
43,-5.8,210,214.99,11,-5.42971608353594,-5.42967401577991,0.00129401188619018,0.370283916464064,0.37032598422009,3,0.999829888343811
44,-5.7,215,219.99,11,-5.31492536302376,-5.31484569041941,0.000938595588594643,0.385074636976238,0.38515430958059,3,0.999841213226318
45,-5.6,220,224.99,11,-5.20565642356872,-5.20579236761794,0.000955085202369029,0.394343576431278,0.394207632382059,3,0.999855160713196
46,-5.5,225,229.99,11,-5.10738323490375,-5.1073157867857,0.000214633328799549,0.392616765096245,0.392684213214299,3,0.999866604804993
47,-5.4,230,234.99,11,-5.01118215487824,-5.01110158969235,0.000197092873355966,0.38881784512176,0.388898410307652,3,0.999877333641052
48,-5.3,235,239.99,11,-4.92009219078601,-4.91995484965264,0.000635259347600421,0.379907809213988,0.380045150347356,3,0.999890089035034
49,-5.2,240,244.99,11,-4.82788719831178,-4.82761915219475,0.00122930352383582,0.372112801688222,0.372380847805252,3,0.999903917312622
50,-5.1,245,249.99,11,-4.73103895786241,-4.73095928525805,0.00133919411285169,0.368961042137594,0.369040714741947,3,0.999916911125183
51,-5,250,254.99,11,-4.63981238998678,-4.63967427269555,0.000965426883011831,0.360187610013223,0.360325727304451,3,0.999928712844849
52,-4.9,255,259.99,11,-4.54518438790448,-4.54497408793225,0.00191319856183915,0.354815612095519,0.355025912067748,3,0.999937415122986
53,-4.8,260,264.99,11,-4.44056552661375,-4.44040882034177,0.00213592446727557,0.35943447338625,0.359591179658231,3,0.999945759773254
54,-4.7,265,269.99,11,-4.35101022065066,-4.35086476866765,0.00100540368072079,0.348989779349342,0.349135231332348,3,0.999955534934998
55,-4.6,270,274.99,11,-4.2704045969344,-4.27017163315265,0.00184558325957871,0.329595403065601,0.329828366847347,3,0.999964356422424
56,-4.5,275,279.99,11,-4.1870626286819,-4.18696130127325,0.00204279042497776,0.312937371318096,0.313038698726749,3,0.999971985816956
57,-4.4,280,284.99,11,-4.11275187805946,-4.11253257465605,0.00177007592560652,0.287248121940543,0.287467425343951,3,0.999977350234985
58,-4.3,285,289.99,11,-4.04625785205527,-4.04625012928456,0.00213078973195653,0.253742147944732,0.253749870715442,3,0.999981880187988
59,-4.2,290,294.99,11,-3.98725611668376,-3.98715867006441,0.00239334664517181,0.212743883316242,0.212841329935593,3,0.999985933303833
60,-4.1,295,299.99,11,-3.93360199254555,-3.93338583258147,0.00142931957216681,0.166398007454453,0.166614167418528,3,0.999989151954651
61,-4,300,304.99,11,-3.85092596773713,-3.85068850223979,0.00157453138719201,0.149074032262873,0.149311497760209,3,0.999991297721863
62,-3.9,305,309.99,11,-3.76136724667945,-3.76130232107444,0.00142762450608863,0.138632753320549,0.138697678925557,3,0.999992251396179
