epoch,lr,loss_mode,train_loss,train_loss_fixed_total,train_loss_main,train_loss_turn,train_loss_theta,train_loss_main_base,train_loss_turn_base,train_loss_theta_base,train_loss_main_raw,train_loss_turn_raw,train_loss_theta_raw,train_loss_transition_focal_raw,train_loss_transition_focal_weighted,train_loss_stall_focal_raw,train_loss_stall_focal_weighted,train_loss_theta_smooth,val_loss,val_loss_main,val_loss_turn,val_loss_theta,val_loss_main_base,val_loss_turn_base,val_loss_theta_base,val_loss_main_raw,val_loss_turn_raw,val_loss_theta_raw,val_loss_transition_focal_raw,val_loss_transition_focal_weighted,val_loss_stall_focal_raw,val_loss_stall_focal_weighted,val_loss_theta_smooth,val_score,val_acc_main,val_acc_turn,val_main_confidence_mean,val_turn_confidence_mean,val_main_low_conf_0p60_ratio,val_turn_low_conf_0p60_ratio,val_turn_left_recall,val_turn_right_recall,val_acc_turn_transition,val_theta_mae_deg,val_theta_abs_le_10_p95_abs_err_deg,val_theta_neg_10_8_p95_abs_err_deg,val_theta_pos_8_10_p95_abs_err_deg,val_theta_abs_le_8_p95_abs_err_deg,val_theta_neg_8_6_p95_abs_err_deg,val_theta_pos_6_8_p95_abs_err_deg,val_theta_neg_2_0p5_p95_abs_err_deg,val_theta_pos_0p5_2_p95_abs_err_deg,val_theta_flat_abs_p95_deg,val_theta_flat_bias_deg,val_theta_near_flat_abs_p95_deg,val_theta_true_zero_abs_p95_deg,val_flat_recall,val_stall_recall,val_slope_recall,val_flat_as_stall_ratio,val_stall_as_flat_ratio,val_cm_main,val_cm_turn,s_main,s_turn,s_theta,weight_main,weight_turn,weight_theta,task_weight_main,task_weight_turn,task_weight_theta,initial_loss_main,initial_loss_turn,initial_loss_theta,grad_norm_main,grad_norm_turn,grad_norm_theta,gradnorm_loss,gradnorm_unstable
1,0.0009998286624877785,fixed,1.2958393497954293,2.5916786995908585,0.9730483941002257,0.30486660759421164,0.01792434679193405,0.8264387820606346,0.20952667060907498,0.01792434679193405,0.8264387820606346,1.0476333389366463,0.021756777245278865,0.47669966666276836,0.0953399346118953,0.2932192275716559,0.14660961378582796,0.0,1.9901385789956387,1.6728020403801347,0.31282967962979946,0.004506881755596488,0.7255219164333421,0.2126844416653513,0.004506881755596488,0.7255219164333421,1.0634221863359494,0.0059370001202073645,0.500726184349744,0.10014523774062829,1.8945602315043242,0.9472801157521621,0.0,11.561735982777169,0.5889039242219215,0.35128552097428956,0.6480557251502668,0.42577274282290317,0.4760487144790257,0.9889039242219215,0.6699029126213593,0.38507109004739337,0.358695652173913,3.370342969894409,9.270581245422363,10.66840934753418,6.798556804656982,9.370984077453613,10.430832862854004,7.470632553100586,6.672514915466309,9.116278648376465,11.20511531829834,-2.324984550476074,11.701513290405273,nan,0.2085235920852359,0.23809523809523808,0.6772363150867824,0.1811263318112633,0.09523809523809523,"[[137, 119, 401], [4, 10, 28], [148, 819, 2029]]","[[325, 225, 294], [493, 352, 1079], [212, 94, 621]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,0.0009993147673772868,fixed,0.9449896623012382,1.8899793246024763,0.6451505892336192,0.29562131890952603,0.004217754627360301,0.539050290118877,0.20341732335527693,0.004217754627360301,0.539050290118877,1.0170866026983076,0.005336774238726427,0.4610199828792364,0.09220399781209644,0.21220059493354115,0.10610029746677058,0.0,1.8373265288679461,1.5342815232131737,0.30047342974052377,0.002571549006587799,0.47328644038375883,0.20563094695785533,0.002571549006587799,0.47328644038375883,1.0281547142785037,0.00330398084465994,0.4742123934025694,0.0948424799778626,2.1219901402361177,1.0609950701180588,0.0,7.563237717910405,0.8235453315290934,0.3531799729364005,0.7723437809335492,0.4338259382769155,0.2476319350473613,0.9848443843031123,0.756202804746494,0.5035545023696683,0.33229813664596275,2.378075122833252,6.779827117919922,8.085784912109375,5.303524971008301,6.840363502502441,6.983382225036621,6.719851970672607,6.1472487449646,5.6551899909973145,7.078883647918701,0.32317423820495605,8.105636596679688,nan,0.867579908675799,0.23809523809523808,0.8220961281708945,0.0,0.35714285714285715,"[[570, 0, 87], [15, 10, 17], [378, 155, 2463]]","[[425, 56, 363], [739, 179, 1006], [182, 44, 701]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,0.000998458666866564,fixed,0.7329977094294104,1.465995418858821,0.4390440989957112,0.28945902969344023,0.004494574907097136,0.34794260886823414,0.19932861822859058,0.004494574907097136,0.34794260886823414,0.9966430762111401,0.0058165601733525425,0.45065205445472223,0.09013041256875624,0.18220297882560016,0.09110148941280008,0.0,1.4502963629401262,1.1412512001391193,0.30667582672890853,0.002369307783584795,0.36372972138034476,0.20948352904055212,0.002369307783584795,0.36372972138034476,1.0474176255872671,0.0031272786315303695,0.48596147178635707,0.09719229636358473,1.5550429602598466,0.7775214801299233,0.0,6.702944561318992,0.852232746955345,0.32476319350473615,0.8304499331158113,0.44439580421509794,0.1456021650879567,0.9556156968876861,0.4692556634304207,0.6338862559241706,0.3338509316770186,2.4443018436431885,6.666917324066162,7.536895275115967,4.958634376525879,6.638000011444092,7.947336673736572,6.575981140136719,3.9408602714538574,4.15963888168335,5.075562477111816,0.4503568708896637,6.275895595550537,nan,0.7884322678843226,0.4523809523809524,0.8718291054739653,0.1415525114155251,0.11904761904761904,"[[518, 93, 46], [5, 19, 18], [202, 182, 2612]]","[[535, 135, 174], [1134, 230, 560], [327, 165, 435]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,0.0009972609476841365,fixed,0.6222115345396156,1.2444230690792313,0.33446413080967363,0.28372481132680183,0.004022594981969563,0.26243411152842716,0.19622928522478986,0.004022594981969563,0.26243411152842716,0.9811464141923825,0.00527986915323673,0.4374776210865111,0.08749552550971584,0.1440600392223182,0.0720300196111591,0.0,1.4645973512703736,1.16263964010027,0.29945674227280933,0.0025009721073955904,0.30657237597182896,0.20551181396870233,0.0025009721073955904,0.30657237597182896,1.0275590524299218,0.00327255867329629,0.46972461495251067,0.09394492446690676,1.712134528353669,0.8560672641768345,0.0,6.742018788600914,0.8941813261163735,0.372936400541272,0.8774436415926893,0.4564529480263619,0.09580514208389716,0.9504736129905278,0.6580366774541532,0.48696682464454977,0.40683229813664595,2.401785373687744,6.58270788192749,7.754938125610352,5.970860481262207,6.524403095245361,6.328148365020752,6.481066703796387,6.167290210723877,3.564936637878418,5.623469829559326,1.8182252645492554,11.8062744140625,nan,0.9025875190258752,0.5238095238095238,0.8975300400534045,0.0,0.047619047619047616,"[[593, 0, 64], [2, 22, 18], [234, 73, 2689]]","[[411, 135, 298], [715, 357, 852], [196, 121, 610]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,0.000995722430686905,fixed,0.5873589787006349,1.1747179574012698,0.30449579180033415,0.27956614793482865,0.0032970414371196748,0.2238844028635808,0.19389731573141872,0.0032970414371196748,0.2238844028635808,0.9694865633250076,0.004243751838726662,0.4283441408077611,0.0856688297801344,0.161222780216181,0.0806113901080905,0.0,1.3589524357825398,1.057196358866556,0.2998921153671203,0.0018639550163726925,0.31424750517121186,0.20475759026726786,0.0018639550163726925,0.31424750517121186,1.0237879426295444,0.0025387139147820506,0.47567261562295793,0.0951345242912779,1.4858976990398955,0.7429488495199478,0.0,6.214454898554235,0.9006765899864682,0.37239512855209744,0.8770210787699733,0.4644406973426259,0.09607577807848444,0.9355886332882274,0.5803667745415318,0.5521327014218009,0.35403726708074534,2.1692776679992676,5.835762977600098,7.12748384475708,4.332756519317627,5.8262224197387695,5.448200225830078,5.745987892150879,5.990875244140625,3.8677964210510254,5.360024452209473,1.975945234298706,9.513739585876465,nan,0.8736681887366818,0.5714285714285714,0.9112149532710281,0.0,0.11904761904761904,"[[574, 0, 83], [5, 24, 13], [160, 106, 2730]]","[[466, 123, 255], [835, 372, 717], [294, 95, 538]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,0.0009938441702975688,fixed,0.5221946051974097,1.0443892103948194,0.2463154822148027,0.2727587163228364,0.003120412530106038,0.18671278456023488,0.19042946826568555,0.003120412530106038,0.18671278456023488,0.9521473242501048,0.004073048700776337,0.41164623111553145,0.0823292472647181,0.1192053928036613,0.05960269640183065,0.0,1.5542866456331195,1.2421495311153758,0.31025223335168034,0.001884913500789074,0.271622632740315,0.20762270382115258,0.001884913500789074,0.271622632740315,1.0381135083341793,0.00258774760334232,0.5131476268313412,0.10262952650190206,1.9410538093041987,0.9705269046520993,0.0,6.580848168828963,0.9128552097428958,0.3499323410013532,0.9232984205423376,0.49112409663600043,0.07983761840324763,0.8500676589986468,0.686084142394822,0.5319905213270142,0.34316770186335405,2.216635227203369,5.394687652587891,8.543416976928711,3.8572158813476562,5.322229862213135,6.173770427703857,4.648890972137451,3.77701997756958,4.694792747497559,6.191013813018799,2.240323543548584,9.427151679992676,nan,0.7656012176560122,0.5476190476190477,0.9502670226969292,0.0,0.023809523809523808,"[[503, 0, 154], [1, 23, 18], [92, 57, 2847]]","[[449, 64, 331], [741, 208, 975], [200, 91, 636]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,0.0009916274537819772,fixed,0.5398439788776529,1.0796879577553058,0.2650735992360183,0.2722142734229871,0.0025561077329552427,0.1804002559654177,0.1894335185400017,0.0025561077329552427,0.1804002559654177,0.9471675706750663,0.0032966351561122993,0.413903762806103,0.08278075367901054,0.16934668297469022,0.08467334148734511,0.0,1.330807682109621,1.016930859869646,0.31264077966203546,0.0012360711185657326,0.32290671683132083,0.20753365115077313,0.0012360711185657326,0.32290671683132083,1.0376682303916456,0.0018168846805011588,0.5255356514002215,0.10510713109224833,1.3880482814622088,0.6940241407311044,0.0,5.565943424305968,0.8584573748308525,0.4167794316644114,0.8985505147084907,0.5023353670245536,0.09986468200270636,0.808660351826793,0.7378640776699029,0.3921800947867299,0.36490683229813664,1.8377102613449097,5.034952640533447,6.022557258605957,3.8958728313446045,5.0563788414001465,4.443079948425293,4.80426549911499,3.9602596759796143,3.9318394660949707,5.035309791564941,0.7730713486671448,7.225071430206299,nan,0.8873668188736682,0.5714285714285714,0.8561415220293725,0.0,0.047619047619047616,"[[583, 0, 74], [2, 24, 16], [195, 236, 2565]]","[[331, 166, 347], [395, 525, 1004], [143, 100, 684]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,0.0009890738003669026,fixed,0.5164995282713518,1.0329990565427036,0.24489789673078946,0.2695346081947067,0.0020670234045387127,0.17952443301764248,0.18839811504615603,0.0020670234045387127,0.17952443301764248,0.9419905626375004,0.002696038280330926,0.4056824508109408,0.08113649204464413,0.13074692936802507,0.06537346468401253,0.0,1.5363888561806271,1.233195763616665,0.3013353706616026,0.001857744001295715,0.26208543800856005,0.2014738519233683,0.001857744001295715,0.26208543800856005,1.0073692420661369,0.002783629807917066,0.499307597957864,0.0998615210954004,1.9422206543688914,0.9711103271844457,0.0,6.108358359329945,0.9364005412719891,0.4571041948579161,0.9312551782865452,0.4982363749114573,0.06468200270635995,0.8267929634641408,0.6882416396979504,0.514218009478673,0.36801242236024845,2.2933623790740967,6.57421875,6.182950973510742,4.586699485778809,6.76832389831543,8.42237377166748,4.682642459869385,3.745555877685547,4.1361799240112305,4.829468250274658,0.383369117975235,7.03016471862793,nan,0.9452054794520548,0.5714285714285714,0.9395861148197597,0.0,0.023809523809523808,"[[621, 0, 36], [1, 24, 17], [156, 25, 2815]]","[[434, 148, 262], [586, 617, 721], [173, 116, 638]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,0.000986184960198838,fixed,0.4932781967329773,0.9865563934659546,0.22975777968393782,0.26175403668534425,0.0017663816288041472,0.16833301998214645,0.18351183844312968,0.0017663816288041472,0.16833301998214645,0.9175591782682914,0.002306764059408713,0.39121098234105495,0.0782421973844219,0.12284951803998019,0.061424759019990095,0.0,1.5544341193323046,1.245820160115362,0.30769806846230213,0.0009158845118962793,0.26285298110990307,0.20642525297217829,0.0009158845118962793,0.26285298110990307,1.0321262495120904,0.0014030531137622137,0.5063640671266755,0.10127281497392668,1.965934367283674,0.982967183641837,0.0,4.960364876600874,0.93234100135318,0.386468200270636,0.9284360480138213,0.5149895575220482,0.06387009472259811,0.786468200270636,0.7529665587918015,0.5296208530805687,0.35714285714285715,1.7031428813934326,3.9278981685638428,4.497096061706543,3.768693447113037,3.8756115436553955,4.620492935180664,3.7220675945281982,3.584895372390747,2.383383274078369,3.6288082599639893,1.2878401279449463,6.59239387512207,nan,0.9330289193302892,0.5476190476190477,0.9375834445927904,0.0,0.047619047619047616,"[[613, 0, 44], [2, 23, 17], [162, 25, 2809]]","[[447, 93, 304], [670, 283, 971], [170, 59, 698]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,0.0009829629131445337,fixed,0.4800866325015965,0.960173265003193,0.21697441388751643,0.26174696429620037,0.0013652566112523825,0.1539164620830097,0.18335596343784238,0.0013652566112523825,0.1539164620830097,0.9167798035727113,0.0018284910395845136,0.39195500709189934,0.07839100305850828,0.12611590361654562,0.06305795180827281,0.0,1.6032116070651878,1.2904508927839535,0.31109254907851935,0.001668145150483078,0.25617458710651114,0.20824397931402203,0.001668145150483078,0.25617458710651114,1.0412198862461663,0.002475681966447923,0.5142428499919959,0.10284857108926902,2.068552603623395,1.0342763018116976,0.0,5.539939316133037,0.9450608930987822,0.4232746955345061,0.934025128016299,0.5145999926278246,0.06387009472259811,0.790257104194858,0.5631067961165048,0.556872037914692,0.34782608695652173,2.348914384841919,5.353895664215088,5.7898454666137695,4.3396782875061035,5.379129409790039,6.669075965881348,4.116169452667236,3.1646924018859863,3.1940765380859375,4.228335380554199,-0.4791628122329712,4.837255001068115,nan,0.9375951293759512,0.5714285714285714,0.951935914552737,0.0,0.0,"[[616, 0, 41], [0, 24, 18], [135, 9, 2852]]","[[470, 107, 267], [670, 572, 682], [263, 142, 522]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
