"controller","ey_rmse_vs_gru_pct","epsi_rmse_vs_gru_pct","ev_rmse_vs_gru_pct","eomega_rmse_vs_gru_pct","j_du_vs_gru_pct"
"Mamba2","43.3030833518721","177.11843004157","41.5693101049622","78.3026887395102","27103.7828888049"
"IMU","30.34686167891","56.0783254397168","213.194029745742","14.6919706233229","2538.77776763463"
