model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,main_confidence_mean,main_low_conf_0p60_ratio,main_low_conf_0p70_ratio,turn_confidence_mean,turn_low_conf_0p60_ratio,turn_low_conf_0p70_ratio,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,theta_abs_le_8_mae_deg,theta_abs_le_8_rmse_deg,theta_abs_le_8_bias_deg,theta_abs_le_10_mae_deg,theta_abs_le_10_rmse_deg,theta_abs_le_10_bias_deg,theta_pos_6_8_mae_deg,theta_pos_6_8_rmse_deg,theta_pos_6_8_bias_deg,theta_pos_6_8_n,theta_neg_8_6_mae_deg,theta_neg_8_6_rmse_deg,theta_neg_8_6_bias_deg,theta_neg_8_6_n,theta_flat_abs_p95_deg,theta_flat_bias_deg,theta_near_flat_abs_p95_deg,theta_near_flat_bias_deg,theta_flat_turn_abs_p95_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,42,10,0.9767441860465116,0.9355179704016914,0.9516397998888271,0.6236559139784946,0.9951783188450506,0.0021141649048625794,0.004228329809725159,0.9525304109555305,0.01849894291754757,0.0412262156448203,0.9122807017543859,0.9622950819672131,0.8682170542635659,0.9054811000823975,0.9054811000823975,1.8010683059692383,0.24290581047534943,0.9054811000823975,1.8010683059692383,0.24290581047534943,0.7399331331253052,1.0251028537750244,0.07622979581356049,68.0,0.9995492696762085,1.1442512273788452,0.9362251162528992,55.0,3.964999198913574,0.07653691619634628,4.115652561187744,0.10638591647148132,2.36297607421875,0.9946524064171123,0.9038461538461539,0.9397363465160076,0.8236914600550964,0.7102473498233216,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v6_theta_repair_s42_lam100_f100_nf200_w1p0_unfreeze\modern_tcn_seed42.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v6_theta_repair_s42_lam100_f100_nf200_w1p0_unfreeze\ModernTCN_theta_finetune_report.md
