case_name,n,acc_main_mean,acc_main_std,acc_turn_mean,acc_turn_std,acc_turn_pure_mean,acc_turn_pure_std,acc_turn_transition_mean,acc_turn_transition_std,theta_mae_deg_mean,theta_mae_deg_std,flat_recall_mean,flat_recall_std,stall_recall_mean,stall_recall_std,slope_recall_mean,slope_recall_std,uphill_recall_mean,uphill_recall_std,downhill_recall_mean,downhill_recall_std,flat_as_slope_mean,flat_as_slope_std
inputstats_hidden96,5,0.928964059196617,0.0112654938894783,0.904862579281184,0.00384783820786497,0.924068927181768,0.00348469772510454,0.533333333333333,0.0144262450161277,0.576981299577392,0.0586048793346806,0.94576012223071,0.00902292728114416,0.919230769230769,0.0160896158948861,0.888512241054614,0.0208606463367955,0.779614325068871,0.0237777913245621,0.773144876325088,0.0137763877665144,0.0472116119174943,0.00861596466302318
