case_name,phase,best_epoch,base_best_epoch,pg_score,production_score,main_score,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,flat_as_slope,lambda_phy,lambda_smooth,turn_transition_weight,seed,staged,model_file,report_file
production_current_phy0p000_smooth0p000_trans1p00_staged_seed73,pg_staged,67,58,0.147671352802112,0.136150214580846,0.10513897862579,0.939325842696629,0.896629213483146,0.923267326732673,0.634146341463415,0.961815718486634,0.973584905660377,0.777777777777778,0.901234567901235,0.917293233082707,0.827586206896552,0.00754716981132075,0,0,1,73,1,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_pg_confirm_v2_production_current_phy0p000_smooth0p000_trans1p00_staged_seed73.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\pg_confirm_v2\production_current_phy0p000_smooth0p000_trans1p00_staged_seed73\TCN_train_report.md
production_current_phy0p005_smooth0p000_trans1p00_staged_seed101,pg_staged,67,63,0.15605176114523,0.143993624272779,0.11028575910424,0.934831460674157,0.887640449438202,0.915841584158416,0.609756097560976,0.940389830829486,0.962264150943396,0.777777777777778,0.907407407407407,0.924812030075188,0.827586206896552,0.0150943396226415,0.005,0,1,101,1,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_pg_confirm_v2_production_current_phy0p005_smooth0p000_trans1p00_staged_seed101.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\pg_confirm_v2\production_current_phy0p005_smooth0p000_trans1p00_staged_seed101\TCN_train_report.md
production_current_phy0p005_smooth0p000_trans1p00_staged_seed73,pg_staged,67,62,0.159954519593765,0.143855574336851,0.113518495685166,0.934831460674157,0.898876404494382,0.923267326732673,0.658536585365854,1.11440928634156,0.958490566037736,0.777777777777778,0.91358024691358,0.924812030075188,0.862068965517241,0.0188679245283019,0.005,0,1,73,1,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_pg_confirm_v2_production_current_phy0p005_smooth0p000_trans1p00_staged_seed73.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\pg_confirm_v2\production_current_phy0p005_smooth0p000_trans1p00_staged_seed73\TCN_train_report.md
production_current_phy0p000_smooth0p000_trans1p00_staged_seed11,pg_staged,73,55,0.164251361216762,0.138639233996969,0.106953840738542,0.934831460674157,0.89438202247191,0.923267326732673,0.609756097560976,0.875959796215335,0.966037735849057,0.722222222222222,0.907407407407407,0.924812030075188,0.827586206896552,0.0113207547169811,0,0,1,11,1,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_pg_confirm_v2_production_current_phy0p000_smooth0p000_trans1p00_staged_seed11.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\pg_confirm_v2\production_current_phy0p000_smooth0p000_trans1p00_staged_seed11\TCN_train_report.md
production_current_phy0p005_smooth0p000_trans1p00_staged_seed21,pg_staged,68,60,0.166699471349827,0.157150321814811,0.123442456646271,0.921348314606742,0.887640449438202,0.915841584158416,0.609756097560976,0.85675691958167,0.947169811320755,0.777777777777778,0.895061728395062,0.909774436090226,0.827586206896552,0.030188679245283,0.005,0,1,21,1,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_pg_confirm_v2_production_current_phy0p005_smooth0p000_trans1p00_staged_seed21.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\pg_confirm_v2\production_current_phy0p005_smooth0p000_trans1p00_staged_seed21\TCN_train_report.md
production_current_phy0p005_smooth0p000_trans1p00_staged_seed11,pg_staged,73,63,0.176409427158407,0.152833638880631,0.120474088318833,0.941573033707865,0.892134831460674,0.918316831683168,0.634146341463415,1.363637387037,0.969811320754717,0.777777777777778,0.91358024691358,0.932330827067669,0.827586206896552,0.0150943396226415,0.005,0,1,11,1,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_pg_confirm_v2_production_current_phy0p005_smooth0p000_trans1p00_staged_seed11.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\pg_confirm_v2\production_current_phy0p005_smooth0p000_trans1p00_staged_seed11\TCN_train_report.md
production_current_phy0p000_smooth0p000_trans1p00_staged_seed101,pg_staged,68,61,0.181090055082511,0.157343120404317,0.123635255235778,0.932584269662921,0.887640449438202,0.913366336633663,0.634146341463415,1.33001642435427,0.958490566037736,0.777777777777778,0.907407407407407,0.917293233082707,0.862068965517241,0.0150943396226415,0,0,1,101,1,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_pg_confirm_v2_production_current_phy0p000_smooth0p000_trans1p00_staged_seed101.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\pg_confirm_v2\production_current_phy0p000_smooth0p000_trans1p00_staged_seed101\TCN_train_report.md
production_current_phy0p000_smooth0p000_trans1p00_staged_seed21,pg_staged,70,56,0.210164904409159,0.180832013900079,0.149146620641652,0.923595505617978,0.89438202247191,0.920792079207921,0.634146341463415,1.55554079474709,0.947169811320755,0.777777777777778,0.901234567901235,0.917293233082707,0.827586206896552,0.030188679245283,0,0,1,21,1,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_pg_confirm_v2_production_current_phy0p000_smooth0p000_trans1p00_staged_seed21.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\pg_confirm_v2\production_current_phy0p000_smooth0p000_trans1p00_staged_seed21\TCN_train_report.md
production_current_phy0p005_smooth0p000_trans1p00_staged_seed42,pg_staged,69,58,0.924043434780408,0.337956138643256,0.277843779092695,0.808988764044944,0.892134831460674,0.920792079207921,0.609756097560976,0.963514670794483,0.841509433962264,0.777777777777778,0.759259259259259,0.736842105263158,0.862068965517241,0.128301886792453,0.005,0,1,42,1,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_pg_confirm_v2_production_current_phy0p005_smooth0p000_trans1p00_staged_seed42.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\pg_confirm_v2\production_current_phy0p005_smooth0p000_trans1p00_staged_seed42\TCN_train_report.md
production_current_phy0p000_smooth0p000_trans1p00_staged_seed42,pg_staged,69,58,0.985517590434703,0.372217453912806,0.314127566272356,0.808988764044944,0.898876404494382,0.928217821782178,0.609756097560976,1.87060935028602,0.841509433962264,0.777777777777778,0.759259259259259,0.736842105263158,0.862068965517241,0.128301886792453,0,0,1,42,1,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_pg_confirm_v2_production_current_phy0p000_smooth0p000_trans1p00_staged_seed42.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\pg_confirm_v2\production_current_phy0p000_smooth0p000_trans1p00_staged_seed42\TCN_train_report.md
