epoch,lr,loss_mode,train_loss,train_loss_fixed_total,train_loss_main,train_loss_turn,train_loss_theta,train_loss_main_base,train_loss_turn_base,train_loss_theta_base,train_loss_main_raw,train_loss_turn_raw,train_loss_theta_raw,train_loss_transition_focal_raw,train_loss_transition_focal_weighted,train_loss_stall_focal_raw,train_loss_stall_focal_weighted,train_loss_theta_smooth,val_loss,val_loss_main,val_loss_turn,val_loss_theta,val_loss_main_base,val_loss_turn_base,val_loss_theta_base,val_loss_main_raw,val_loss_turn_raw,val_loss_theta_raw,val_loss_transition_focal_raw,val_loss_transition_focal_weighted,val_loss_stall_focal_raw,val_loss_stall_focal_weighted,val_loss_theta_smooth,val_score,val_acc_main,val_acc_turn,val_main_confidence_mean,val_turn_confidence_mean,val_main_low_conf_0p60_ratio,val_turn_low_conf_0p60_ratio,val_turn_left_recall,val_turn_right_recall,val_acc_turn_transition,val_theta_mae_deg,val_theta_abs_le_10_p95_abs_err_deg,val_theta_neg_10_8_p95_abs_err_deg,val_theta_pos_8_10_p95_abs_err_deg,val_theta_abs_le_8_p95_abs_err_deg,val_theta_neg_8_6_p95_abs_err_deg,val_theta_pos_6_8_p95_abs_err_deg,val_theta_neg_2_0p5_p95_abs_err_deg,val_theta_pos_0p5_2_p95_abs_err_deg,val_theta_flat_abs_p95_deg,val_theta_flat_bias_deg,val_theta_near_flat_abs_p95_deg,val_theta_true_zero_abs_p95_deg,val_flat_recall,val_stall_recall,val_slope_recall,val_flat_as_stall_ratio,val_stall_as_flat_ratio,val_cm_main,val_cm_turn,alpha,s_main,s_turn,s_theta,weight_main,weight_turn,weight_theta,task_weight_main,task_weight_turn,task_weight_theta,initial_loss_main,initial_loss_turn,initial_loss_theta,grad_norm_main,grad_norm_turn,grad_norm_theta,gradnorm_loss,gradnorm_unstable
1,0.0009998286624877785,fixed,0.9245578958764757,1.8491157917529515,0.7043229711200719,0.20358800913213826,0.016646916605453286,0.7043229711200719,0.20358800913213826,0.016646916605453286,0.7043229711200719,1.017940031652031,0.020139231166131675,0.5232182842513612,0.0,1.3840443961553546,0.0,0.0,0.7726428578929101,0.5665395476337376,0.20320074545756406,0.002902557591482977,0.5665395476337376,0.20320074545756406,0.002902557591482977,0.5665395476337376,1.0160037063294076,0.003964002081098511,0.5184130699370001,0.0,2.69734906517927,0.0,0.0,7.478966788130568,0.8129905277401894,0.4351826792963464,0.7169127923139033,0.4972487556764396,0.2516914749661705,0.8332882273342355,0.6245954692556634,0.5675355450236966,0.32142857142857145,2.612779140472412,7.643673419952393,8.168371200561523,6.030850410461426,7.628720283508301,7.700181007385254,7.105712413787842,8.90383529663086,4.344332218170166,7.840141773223877,0.6558060050010681,8.13375186920166,nan,0.5266362252663622,0.11904761904761904,0.8855140186915887,0.0,0.23809523809523808,"[[346, 0, 311], [10, 5, 27], [336, 7, 2653]]","[[479, 116, 249], [694, 550, 680], [240, 108, 579]]",0.032953448593616486,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,0.0009993147673772868,fixed,0.5963999644346466,1.1927999288692932,0.398996747753871,0.1931485415345218,0.004254670091846946,0.398996747753871,0.1931485415345218,0.004254670091846946,0.398996747753871,0.9657426898712702,0.005372765609925001,0.5432593079413539,0.0,0.9675387921952979,0.0,0.0,0.6053756248644466,0.39471424829330753,0.2076805974738685,0.0029807864663131908,0.39471424829330753,0.2076805974738685,0.0029807864663131908,0.39471424829330753,1.0384029767348737,0.004225676279157118,0.5775688328826863,0.0,2.9355632682937087,0.0,0.0,6.6099387200513275,0.908254397834912,0.41542625169147496,0.861198687041802,0.512687112214389,0.04979702300405954,0.7867388362652232,0.447680690399137,0.6090047393364929,0.30434782608695654,2.612675666809082,7.713667869567871,7.4304094314575195,5.966711044311523,8.06878662109375,6.600498676300049,6.318896770477295,6.401095867156982,6.478826522827148,7.574743747711182,1.1555373668670654,10.970330238342285,nan,0.8797564687975646,0.23809523809523808,0.9238985313751669,0.0,0.23809523809523808,"[[578, 0, 79], [10, 10, 22], [205, 23, 2768]]","[[514, 123, 207], [849, 606, 469], [382, 130, 415]]",0.05754523724317551,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,0.000998458666866564,fixed,0.45263322129267747,0.9052664425853549,0.26025410716370234,0.1883719120118527,0.004007199999601752,0.26025410716370234,0.1883719120118527,0.004007199999601752,0.26025410716370234,0.9418595399806948,0.005310528375417079,0.5425003438825594,0.0,0.6960338038773876,0.0,0.0,0.5063760614766158,0.30693385042905486,0.19737577558531652,0.00206643571158435,0.30693385042905486,0.19737577558531652,0.00206643571158435,0.30693385042905486,0.9868788584482041,0.0029732748023606082,0.5438912286245452,0.0,2.6016671298119634,0.0,0.0,5.25541119144703,0.9096075778078484,0.47442489851150205,0.901005772036457,0.5245472077497579,0.041407307171853855,0.762381596752368,0.6375404530744336,0.5533175355450237,0.34782608695652173,2.407383680343628,6.024916648864746,7.5550947189331055,4.734537124633789,5.753413677215576,6.8131232261657715,4.883481979370117,5.7495622634887695,5.354208946228027,4.80665922164917,1.3489720821380615,6.238194465637207,nan,0.989345509893455,0.23809523809523808,0.9015353805073432,0.0,0.07142857142857142,"[[650, 0, 7], [3, 10, 29], [250, 45, 2701]]","[[467, 151, 226], [576, 695, 653], [225, 111, 591]]",0.07288959622383118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,0.0009972609476841365,fixed,0.39881545177597383,0.7976309035519477,0.21191857200300956,0.18291724836864548,0.003979630465164282,0.21191857200300956,0.18291724836864548,0.003979630465164282,0.21191857200300956,0.914586226118982,0.005290655172891161,0.5341469538580362,0.0,0.529202179799687,0.0,0.0,0.5144445755001011,0.3082131325875955,0.20021963947438742,0.006011802570438151,0.3082131325875955,0.20021963947438742,0.006011802570438151,0.3082131325875955,1.0010981916252106,0.008577844484410525,0.5936486893238976,0.0,3.0768311238740553,0.0,0.0,8.51497992077456,0.9282814614343707,0.4286874154262517,0.9313214948996583,0.5823427975510579,0.07063599458728011,0.5705006765899865,0.7195253505933118,0.533175355450237,0.32919254658385094,4.2972002029418945,10.379693984985352,11.128497123718262,6.2516913414001465,10.540031433105469,11.870190620422363,9.137162208557129,6.359200477600098,10.924345016479492,9.345131874084473,-2.558701515197754,9.623679161071777,nan,0.786910197869102,0.23809523809523808,0.9689586114819759,0.0,0.047619047619047616,"[[517, 0, 140], [2, 10, 30], [81, 12, 2903]]","[[450, 63, 331], [587, 467, 870], [205, 55, 667]]",0.08321985602378845,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,0.000995722430686905,fixed,0.378933359661194,0.757866719322388,0.19542640440224143,0.18043880729693612,0.0030681493486047254,0.19542640440224143,0.18043880729693612,0.0030681493486047254,0.19542640440224143,0.9021940195370777,0.004092950906219243,0.5339392010410797,0.0,0.4430899717653169,0.0,0.0,0.4401604481656432,0.23968864780156313,0.19826963628983788,0.0022021665290459305,0.23968864780156313,0.19826963628983788,0.0022021665290459305,0.23968864780156313,0.9913481612489414,0.0031686373262921996,0.5927074992124379,0.0,2.3517967235594384,0.0,0.0,5.223698368466504,0.9261163734776725,0.4871447902571042,0.9403732672420545,0.5670613132882087,0.03031123139377537,0.5905277401894452,0.6828478964401294,0.49170616113744076,0.36490683229813664,2.442718029022217,6.41096305847168,5.921287536621094,6.947065353393555,6.413411617279053,5.595518112182617,6.9715986251831055,4.40313196182251,5.285655975341797,5.255167007446289,0.09678144752979279,6.02914571762085,nan,0.9452054794520548,0.23809523809523808,0.9315754339118825,0.0,0.07142857142857142,"[[621, 0, 36], [3, 10, 29], [185, 20, 2791]]","[[415, 178, 251], [406, 752, 766], [148, 146, 633]]",0.08983773738145828,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,0.0009938441702975688,fixed,0.34287980660075856,0.6857596132015171,0.16592364228477105,0.17426207389370832,0.002694089440063185,0.16592364228477105,0.17426207389370832,0.002694089440063185,0.16592364228477105,0.8713103569753302,0.003556751348277148,0.5258254747536,0.0,0.4123848516705216,0.0,0.0,0.4905025280699517,0.2899048583272023,0.19855180765440403,0.0020458565207944327,0.2899048583272023,0.19855180765440403,0.0020458565207944327,0.2899048583272023,0.9927590151117038,0.0029792802197246213,0.5813427349146713,0.0,2.1696607183619627,0.0,0.0,5.751570286476453,0.9066305818673883,0.44817320703653585,0.9198717322420543,0.5850815991764632,0.07171853856562922,0.5799729364005413,0.7464940668824164,0.49644549763033174,0.32608695652173914,2.3989531993865967,6.392788410186768,7.994826316833496,6.148042678833008,6.32485818862915,6.391892910003662,7.178471565246582,3.4901700019836426,5.045892238616943,4.770308017730713,0.6839174032211304,4.918523788452148,nan,0.6986301369863014,0.38095238095238093,0.9596128170894526,0.0,0.0,"[[459, 0, 198], [0, 16, 26], [67, 54, 2875]]","[[419, 84, 341], [450, 545, 929], [172, 63, 692]]",0.09977862238883972,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,0.0009916274537819772,fixed,0.3266521161138719,0.6533042322277438,0.15213242763552765,0.17221100670026054,0.0023086830869866303,0.15213242763552765,0.17221100670026054,0.0023086830869866303,0.15213242763552765,0.8610550160921235,0.002982121899485556,0.5352267442572333,0.0,0.3501746336863539,0.0,0.0,0.47014576995163065,0.2699323474151033,0.19854665002577682,0.0016667689709685975,0.2699323474151033,0.19854665002577682,0.0016667689709685975,0.2699323474151033,0.9927332449669122,0.0023363949155374474,0.6098620268585556,0.0,2.65031305753975,0.0,0.0,5.012931886724865,0.925575101488498,0.4584573748308525,0.9397893417059953,0.6009637194478552,0.06684709066305819,0.5483085250338295,0.656957928802589,0.6374407582938388,0.36645962732919257,2.0812857151031494,5.2342658042907715,5.72817850112915,4.410036563873291,5.273091793060303,5.781792163848877,5.395015239715576,4.399152755737305,4.7015461921691895,5.706959247589111,1.616330623626709,6.1570353507995605,nan,0.7671232876712328,0.35714285714285715,0.9682910547396528,0.0,0.07142857142857142,"[[504, 0, 153], [3, 15, 24], [87, 8, 2901]]","[[538, 65, 241], [667, 547, 710], [249, 69, 609]]",0.11101409792900085,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,0.0009890738003669026,fixed,0.30509516824787575,0.6101903364957515,0.13514952423788326,0.1678025268283742,0.0021431221205042944,0.13514952423788326,0.1678025268283742,0.0021431221205042944,0.13514952423788326,0.8390126179867009,0.0028556853068115885,0.5295728303334755,0.0,0.32010211307473097,0.0,0.0,0.44545127913174354,0.2438398480576656,0.20023046066135128,0.00138096642215435,0.2438398480576656,0.20023046066135128,0.00138096642215435,0.2438398480576656,1.0011522872360858,0.0019267699800630848,0.61330630913155,0.0,2.090784405474345,0.0,0.0,4.450011395538109,0.9347767253044655,0.5014884979702301,0.9409231939425188,0.5948798739157698,0.06414073071718539,0.5577807848443843,0.6925566343042071,0.5592417061611374,0.37422360248447206,1.8528090715408325,4.898605823516846,5.532716751098633,4.341734886169434,4.88347864151001,4.655514240264893,4.563618183135986,3.236868381500244,3.5231773853302,4.974320411682129,1.1370460987091064,6.905210971832275,nan,0.8036529680365296,0.47619047619047616,0.9699599465954606,0.0,0.047619047619047616,"[[528, 0, 129], [2, 20, 20], [61, 29, 2906]]","[[472, 140, 232], [425, 739, 760], [174, 111, 642]]",0.1227933019399643,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,0.000986184960198838,fixed,0.2965997046629251,0.5931994093258502,0.13073842676459094,0.16416875547365728,0.0016925207511388621,0.13073842676459094,0.16416875547365728,0.0016925207511388621,0.13073842676459094,0.8208437609516764,0.002222858801909173,0.5092773856218212,0.0,0.30767453551653245,0.0,0.0,0.41883943361584325,0.22485130688173038,0.1927107261304765,0.0012773984207309207,0.22485130688173038,0.1927107261304765,0.0012773984207309207,0.22485130688173038,0.9635536039472433,0.0018095787982891172,0.5297135265657479,0.0,1.6366439531929633,0.0,0.0,4.416501996435218,0.9296346414073072,0.5096075778078485,0.9432095268552029,0.5807650538234389,0.061705006765899864,0.6062246278755075,0.7065803667745415,0.5971563981042654,0.4083850931677019,1.7991513013839722,5.02324914932251,5.59822416305542,3.9250595569610596,5.02324914932251,5.329347610473633,3.8438704013824463,2.794840097427368,4.216543674468994,5.52324914932251,0.7463762164115906,6.7683305740356445,nan,0.7838660578386606,0.5714285714285714,0.9666221628838452,0.0,0.0,"[[515, 0, 142], [0, 24, 18], [76, 24, 2896]]","[[504, 153, 187], [447, 724, 753], [154, 118, 655]]",0.1305859088897705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,0.0009829629131445337,fixed,0.2813676327162252,0.5627352654324504,0.11872460589311366,0.16108648028857797,0.0015565459809885654,0.11872460589311366,0.16108648028857797,0.0015565459809885654,0.11872460589311366,0.8054323824876103,0.0020645714737497455,0.502742481192744,0.0,0.29399983218166076,0.0,0.0,0.46074375888491514,0.26296577832695595,0.19666578296637502,0.0011121833460192487,0.26296577832695595,0.19666578296637502,0.0011121833460192487,0.26296577832695595,0.9833289050926859,0.001591417102359931,0.6136204062521216,0.0,2.562103266912676,0.0,0.0,3.99971130156399,0.937212449255751,0.4930987821380244,0.9514808742452459,0.6326480982849503,0.058186738836265225,0.4828146143437077,0.6968716289104638,0.6563981042654028,0.37577639751552794,1.6610585451126099,4.381930828094482,5.115825653076172,3.8222298622131348,4.288056373596191,5.37747049331665,3.7522408962249756,3.232635021209717,3.8443543910980225,4.40642786026001,1.3324965238571167,6.472539901733398,nan,0.9558599695585996,0.4523809523809524,0.9399198931909212,0.0,0.0,"[[628, 0, 29], [0, 19, 23], [175, 5, 2816]]","[[554, 133, 157], [650, 622, 652], [197, 84, 646]]",0.14093367755413055,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
