model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,main_confidence_mean,main_low_conf_0p60_ratio,main_low_conf_0p70_ratio,turn_confidence_mean,turn_low_conf_0p60_ratio,turn_low_conf_0p70_ratio,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,theta_abs_le_8_mae_deg,theta_abs_le_8_rmse_deg,theta_abs_le_8_p95_abs_err_deg,theta_abs_le_8_bias_deg,theta_abs_le_10_mae_deg,theta_abs_le_10_rmse_deg,theta_abs_le_10_p95_abs_err_deg,theta_abs_le_10_bias_deg,theta_pos_6_8_mae_deg,theta_pos_6_8_rmse_deg,theta_pos_6_8_p95_abs_err_deg,theta_pos_6_8_bias_deg,theta_pos_6_8_n,theta_neg_8_6_mae_deg,theta_neg_8_6_rmse_deg,theta_neg_8_6_p95_abs_err_deg,theta_neg_8_6_bias_deg,theta_neg_8_6_n,theta_flat_abs_p95_deg,theta_flat_bias_deg,theta_near_flat_abs_p95_deg,theta_near_flat_bias_deg,theta_flat_turn_abs_p95_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,42,81,0.9783298097251586,0.9392177589852009,0.952195664257921,0.6881720430107527,0.9980808123188171,0.0005285412262156448,0.0010570824524312897,0.9582688719715493,0.012156448202959831,0.03276955602536998,0.9157894736842105,0.9655737704918033,0.8733850129198967,0.471650630235672,0.4716505706310272,0.9468916654586792,1.9841012954711914,-0.05239761993288994,0.4716505706310272,0.9468916654586792,1.9841012954711914,-0.05239761993288994,0.5227017402648926,0.828843891620636,1.6792948246002197,-0.03487680107355118,68.0,0.5319525003433228,0.628976583480835,0.9458000659942627,0.46957942843437195,55.0,1.922884225845337,-0.1025463119149208,2.08101487159729,-0.07480082660913467,1.638878345489502,0.9946524064171123,0.9038461538461539,0.9453860640301318,0.8264462809917356,0.7173144876325088,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v6_theta_repair_s42_lam100_f150_nf300_w1p0_unfreeze\modern_tcn_seed42.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v6_theta_repair_s42_lam100_f150_nf300_w1p0_unfreeze\ModernTCN_theta_finetune_report.md
