case_index,controller,model_name,path_name,path_file,ref_file,disturbance_level,disturbance_scale,disturbance_noise_scale,disturbance_process_scale,noise_enabled,noise_signature,process_signature,seed,status,message,elapsed_sec,n_samples,ey_rmse,ey_peak,epsi_rmse,epsi_peak,ev_rmse,eomega_rmse,j_du,viol_rate,F_sat_pct,omega_sat_pct,realtime_p50_ms,realtime_p95_ms,realtime_p99_ms,timeout_rate,timeseries_file
1,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,3012.3344037,14950,0.018344959516169,0.105130521599547,0.105161939840142,0.231032910557101,0.0508886177874594,0.0384840091938865,983705.556790601,0.000535117056856187,0.0535117056856187,0,0.03341915,0.425207755,0.454888311,0,
2,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,3082.6923034,14950,0.0202145818383252,0.118577940471065,0.108888873173859,0.24695232458515,0.0528211426243703,0.0414930468809029,1704657.96777223,0.00167224080267559,0.160535117056856,0.0267558528428094,0.21193485,0.41902609,0.445326708,0,
3,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,2882.2982355,14950,0.0152300704407674,0.0712813784064021,0.0840897269077711,0.177276496180658,0.0450834987798593,0.0333811564260283,533772.944696622,0,0,0,0.16647325,0.400831205,0.422983192,0,
4,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,2815.1622487,14950,0.0168268072803885,0.0830941987080013,0.0884220298342841,0.194191116809899,0.0473328393191792,0.035437448175807,677585.385749639,6.68896321070234e-05,0,0.0133779264214047,0.1731411,0.38700212,0.402426807,0,
5,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,2244.0113987,11950,0.0452582024387256,0.189355508385647,0.056931277704845,0.328959473048656,0.0110092407845809,0.052307023668987,18254.7812537664,0,0,0,0.14630005,0.389792035,0.404635441,0,
6,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,2243.0359111,11950,0.0451761894752892,0.191167099493121,0.0574179805298226,0.33031626427662,0.010698945221879,0.0526653647416187,16073.500294297,0,0,0,0.1462363,0.388502605,0.404189495,0,
7,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,2240.3177889,11950,0.0451775540138098,0.181543138731718,0.0528431432127574,0.311408136278173,0.00991552927436663,0.050244690139905,17621.6614784976,0,0,0,0.14724615,0.38861389,0.403771376,0,
8,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,2244.9839391,11950,0.0451661581072436,0.183420808307675,0.0533191868010288,0.313020932101379,0.00941831182982122,0.0506562714334314,13246.621149295,0,0,0,0.1532819,0.38934263,0.404252883,0,
9,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,2236.2621809,11950,0,0,0,0,0.0720330372332525,0,1160113.16605745,0,0,0,0.1437539,0.39011954,0.406200476,0,
10,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,2238.248238,11950,0,0,0,0,0.0726458417353542,0,1163464.56304521,0,0,0,0.14217715,0.389949845,0.405474498,0,
11,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,2234.1981981,11950,0,0,0,0,0.0686895109696698,0,1136999.45529191,0,0,0,0.1505971,0.389599995,0.405234192,0,
12,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,2227.1982837,11950,0,0,0,0,0.0687079569765365,0,1144956.94510432,0,0,0,0.1418941,0.38920178,0.403889802,0,
13,GRU,LPVMPC_AGV_simulink_GRU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,203.8975537,14950,0.013279993546696,0.0775631661238018,0.0349118743012371,0.102509008227623,0.0380033857417208,0.0183423408899141,13041.669027999,0,0,0,0.01126765,0.01361623,0.01984636,0,
