epoch,lr,loss_mode,train_loss,train_loss_fixed_total,train_loss_main,train_loss_turn,train_loss_theta,train_loss_main_base,train_loss_turn_base,train_loss_theta_base,train_loss_main_raw,train_loss_turn_raw,train_loss_theta_raw,train_loss_transition_focal_raw,train_loss_transition_focal_weighted,train_loss_stall_focal_raw,train_loss_stall_focal_weighted,train_loss_theta_smooth,train_loss_flat_theta_expert_reg,train_loss_flat_theta_expert_reg_weighted,val_loss,val_loss_main,val_loss_turn,val_loss_theta,val_loss_main_base,val_loss_turn_base,val_loss_theta_base,val_loss_main_raw,val_loss_turn_raw,val_loss_theta_raw,val_loss_transition_focal_raw,val_loss_transition_focal_weighted,val_loss_stall_focal_raw,val_loss_stall_focal_weighted,val_loss_theta_smooth,val_loss_flat_theta_expert_reg,val_loss_flat_theta_expert_reg_weighted,val_score,val_acc_main,val_acc_turn,val_main_confidence_mean,val_turn_confidence_mean,val_main_low_conf_0p60_ratio,val_turn_low_conf_0p60_ratio,val_turn_left_recall,val_turn_right_recall,val_acc_turn_transition,val_theta_mae_deg,val_theta_abs_le_10_p95_abs_err_deg,val_theta_neg_10_8_p95_abs_err_deg,val_theta_pos_8_10_p95_abs_err_deg,val_theta_abs_le_8_p95_abs_err_deg,val_theta_neg_8_6_p95_abs_err_deg,val_theta_pos_6_8_p95_abs_err_deg,val_theta_neg_2_0p5_p95_abs_err_deg,val_theta_pos_0p5_2_p95_abs_err_deg,val_theta_flat_abs_p95_deg,val_theta_flat_bias_deg,val_theta_near_flat_abs_p95_deg,val_theta_true_zero_abs_p95_deg,val_flat_recall,val_stall_recall,val_slope_recall,val_flat_as_stall_ratio,val_stall_as_flat_ratio,val_cm_main,val_cm_turn,s_main,s_turn,s_theta,weight_main,weight_turn,weight_theta,task_weight_main,task_weight_turn,task_weight_theta,initial_loss_main,initial_loss_turn,initial_loss_theta,grad_norm_main,grad_norm_turn,grad_norm_theta,gradnorm_loss,gradnorm_unstable
1,0.0009998741174712534,uncertainty_weighting,0.8744868206901396,1.884993753990581,0.7109858931657933,0.20463235792223589,0.026878621312486767,0.7109858931657933,0.20463235792223589,0.026878621312486767,0.7109858931657933,1.023161773586729,0.030635392213775203,0.5263001457685221,0.0,1.542340630296138,0.0,0.0,0.0,0.0,0.7551669235803762,0.5475737489447381,0.2037401220875922,0.0038530384160134646,0.5475737489447381,0.2037401220875922,0.0038530384160134646,0.5475737489447381,1.0187005992187377,0.005089187885713996,0.5306924565477203,0.0,3.052886750217381,0.0,0.0,0.0,0.0,9.006067036686856,0.8094722598105548,0.4438430311231394,0.7694120945079784,0.4919757954399049,0.14857916102841678,0.8024357239512855,0.6256742179072277,0.6753554502369669,0.327639751552795,2.938261032104492,8.281623840332031,10.840201377868652,6.8025031089782715,8.243295669555664,10.542577743530273,7.237161636352539,5.449690818786621,10.575952529907227,8.614786148071289,0.6126827597618103,10.414222717285156,nan,0.3713850837138508,0.047619047619047616,0.9162216288384513,0.0,0.023809523809523808,"[[244, 0, 413], [1, 2, 39], [249, 2, 2745]]","[[570, 89, 185], [855, 490, 579], [278, 69, 580]]",-0.07035251706838608,-0.06510142236948013,-0.06631859391927719,1.072886347770691,1.0672671794891357,1.068567156791687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,0.0009994965332706573,uncertainty_weighting,0.38095595271713295,1.2407916560494119,0.42225923588837155,0.19271025962131888,0.0054263277504460385,0.42225923588837155,0.19271025962131888,0.0054263277504460385,0.42225923588837155,0.9635512816205678,0.006698762471837497,0.5382413186880716,0.0,0.9827590075932442,0.0,0.0,0.0,0.0,0.5989960413179153,0.3984162335144167,0.19693851278179875,0.0036413008857553724,0.3984162335144167,0.19693851278179875,0.0036413008857553724,0.3984162335144167,0.9846925454630097,0.0047349259442572905,0.5498887644569025,0.0,2.6073554245198047,0.0,0.0,0.0,0.0,7.321123243318847,0.8719891745602165,0.43734776725304464,0.8223867111344358,0.5274171509124297,0.14073071718538566,0.7193504736129905,0.5674217907227616,0.7085308056872038,0.3027950310559006,3.0360679626464844,7.856932640075684,9.055145263671875,8.08188533782959,7.710676193237305,8.432201385498047,9.336615562438965,7.206230640411377,6.748837471008301,6.427247047424316,0.7347792983055115,6.514373779296875,nan,0.8097412480974124,0.23809523809523808,0.8945260347129506,0.0,0.23809523809523808,"[[532, 0, 125], [10, 10, 22], [231, 85, 2680]]","[[598, 76, 170], [864, 492, 568], [320, 81, 526]]",-0.1581718772649765,-0.1300593614578247,-0.13214734196662903,1.1713675260543823,1.1388959884643555,1.141276478767395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,0.000998867437523228,uncertainty_weighting,0.01693516765757823,0.9059621404588919,0.2632115745138391,0.18560421013815503,0.004165283316111123,0.2632115745138391,0.18560421013815503,0.004165283316111123,0.2632115745138391,0.9280210320663521,0.005358705967277067,0.5391406579346224,0.0,0.6565367400739066,0.0,0.0,0.0,0.0,0.4978307350562616,0.2970947657370277,0.19829151042824023,0.002444456337544064,0.2970947657370277,0.19829151042824023,0.002444456337544064,0.2970947657370277,0.9914575444668007,0.00337355738336848,0.5533861275777443,0.0,2.710818411660896,0.0,0.0,0.0,0.0,6.0908497412421445,0.9074424898511502,0.4305818673883626,0.9006013502149189,0.5387028763270832,0.04330175913396482,0.7266576454668471,0.5598705501618123,0.6718009478672986,0.30434782608695654,2.3987879753112793,6.742216110229492,7.71211576461792,6.250439643859863,6.716960430145264,8.579244613647461,6.043132781982422,4.0133137702941895,7.5328593254089355,5.7973952293396,0.8275477290153503,6.507030963897705,nan,0.958904109589041,0.23809523809523808,0.9055407209612817,0.0,0.19047619047619047,"[[630, 0, 27], [8, 10, 24], [234, 49, 2713]]","[[567, 84, 193], [802, 505, 617], [311, 97, 519]]",-0.2465009242296219,-0.19466355443000793,-0.19766397774219513,1.2795404195785522,1.2149021625518799,1.218552827835083,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,0.0009979871469976195,uncertainty_weighting,-0.22872274013849084,0.7934650877396319,0.2101816409820509,0.1821757166598697,0.0043751846708641766,0.2101816409820509,0.1821757166598697,0.0043751846708641766,0.2101816409820509,0.9108785678365426,0.005435201240651289,0.5426298031480092,0.0,0.5303940633221012,0.0,0.0,0.0,0.0,0.5312016239669552,0.32953738575859226,0.19921845474730326,0.002445784648086407,0.32953738575859226,0.19921845474730326,0.002445784648086407,0.32953738575859226,0.9960922547057776,0.0032419609754687838,0.5783297001428307,0.0,2.3183622429213466,0.0,0.0,0.0,0.0,6.429191868200552,0.900405953991881,0.4801082543978349,0.9110828727776371,0.5539707498315999,0.04059539918809202,0.6392422192151556,0.6893203883495146,0.5177725118483413,0.36180124223602483,2.4412238597869873,6.702145576477051,8.905707359313965,5.563645839691162,6.568877220153809,8.101966857910156,6.276144981384277,6.196038246154785,7.366151332855225,6.004579067230225,1.6316550970077515,6.163217544555664,nan,0.8386605783866058,0.23809523809523808,0.9232309746328438,0.0,0.16666666666666666,"[[551, 0, 106], [7, 10, 25], [152, 78, 2766]]","[[437, 145, 262], [505, 698, 721], [141, 147, 639]]",-0.32814815640449524,-0.2587943971157074,-0.2629988193511963,1.3883945941925049,1.2953674793243408,1.3008252382278442,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,0.0009968561049466212,uncertainty_weighting,-0.43963264121904844,0.73587068814217,0.18685714817644283,0.17743864206629775,0.003639554328967662,0.18685714817644283,0.17743864206629775,0.003639554328967662,0.18685714817644283,0.8871931974767694,0.0046038401408743145,0.5290278120210812,0.0,0.4335687793795262,0.0,0.0,0.0,0.0,0.4847905046239757,0.282890657142954,0.19842511373540545,0.003474727848290147,0.282890657142954,0.19842511373540545,0.003474727848290147,0.282890657142954,0.9921255511263226,0.0050617648021435225,0.5799106290037158,0.0,1.7365652353374266,0.0,0.0,0.0,0.0,6.870657408325816,0.9163734776725304,0.46305818673883625,0.9226397006289905,0.5554383567262796,0.03031123139377537,0.6652232746955345,0.6655879180151025,0.5390995260663507,0.33540372670807456,3.2321205139160156,8.040148735046387,8.469976425170898,6.835141658782959,8.054512023925781,8.74423599243164,8.170787811279297,5.183685302734375,6.039137363433838,5.870555400848389,0.6353256106376648,6.5232319831848145,nan,0.745814307458143,0.42857142857142855,0.9606141522029372,0.0,0.11904761904761904,"[[490, 0, 167], [5, 18, 19], [76, 42, 2878]]","[[455, 101, 288], [554, 639, 731], [200, 110, 617]]",-0.40559980273246765,-0.32246023416519165,-0.328267902135849,1.5002020597457886,1.380519986152649,1.3885607719421387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,0.0009954748808839672,uncertainty_weighting,-0.65422078314577,0.675060618236743,0.16044027119526968,0.17414667782023205,0.002943359474245326,0.16044027119526968,0.17414667782023205,0.002943359474245326,0.16044027119526968,0.8707333739998625,0.0037219054663744392,0.5273095580041355,0.0,0.43620339720506757,0.0,0.0,0.0,0.0,0.4468405754220986,0.2440137424149597,0.20032384156051605,0.002502988479749195,0.2440137424149597,0.20032384156051605,0.002502988479749195,0.2440137424149597,1.001619186259413,0.0032167797983171614,0.5737261134248948,0.0,2.140302690679109,0.0,0.0,0.0,0.0,6.0810982555260855,0.9380243572395128,0.462787550744249,0.9398559854719968,0.5586272195551116,0.05764546684709066,0.6322056833558863,0.761596548004315,0.4703791469194313,0.36490683229813664,2.4001612663269043,6.45603609085083,7.577178478240967,4.344973564147949,6.482810020446777,6.597396373748779,4.762482643127441,6.0843915939331055,8.464719772338867,5.6641435623168945,2.477165937423706,5.664906024932861,nan,0.8280060882800608,0.42857142857142855,0.9692923898531375,0.0015220700152207,0.07142857142857142,"[[544, 1, 112], [3, 18, 21], [83, 9, 2904]]","[[397, 102, 345], [480, 607, 837], [134, 87, 706]]",-0.4808976352214813,-0.3856445252895355,-0.3935254216194153,1.6175258159637451,1.4705618619918823,1.4821969270706177,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,0.0009938441702975688,uncertainty_weighting,-0.8450397028883512,0.6458470555253034,0.14928593221862316,0.17064661270975381,0.0029909833599009524,0.14928593221862316,0.17064661270975381,0.0029909833599009524,0.14928593221862316,0.8532330429779725,0.0037570604813201274,0.5200832539017559,0.0,0.3498422254025277,0.0,0.0,0.0,0.0,0.43492314071874655,0.23482156815322391,0.19857822653808516,0.0015233439533228965,0.23482156815322391,0.19857822653808516,0.0015233439533228965,0.23482156815322391,0.9928911251531403,0.002050722419272942,0.566912427540561,0.0,1.7922348114744733,0.0,0.0,0.0,0.0,4.884788482865347,0.9361299052774019,0.48660351826792964,0.937735828076743,0.5752416630159772,0.06414073071718539,0.6257104194857916,0.6806903991370011,0.5947867298578199,0.37732919254658387,1.842166543006897,5.327394008636475,6.052600383758545,4.315936088562012,5.34169864654541,6.0637898445129395,4.223865509033203,4.014969348907471,5.9235663414001465,5.532196521759033,0.9511882066726685,6.175230026245117,nan,0.954337899543379,0.5238095238095238,0.937917222963952,0.0,0.0,"[[627, 0, 30], [0, 22, 20], [164, 22, 2810]]","[[502, 96, 246], [532, 665, 727], [192, 104, 631]]",-0.5546464920043945,-0.4483143389225006,-0.45871713757514954,1.7413252592086792,1.5656707286834717,1.582043170928955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,0.0009919647942993148,uncertainty_weighting,-1.0481851438088687,0.6023028591805848,0.1317736829096713,0.16648363345594225,0.0028941129673945355,0.1317736829096713,0.16648363345594225,0.0028941129673945355,0.1317736829096713,0.8324181486859398,0.0036866042703945457,0.5056068793068103,0.0,0.3069236439189935,0.0,0.0,0.0,0.0,0.4505603355871002,0.2477771036841066,0.20026846708319024,0.002514760475416689,0.2477771036841066,0.20026846708319024,0.002514760475416689,0.2477771036841066,1.0013423165223272,0.0035690938701023914,0.5801286339517859,0.0,2.029045643981109,0.0,0.0,0.0,0.0,6.5259997535940295,0.9388362652232747,0.4644113667117727,0.9549989838844606,0.5812148056644991,0.016238159675236806,0.6105548037889039,0.6763754045307443,0.5734597156398105,0.37267080745341613,2.640167713165283,7.098067760467529,7.641882419586182,4.556360721588135,7.17488956451416,7.136350631713867,5.0087995529174805,5.650818347930908,9.104147911071777,8.933782577514648,2.4085042476654053,7.537761211395264,nan,0.954337899543379,0.42857142857142855,0.9425901201602136,0.0,0.07142857142857142,"[[627, 0, 30], [3, 18, 21], [165, 7, 2824]]","[[484, 139, 221], [568, 605, 751], [205, 95, 627]]",-0.626750648021698,-0.510558009147644,-0.5238865613937378,1.8715193271636963,1.6662206649780273,1.688577651977539,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,0.0009898376992116178,uncertainty_weighting,-1.199619614643081,0.6134096722910369,0.14074776108395895,0.16306435549437326,0.0028927187902483384,0.14074776108395895,0.16306435549437326,0.0028927187902483384,0.14074776108395895,0.8153217610859079,0.0036508183092103367,0.49961592774403,0.0,0.2752145058895069,0.0,0.0,0.0,0.0,0.42186641117232737,0.22459130696095375,0.1953159812863044,0.001959120658546414,0.22459130696095375,0.1953159812863044,0.001959120658546414,0.22459130696095375,0.9765798965552179,0.0029057755028508874,0.5776795191435756,0.0,1.7052851067785673,0.0,0.0,0.0,0.0,5.528619050570862,0.9382949932341001,0.476319350473613,0.9583415018086178,0.5982692701131324,0.013261163734776725,0.5626522327469553,0.598705501618123,0.6789099526066351,0.37111801242236025,2.357046365737915,6.4394917488098145,7.65899658203125,6.73200798034668,6.32715368270874,6.931920528411865,6.5685296058654785,3.7096004486083984,5.019702911376953,5.475746154785156,1.1914485692977905,6.68456506729126,nan,0.928462709284627,0.47619047619047616,0.9469292389853138,0.0,0.07142857142857142,"[[610, 0, 47], [3, 20, 19], [142, 17, 2837]]","[[573, 105, 166], [696, 632, 596], [278, 94, 555]]",-0.6956116557121277,-0.5723603963851929,-0.5889687538146973,2.0049350261688232,1.7724456787109375,1.8021290302276611,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,0.0009874639560909118,uncertainty_weighting,-1.3904531150903032,0.5809682686262969,0.12631293989921252,0.1625609557222156,0.0016102390697232576,0.12631293989921252,0.1625609557222156,0.0016102390697232576,0.12631293989921252,0.8128047661178666,0.0021729282913519384,0.4988160711089455,0.0,0.2598449247069772,0.0,0.0,0.0,0.0,0.4216357675069724,0.2189179250690708,0.20158592456490487,0.0011319227258300506,0.2189179250690708,0.20158592456490487,0.0011319227258300506,0.2189179250690708,1.0079295987689285,0.0015985423937838156,0.5960443435405685,0.0,1.7974049831939871,0.0,0.0,0.0,0.0,4.143245107383118,0.9499323410013532,0.4844384303112314,0.9611843992771649,0.6019929565689551,0.010554803788903925,0.5412719891745602,0.6386192017259978,0.6030805687203792,0.40372670807453415,1.7080695629119873,4.568257808685303,4.861993312835693,4.211362838745117,4.564768314361572,4.7126688957214355,3.500234365463257,3.603302001953125,4.397632122039795,4.609622955322266,0.91666179895401,4.679697513580322,nan,0.9604261796042618,0.5476190476190477,0.9532710280373832,0.0,0.07142857142857142,"[[631, 0, 26], [3, 23, 16], [130, 10, 2856]]","[[509, 115, 220], [577, 689, 658], [230, 105, 592]]",-0.764146089553833,-0.6332627534866333,-0.6541827917098999,2.147160053253174,1.8837467432022095,1.9235700368881226,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
