model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,main_confidence_mean,main_low_conf_0p60_ratio,main_low_conf_0p70_ratio,turn_confidence_mean,turn_low_conf_0p60_ratio,turn_low_conf_0p70_ratio,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,theta_abs_le_8_mae_deg,theta_abs_le_8_rmse_deg,theta_abs_le_8_p95_abs_err_deg,theta_abs_le_8_max_abs_err_deg,theta_abs_le_8_bias_deg,theta_abs_le_10_mae_deg,theta_abs_le_10_rmse_deg,theta_abs_le_10_p95_abs_err_deg,theta_abs_le_10_max_abs_err_deg,theta_abs_le_10_bias_deg,theta_pos_8_10_mae_deg,theta_pos_8_10_rmse_deg,theta_pos_8_10_p95_abs_err_deg,theta_pos_8_10_max_abs_err_deg,theta_pos_8_10_bias_deg,theta_pos_8_10_n,theta_neg_10_8_mae_deg,theta_neg_10_8_rmse_deg,theta_neg_10_8_p95_abs_err_deg,theta_neg_10_8_max_abs_err_deg,theta_neg_10_8_bias_deg,theta_neg_10_8_n,theta_pos_6_8_mae_deg,theta_pos_6_8_rmse_deg,theta_pos_6_8_p95_abs_err_deg,theta_pos_6_8_max_abs_err_deg,theta_pos_6_8_bias_deg,theta_pos_6_8_n,theta_neg_8_6_mae_deg,theta_neg_8_6_rmse_deg,theta_neg_8_6_p95_abs_err_deg,theta_neg_8_6_max_abs_err_deg,theta_neg_8_6_bias_deg,theta_neg_8_6_n,theta_active_abs_ge_2_mae_deg,theta_active_abs_ge_2_p95_abs_err_deg,theta_neg_4_2_mae_deg,theta_neg_4_2_p95_abs_err_deg,theta_neg_4_2_bias_deg,theta_neg_2_0p5_mae_deg,theta_neg_2_0p5_p95_abs_err_deg,theta_neg_2_0p5_bias_deg,theta_pos_0p5_2_mae_deg,theta_pos_0p5_2_p95_abs_err_deg,theta_pos_0p5_2_bias_deg,theta_flat_abs_p95_deg,theta_flat_abs_max_deg,theta_flat_bias_deg,theta_near_flat_abs_p95_deg,theta_near_flat_abs_max_deg,theta_near_flat_bias_deg,theta_true_zero_mae_deg,theta_true_zero_abs_p95_deg,theta_true_zero_abs_max_deg,theta_true_zero_bias_deg,theta_flat_turn_abs_p95_deg,theta_flat_turn_abs_max_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,73,173,0.9769622287704259,0.9086525582641307,0.9287054409005628,0.788785046728972,0.9954619878086233,0.0024109295472810074,0.005089740155371015,0.9651305699781122,0.018215912135012054,0.04045004018215912,0.8659286592865929,0.9209323583180987,0.9193989071038251,0.26816701889038086,0.2660813629627228,0.4600454568862915,0.900779664516449,7.83284854888916,0.11387792229652405,0.26816698908805847,0.45905065536499023,0.8948757648468018,7.83284854888916,0.09140142053365707,0.2859652042388916,0.3819192945957184,0.7687283754348755,1.4346226453781128,-0.09567363560199738,341.0,0.2679562568664551,0.5086714625358582,0.9937256574630737,3.1492855548858643,0.08969573676586151,406.0,0.15128959715366364,0.20624354481697083,0.4198690354824066,0.7262778878211975,-0.0287859495729208,300.0,0.2655617296695709,0.6360162496566772,0.7587202787399292,7.83284854888916,0.1452707201242447,395.0,0.2660270631313324,0.885410726070404,0.275532066822052,0.652892529964447,0.04835858941078186,0.20546923577785492,0.5107653737068176,0.08318499475717545,0.42901939153671265,1.303430199623108,0.278868168592453,2.3422107696533203,4.281810283660889,0.15962985157966614,1.0666426420211792,5.878874778747559,0.26057934761047363,nan,nan,nan,nan,1.022416591644287,1.0571211576461792,0.9564068692206077,0.6666666666666666,0.9951031829310948,0.8123217341699943,0.7799248523886205,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_causal_theta10_uniform_h0_v2_seed73\modern_tcn_seed73.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_causal_theta10_uniform_h0_v2_seed73\ModernTCN_train_report.md
