model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,73,74,0.9751903016633775,0.7893994925288976,0.8298162014976175,0.5944170771756979,0.9564625850340136,0.6617137196631996,0.9596469104665826,0.3931020200252533,0.9867183176535694,0.8851851851851852,0.9775510204081632,0.9669327251995439,0.9932546374367622,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\transition_rich_v3_kinTurnD_seed73\modern_tcn_seed73.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\transition_rich_v3_kinTurnD_seed73\ModernTCN_train_report.md
