case_name,neg_weight,downhill_weight,best_epoch,score,acc_main,acc_turn,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,flat_as_slope,model_file,report_file
neg2p0_down0p05,2,0.05,1,1.36356421598857,0.559550561797753,0.69438202247191,10.4210472767691,0.735849056603774,0.777777777777778,0.246913580246914,0.270676691729323,0.137931034482759,0.135849056603774,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_neg2p0_down0p05.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\sweeps\20260425_120922\neg2p0_down0p05\TCN_train_report.md
neg3p0_down0p05,3,0.05,1,1.38088424706943,0.49438202247191,0.698876404494382,10.3027453308191,0.543396226415094,0.777777777777778,0.382716049382716,0.398496240601504,0.310344827586207,0.377358490566038,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_neg3p0_down0p05.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\sweeps\20260425_120922\neg3p0_down0p05\TCN_train_report.md
