model,case_name,seed,status,best_epoch,train_seconds,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,flat_as_slope,hidden_size,num_layers,head_pooling,turn_head_type,turn_head_source,lambda_turn,model_file,meta_file,report_file,error_message
GRU,inputstats_hidden96,101,ok,59,11500.9456301,0.970873786407767,0.944689614592527,0.977378632551046,0.729503625209147,0.327752284850884,0.965896172792725,0.977814297452753,0.977812640071717,0.976279069767442,0.97923875432526,0.0287987874194771,96,1,last_mean_inputstats,mlp,inputstats,0.08,E:\Matlab\Simulink\S-Function_16\data\models\GRU_model_gru_v4_industrial_inputstats_hidden96_seed101.mat,E:\Matlab\Simulink\S-Function_16\data\models\GRU_meta_gru_v4_industrial_inputstats_hidden96_seed101.mat,E:\Matlab\Simulink\S-Function_16\results\gru\train_logs_v4_industrial\inputstats_hidden96_seed101\GRU_train_report.md,
