case_name,n,acc_main_mean,acc_main_std,acc_turn_mean,acc_turn_std,acc_turn_pure_mean,acc_turn_pure_std,acc_turn_transition_mean,acc_turn_transition_std,theta_mae_deg_mean,theta_mae_deg_std,flat_recall_mean,flat_recall_std,stall_recall_mean,stall_recall_std,slope_recall_mean,slope_recall_std,uphill_recall_mean,uphill_recall_std,downhill_recall_mean,downhill_recall_std,flat_as_slope_mean,flat_as_slope_std
inputstats_hidden96,5,0.968387761106208,0.00294314483587483,0.942027066784348,0.00237730356396947,0.974311615690926,0.00264239081343838,0.729503625209147,0.00343804461961458,0.361052324629798,0.0567183808876613,0.964279398762157,0.00185293629616192,0.976828266228431,0.00304137313448179,0.97337516808606,0.00642040834813419,0.967720930232558,0.011983402980722,0.97863321799308,0.00135402040160021,0.0300618921308576,0.00130044589377125
