case_name,n,acc_main_mean,acc_main_std,acc_turn_mean,acc_turn_std,acc_turn_pure_mean,acc_turn_pure_std,acc_turn_transition_mean,acc_turn_transition_std,theta_mae_deg_mean,theta_mae_deg_std,flat_recall_mean,flat_recall_std,stall_recall_mean,stall_recall_std,slope_recall_mean,slope_recall_std,uphill_recall_mean,uphill_recall_std,downhill_recall_mean,downhill_recall_std,flat_as_slope_mean,flat_as_slope_std
inputstats_hidden96,1,0.970873786407767,0,0.944689614592527,0,0.977378632551046,0,0.729503625209147,0,0.327752284850884,0,0.965896172792725,0,0.977814297452753,0,0.977812640071717,0,0.976279069767442,0,0.97923875432526,0,0.0287987874194771,0
