model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,theta_flat_abs_p95_deg,theta_flat_bias_deg,theta_near_flat_abs_p95_deg,theta_near_flat_bias_deg,theta_flat_turn_abs_p95_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,11,80,0.9844807296263607,0.9482936157693439,0.9824620859103618,0.7233686558839934,0.9367536488279522,0.9444926279271466,0.9772619611558503,0.481403112411499,1.1830558776855469,0.030238069593906403,2.0180118083953857,0.03779054433107376,1.076717495918274,0.9887583680687129,0.9482333607230896,0.9867772299417301,0.9916279069767442,0.9822664359861591,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v4_industrial_seed11\modern_tcn_seed11.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v4_industrial_seed11\ModernTCN_train_report.md
