model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,main_confidence_mean,main_low_conf_0p60_ratio,main_low_conf_0p70_ratio,turn_confidence_mean,turn_low_conf_0p60_ratio,turn_low_conf_0p70_ratio,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,theta_abs_le_8_mae_deg,theta_abs_le_8_rmse_deg,theta_abs_le_8_p95_abs_err_deg,theta_abs_le_8_max_abs_err_deg,theta_abs_le_8_bias_deg,theta_abs_le_10_mae_deg,theta_abs_le_10_rmse_deg,theta_abs_le_10_p95_abs_err_deg,theta_abs_le_10_max_abs_err_deg,theta_abs_le_10_bias_deg,theta_pos_8_10_mae_deg,theta_pos_8_10_rmse_deg,theta_pos_8_10_p95_abs_err_deg,theta_pos_8_10_max_abs_err_deg,theta_pos_8_10_bias_deg,theta_pos_8_10_n,theta_neg_10_8_mae_deg,theta_neg_10_8_rmse_deg,theta_neg_10_8_p95_abs_err_deg,theta_neg_10_8_max_abs_err_deg,theta_neg_10_8_bias_deg,theta_neg_10_8_n,theta_pos_6_8_mae_deg,theta_pos_6_8_rmse_deg,theta_pos_6_8_p95_abs_err_deg,theta_pos_6_8_max_abs_err_deg,theta_pos_6_8_bias_deg,theta_pos_6_8_n,theta_neg_8_6_mae_deg,theta_neg_8_6_rmse_deg,theta_neg_8_6_p95_abs_err_deg,theta_neg_8_6_max_abs_err_deg,theta_neg_8_6_bias_deg,theta_neg_8_6_n,theta_active_abs_ge_2_mae_deg,theta_active_abs_ge_2_p95_abs_err_deg,theta_neg_4_2_mae_deg,theta_neg_4_2_p95_abs_err_deg,theta_neg_4_2_bias_deg,theta_neg_2_0p5_mae_deg,theta_neg_2_0p5_p95_abs_err_deg,theta_neg_2_0p5_bias_deg,theta_pos_0p5_2_mae_deg,theta_pos_0p5_2_p95_abs_err_deg,theta_pos_0p5_2_bias_deg,theta_flat_abs_p95_deg,theta_flat_abs_max_deg,theta_flat_bias_deg,theta_near_flat_abs_p95_deg,theta_near_flat_abs_max_deg,theta_near_flat_bias_deg,theta_true_zero_mae_deg,theta_true_zero_abs_p95_deg,theta_true_zero_abs_max_deg,theta_true_zero_bias_deg,theta_flat_turn_abs_p95_deg,theta_flat_turn_abs_max_deg,theta_edge_p95_abs_err,false_turn_straight,flat_peak_theta_error,flat_recall,stall_recall,slope_recall,flat_as_stall_ratio,stall_as_flat_ratio,cm_main,cm_turn,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,101,49,0.9616879511382566,0.55941143808995,0.574547935858069,0.4932935916542474,0.9847693070743418,0.007495835646862854,0.017212659633536923,0.7764499661157502,0.21654636313159356,0.358411993337035,0.5769712140175219,0.5354371443352303,0.596551724137931,0.6439966559410095,0.6157651543617249,0.8659411072731018,1.7254408597946167,5.183286666870117,0.08858150243759155,0.6439967155456543,0.924628734588623,1.848949670791626,5.494016170501709,0.04520935192704201,1.0183935165405273,1.3819926977157593,3.0390684604644775,5.3170552253723145,-0.4652755558490753,328.0,0.524629533290863,0.8465232849121094,1.3446848392486572,5.494016170501709,0.17013069987297058,363.0,0.5486046671867371,0.891038715839386,1.951904535293579,4.382568359375,0.04594538360834122,378.0,0.6152158975601196,0.8722323775291443,1.7720272541046143,5.183286666870117,-0.03465669974684715,378.0,0.6384817361831665,1.8410066366195679,0.6135430335998535,1.4546414613723755,0.24086891114711761,0.5506641268730164,1.485918402671814,0.08037439733743668,0.6658663153648376,1.9843149185180664,-0.027859807014465332,2.657282829284668,5.362841606140137,0.019292986020445824,2.0555200576782227,4.154021739959717,0.01977701485157013,nan,nan,nan,nan,2.0376181602478027,3.762457847595215,3.0390684604644775,0.4645628556647698,5.362841606140137,0.9563492063492064,0.7083333333333334,0.972,0.0,0.09375,"[[723, 0, 33], [9, 68, 19], [69, 8, 2673]]","[[461, 206, 132], [375, 1035, 523], [178, 173, 519]]",0.7482798165137615,0.7951191827468785,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\11_uncertainty_tuning\01_seed101_search\u10_tt20_seed101\modern_tcn_seed101.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\11_uncertainty_tuning\01_seed101_search\u10_tt20_seed101\ModernTCN_train_report.md
