case_index,controller,model_name,path_name,path_file,ref_file,disturbance_level,disturbance_scale,noise_enabled,noise_signature,seed,status,message,elapsed_sec,n_samples,ey_rmse,ey_peak,epsi_rmse,epsi_peak,ev_rmse,eomega_rmse,j_du,viol_rate,F_sat_pct,omega_sat_pct,realtime_p50_ms,realtime_p95_ms,realtime_p99_ms,timeout_rate,timeseries_file
1,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,e:/Matlab/Simulink/S-Function_16/data/paths/path_s_curve.mat,e:/Matlab/Simulink/S-Function_16/data/paths/path_s_curve.mat,0,0,0,3.76872664625997,1,ok,,215.4139369,11950,0.044151021207974,0.181572357240588,0.0404286682591399,0.254897101050866,0.00588896417191529,0.0421994013728651,1828.91122624663,0,0,0,0.01423135,0.018345395,0.022098651,0,
2,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,e:/Matlab/Simulink/S-Function_16/data/paths/path_s_curve.mat,e:/Matlab/Simulink/S-Function_16/data/paths/path_s_curve.mat,1,1,1,3.76872664625997,1,ok,,189.4572772,11950,0.044151021207974,0.181572357240588,0.0404286682591399,0.254897101050866,0.00588896417191529,0.0421994013728651,1828.91122624663,0,0,0,0.01437285,0.01739346,0.019303102,0,
3,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,e:/Matlab/Simulink/S-Function_16/data/paths/path_s_curve.mat,e:/Matlab/Simulink/S-Function_16/data/paths/path_s_curve.mat,2,1.5,1,5.65308996938996,1,ok,,199.3195857,11950,0.044151021207974,0.181572357240588,0.0404286682591399,0.254897101050866,0.00588896417191529,0.0421994013728651,1828.91122624663,0,0,0,0.01482215,0.019127025,0.026486787,0,
