run_idx,segment_idx,ref_segment_idx,theta_true_deg,repeat_idx,variant_idx,v_ref,omega_ref,segment_duration,noise_variant,t0,t1,n_windows,theta_pred_median_deg,theta_pred_mean_deg,theta_pred_std_deg,error_median_deg,error_mean_deg,label_main_mode,conf_main_median
1,132,132,3.1,1,1,0.9,0,5,clean,655,659.99,11,2.93628743857449,2.93623898692007,0.0024688790215324,-0.163712561425508,-0.163761013079933,3,0.999925374984741
1,133,133,3.2,1,1,0.9,0,5,clean,660,664.99,11,3.00238595393706,3.00233028401453,0.00211700989826706,-0.197614046062945,-0.197669715985469,3,0.999926924705505
1,134,134,3.3,1,1,0.9,0,5,clean,665,669.99,11,3.07347840479996,3.0734295650666,0.00170998510596244,-0.226521595200043,-0.226570434933398,3,0.999922513961792
1,135,135,3.4,1,1,0.9,0,5,clean,670,674.99,11,3.16028093108412,3.16010061020924,0.00188232527807975,-0.239719068915878,-0.239899389790756,3,0.999905228614807
1,136,136,3.5,1,1,0.9,0,5,clean,675,679.99,11,3.25608436603389,3.25616906426039,0.00246590625556203,-0.243915633966106,-0.243830935739609,3,0.999886393547058
1,137,137,3.6,1,1,0.9,0,5,clean,680,684.99,11,3.36254972627806,3.36258872821053,0.00229321641980757,-0.237450273721944,-0.237411271789468,3,0.999873161315918
1,138,138,3.7,1,1,0.9,0,5,clean,685,689.99,11,3.47738377580278,3.47711101452675,0.00164949765695788,-0.222616224197224,-0.222888985473255,3,0.999859809875488
1,139,139,3.8,1,1,0.9,0,5,clean,690,694.99,11,3.59951566901224,3.59923194450644,0.00103954029566665,-0.200484330987756,-0.200768055493563,3,0.999851226806641
1,140,140,3.9,1,1,0.9,0,5,clean,695,699.99,11,3.72356599160484,3.72339026946528,0.000451767863791843,-0.176434008395162,-0.176609730534718,3,0.999852180480957
1,141,141,4,1,1,0.9,0,5,clean,700,704.99,11,3.84759496985628,3.84742111049559,0.000541465309227195,-0.152405030143723,-0.152578889504415,3,0.999864101409912
1,142,142,4.1,1,1,0.9,0,5,clean,705,709.99,11,3.97386766525006,3.97363908676023,0.00129267119055945,-0.126132334749935,-0.126360913239773,3,0.99987804889679
1,143,143,4.2,1,1,0.9,0,5,clean,710,714.99,11,4.09184594967052,4.09161050218362,0.00200161826573652,-0.108154050329483,-0.108389497816383,3,0.99988579750061
1,144,144,4.3,1,1,0.9,0,5,clean,715,719.99,11,4.2045325450315,4.20418350684176,0.0019227878942954,-0.095467454968496,-0.0958164931582415,3,0.999891042709351
1,145,145,4.4,1,1,0.9,0,5,clean,720,724.99,11,4.31615320399514,4.3159540806961,0.00142603908807651,-0.0838467960048561,-0.0840459193038976,3,0.999903678894043
1,146,146,4.5,1,1,0.9,0,5,clean,725,729.99,11,4.427980903068,4.42770509537237,0.00160377417833517,-0.0720190969319985,-0.0722949046276309,3,0.999920964241028
1,147,147,4.6,1,1,0.9,0,5,clean,730,734.99,11,4.5346851064897,4.53420854556352,0.00390645446541868,-0.0653148935102967,-0.0657914544364777,3,0.99993622303009
1,148,148,4.7,1,1,0.9,0,5,clean,735,739.99,11,4.63259629512866,4.63255523637785,0.00328703271167846,-0.0674037048713414,-0.0674447636221478,3,0.999953508377075
1,149,149,4.8,1,1,0.9,0,5,clean,740,744.99,11,4.73245664900201,4.73215227869712,0.00327232768877094,-0.067543350997993,-0.0678477213028819,3,0.999968647956848
1,150,150,4.9,1,1,0.9,0,5,clean,745,749.99,11,4.83316992274796,4.83280784510616,0.00300879569664241,-0.0668300772520398,-0.0671921548938368,3,0.999977946281433
