run_idx,segment_idx,ref_segment_idx,theta_true_deg,repeat_idx,variant_idx,v_ref,omega_ref,segment_duration,noise_variant,t0,t1,n_windows,theta_pred_median_deg,theta_pred_mean_deg,theta_pred_std_deg,error_median_deg,error_mean_deg,label_main_mode,conf_main_median
1,151,151,5,1,1,0.9,0,5,clean,750,754.99,11,4.9388632581725,4.9385150737564,0.00332019730295927,-0.0611367418275002,-0.0614849262436001,3,0.999983429908752
1,152,152,5.1,1,1,0.9,0,5,clean,755,759.99,11,5.04568656301785,5.04539468885451,0.00348085714969327,-0.054313436982147,-0.0546053111454867,3,0.999987006187439
1,153,153,5.2,1,1,0.9,0,5,clean,760,764.99,11,5.15075536302016,5.15055123350292,0.00355806346747186,-0.0492446369798412,-0.0494487664970817,3,0.999988913536072
1,154,154,5.3,1,1,0.9,0,5,clean,765,769.99,11,5.25576183754629,5.25559993101664,0.00347643637444845,-0.0442381624537109,-0.0444000689833555,3,0.999990344047546
1,155,155,5.4,1,1,0.9,0,5,clean,770,774.99,11,5.36417486892096,5.36387073146343,0.00369981578423243,-0.0358251310790383,-0.0361292685365688,3,0.999991655349731
1,156,156,5.5,1,1,0.9,0,5,clean,775,779.99,11,5.47295416918988,5.47279362093649,0.00312714264101785,-0.0270458308101222,-0.0272063790635091,3,0.999992847442627
1,157,157,5.6,1,1,0.9,0,5,clean,780,784.99,11,5.58309353087727,5.58295304630457,0.00327314613795184,-0.0169064691227279,-0.017046953695429,3,0.999993801116943
1,158,158,5.7,1,1,0.9,0,5,clean,785,789.99,11,5.69287601518053,5.69256869547578,0.00320437961885716,-0.00712398481946686,-0.00743130452422491,3,0.99999475479126
1,159,159,5.8,1,1,0.9,0,5,clean,790,794.99,11,5.80256458438271,5.80217728161045,0.00342220392254688,0.00256458438270712,0.00217728161045283,3,0.999995589256287
1,160,160,5.9,1,1,0.9,0,5,clean,795,799.99,11,5.91400936597522,5.91370612109923,0.00359310892749309,0.0140093659752196,0.0137061210992275,3,0.999996304512024
1,161,161,6,1,1,0.9,0,5,clean,800,804.99,11,6.01711704791209,6.01686440852858,0.00294651570294379,0.0171170479120866,0.0168644085285798,3,0.999996781349182
1,162,162,6.1,1,1,0.9,0,5,clean,805,809.99,11,6.11597763284567,6.11558536266311,0.00231476300254833,0.015977632845674,0.0155853626631144,3,0.999997138977051
1,163,163,6.2,1,1,0.9,0,5,clean,810,814.99,11,6.21110893449243,6.21080770762688,0.00197464351001492,0.0111089344924347,0.0108077076268787,3,0.99999725818634
1,164,164,6.3,1,1,0.9,0,5,clean,815,819.99,11,6.29983778756595,6.29974026333082,0.002321867164244,-0.000162212434045017,-0.000259736669184107,3,0.99999725818634
1,165,165,6.4,1,1,0.9,0,5,clean,820,824.99,11,6.39304468341406,6.39313692977575,0.00140707923770838,-0.00695531658593573,-0.00686307022424959,3,0.99999725818634
1,166,166,6.5,1,1,0.9,0,5,clean,825,829.99,11,6.48742722557306,6.48749599315948,0.000527576623970119,-0.0125727744269373,-0.0125040068405218,3,0.999997138977051
1,167,167,6.6,1,1,0.9,0,5,clean,830,834.99,11,6.58364708861879,6.58371457554474,0.00067870511555302,-0.0163529113812055,-0.0162854244552584,3,0.999996900558472
1,168,168,6.7,1,1,0.9,0,5,clean,835,839.99,11,6.67753444206297,6.67754969356492,0.000972140057857499,-0.0224655579370339,-0.0224503064350809,3,0.999996542930603
1,169,169,6.8,1,1,0.9,0,5,clean,840,844.99,11,6.77057229072912,6.77070924378356,0.000605837106148218,-0.0294277092708821,-0.0292907562164437,3,0.999996066093445
1,170,170,6.9,1,1,0.9,0,5,clean,845,849.99,11,6.86601820796452,6.86592320624243,0.000802426199652002,-0.0339817920354779,-0.0340767937575697,3,0.999995589256287
1,171,171,7,1,1,0.9,0,5,clean,850,854.99,11,6.95567767431246,6.95565858082909,0.0014360932360789,-0.0443223256875438,-0.0443414191709062,3,0.999995231628418
1,172,172,7.1,1,1,0.9,0,5,clean,855,859.99,11,7.03858379111854,7.03848382198614,0.00170165623954588,-0.0614162088814592,-0.0615161780138571,3,0.999994874000549
1,173,173,7.2,1,1,0.9,0,5,clean,860,864.99,11,7.11772647369195,7.11759464327939,0.00180622122527482,-0.0822735263080521,-0.0824053567206136,3,0.99999463558197
1,174,174,7.3,1,1,0.9,0,5,clean,865,869.99,11,7.19731098412729,7.19717585504382,0.00167308356144293,-0.10268901587271,-0.102824144956176,3,0.999994158744812
1,175,175,7.4,1,1,0.9,0,5,clean,870,874.99,11,7.28217096192282,7.28190854295028,0.00156220212608343,-0.117829038077179,-0.118091457049724,3,0.999993324279785
1,176,176,7.5,1,1,0.9,0,5,clean,875,879.99,11,7.36785226996605,7.36772614431376,0.00136494093965881,-0.132147730033954,-0.132273855686242,3,0.99999213218689
1,177,177,7.6,1,1,0.9,0,5,clean,880,884.99,11,7.45120619104959,7.45113944147361,0.000477098280672229,-0.14879380895041,-0.14886055852639,3,0.999990463256836
1,178,178,7.7,1,1,0.9,0,5,clean,885,889.99,11,7.52674808326993,7.52681576423534,0.000342626734083068,-0.17325191673007,-0.173184235764658,3,0.999988198280334
1,179,179,7.8,1,1,0.9,0,5,clean,890,894.99,11,7.604197305816,7.60453959143236,0.000883523437171428,-0.195802694184002,-0.195460408567643,3,0.999986529350281
1,180,180,7.9,1,1,0.9,0,5,clean,895,899.99,11,7.67976737256666,7.68043090992137,0.00122724292865678,-0.220232627433336,-0.219569090078627,3,0.999985933303833
1,181,181,8,1,1,0.9,0,5,clean,900,904.99,11,7.75130592015973,7.75154621863326,0.00077882178846432,-0.248694079840268,-0.248453781366742,3,0.999984979629517
1,182,182,8.1,1,1,0.9,0,5,clean,905,909.99,11,7.81906566559449,7.81910998420831,0.000143566781918125,-0.28093433440551,-0.28089001579169,3,0.999983906745911
1,183,183,8.2,1,1,0.9,0,5,clean,910,914.99,11,7.88412663253345,7.88426991127444,0.000461343890368424,-0.315873367466553,-0.315730088725555,3,0.999982476234436
1,184,184,8.3,1,1,0.9,0,5,clean,915,919.99,11,7.95127934490572,7.95125109275961,0.000822446446549141,-0.348720655094282,-0.348748907240394,3,0.999979853630066
1,185,185,8.4,1,1,0.9,0,5,clean,920,924.99,11,8.02030438288422,8.02045650982483,0.00066061657293309,-0.379695617115779,-0.379543490175173,3,0.999976634979248
1,186,186,8.5,1,1,0.9,0,5,clean,925,929.99,11,8.0928990484777,8.09293366511827,0.000214813034007146,-0.407100951522297,-0.407066334881733,3,0.999971866607666
1,187,187,8.6,1,1,0.9,0,5,clean,930,934.99,11,8.16733701137344,8.16731318332713,0.000229650337399293,-0.432662988626561,-0.432686816672868,3,0.999964475631714
1,188,188,8.7,1,1,0.9,0,5,clean,935,939.99,11,8.24390770083751,8.24414373044281,0.000731629853859914,-0.456092299162485,-0.455856269557191,3,0.999954462051392
1,189,189,8.8,1,1,0.9,0,5,clean,940,944.99,11,8.3255438293448,8.32595387354236,0.00177777155990434,-0.474456170655202,-0.474046126457642,3,0.999944448471069
1,190,190,8.9,1,1,0.9,0,5,clean,945,949.99,11,8.41352691113832,8.41380888928894,0.00245540684692269,-0.486473088861683,-0.48619111071106,3,0.999935150146484
1,191,191,9,1,1,0.9,0,5,clean,950,954.99,11,8.50251232319254,8.50272615468303,0.00280779085008604,-0.497487676807463,-0.49727384531697,3,0.999925017356873
1,192,192,9.1,1,1,0.9,0,5,clean,955,959.99,11,8.58750036703501,8.58763929929199,0.00239055285677997,-0.512499632964994,-0.512360700708012,3,0.999911069869995
1,193,193,9.2,1,1,0.9,0,5,clean,960,964.99,11,8.671866863663,8.67200657207784,0.00235266632710044,-0.528133136336997,-0.527993427922155,3,0.99989128112793
1,194,194,9.3,1,1,0.9,0,5,clean,965,969.99,11,8.75776673775967,8.75789177679095,0.00230784297554756,-0.542233262240332,-0.54210822320905,3,0.999865770339966
1,195,195,9.4,1,1,0.9,0,5,clean,970,974.99,11,8.84746590458215,8.84759272877652,0.00253250455416991,-0.552534095417847,-0.552407271223485,3,0.999848604202271
1,196,196,9.5,1,1,0.9,0,5,clean,975,979.99,11,8.9677404132242,8.96797426958749,0.00294762802288554,-0.532259586775799,-0.532025730412514,3,0.999898314476013
1,197,197,9.6,1,1,0.9,0,5,clean,980,984.99,11,9.08275738375263,9.08290042964627,0.00206095640136913,-0.517242616247369,-0.51709957035373,3,0.999933958053589
1,198,198,9.7,1,1,0.9,0,5,clean,985,989.99,11,9.19404250967329,9.19420270865565,0.00176025696402096,-0.505957490326706,-0.505797291344354,3,0.999952435493469
1,199,199,9.8,1,1,0.9,0,5,clean,990,994.99,11,9.30917644719126,9.30924032498316,0.00216249437337854,-0.49082355280874,-0.490759675016843,3,0.999966025352478
1,200,200,9.9,1,1,0.9,0,5,clean,995,999.99,11,9.43138048427384,9.4315794911492,0.00372179840433461,-0.468619515726164,-0.468420508850802,3,0.9999760389328
1,201,201,10,1,1,0.9,0,5,clean,1000,1005,11,9.54514582263686,9.54549439513189,0.00392170132604622,-0.454854177363138,-0.45450560486811,3,0.999985218048096
