case_index,controller,model_name,path_name,path_file,ref_file,disturbance_level,disturbance_scale,disturbance_noise_scale,disturbance_process_scale,noise_enabled,noise_signature,process_signature,seed,status,message,elapsed_sec,n_samples,ey_rmse,ey_peak,epsi_rmse,epsi_peak,ev_rmse,eomega_rmse,j_du,viol_rate,F_sat_pct,omega_sat_pct,realtime_p50_ms,realtime_p95_ms,realtime_p99_ms,timeout_rate,timeseries_file
1,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,1,ok,,1560.2350979,14950,0.0134775690316834,0.0770469831729982,0.039299520584602,0.0986311199444154,0.0491983059656787,0.0190879072225409,12626.6869790255,0,0,0,0.0140145,0.439290165,0.490839787,0,
2,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,2,ok,,1435.2667189,14950,0.0134830474981147,0.0770338234549753,0.0394055670697358,0.0988418147282779,0.0492033093483842,0.0193512023346472,12509.2704115839,0,0,0,0.0131702,0.433612935,0.482746303,0,
3,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,3,ok,,1436.6622484,14950,0.0134863510237891,0.0769822900486801,0.0395057472474062,0.0990483319890103,0.0492065215463955,0.0194536691992369,12503.7548652992,0,0,0,0.0133844,0.433473345,0.479854935,0,
4,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,4,ok,,1436.8796244,14950,0.0134829589495489,0.0770273192927507,0.0394158210275792,0.098859129784362,0.0492038076586081,0.0193806090747758,12503.1650500081,0,0,0,0.0131775,0.43573586,0.480575249,0,
5,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,5,ok,,1442.4485604,14950,0.0134826228888991,0.0770373208090647,0.0393932420283059,0.0988228278211651,0.049202584135348,0.019307091549678,12519.3753663889,0,0,0,0.0132791,0.4368562,0.483103307,0,
6,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,6,ok,,1435.1503437,14950,0.0134849760323039,0.0769968770295418,0.0394882061697431,0.0990082580988938,0.049206226522507,0.0194570896574179,12495.7451100751,0,0,0,0.0131784,0.434550695,0.480194904,0,
7,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,7,ok,,1442.2097318,14950,0.0134830474981147,0.0770338234549753,0.0394055670697358,0.0988418147282779,0.0492033093483842,0.0193512023346472,12509.2704115839,0,0,0,0.01330495,0.43801987,0.481759546,0,
8,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,8,ok,,1427.5227416,14950,0.0134863510237891,0.0769822900486801,0.0395057472474062,0.0990483319890103,0.0492065215463955,0.0194536691992369,12503.7548652992,0,0,0,0.0130108,0.432156195,0.472737135,0,
9,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,9,ok,,1433.3183512,14950,0.0134829589495489,0.0770273192927507,0.0394158210275792,0.098859129784362,0.0492038076586081,0.0193806090747758,12503.1650500081,0,0,0,0.01320625,0.433360695,0.476100974,0,
10,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,0,0,0,0,3.76872664625997,802.54,10,ok,,1437.6943604,14950,0.0134826228888991,0.0770373208090647,0.0393932420283059,0.0988228278211651,0.049202584135348,0.019307091549678,12519.3753663889,0,0,0,0.01317,0.435847255,0.482510665,0,
11,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,1434.5629618,14950,0.0134484557080815,0.0753903780652452,0.0375783475060875,0.0952572426355696,0.0507232684297411,0.0207725694790001,1290966.6318874,0,0,0,0.01305715,0.434196885,0.479931522,0,
12,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,1440.2554715,14950,0.0135878985926308,0.0792286109021245,0.0374623853128725,0.0963185712488404,0.0507724881675086,0.0213914023936693,1708082.32285499,0,0,0,0.01320155,0.434849505,0.482459277,0,
13,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,3,ok,,1442.72648,14950,0.0133886806818922,0.0748626424301842,0.0370758474287421,0.094893285208995,0.0509079070167414,0.0201234873438463,1483308.22629769,0,0,0,0.0131018,0.43741298,0.48701621,0,
14,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,4,ok,,1431.5002057,14950,0.0135064377732622,0.0764359011393219,0.038718118182035,0.098460908707481,0.0507939447064431,0.0209016553795277,1261533.05533439,0,0,0,0.0131424,0.43193306,0.481388406,0,
15,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,5,ok,,1437.3775429,14950,0.0135550208478841,0.0767940823786747,0.0376382613098525,0.0965492488344455,0.0509072999038755,0.0202516404799315,1145586.73639478,0,0,0,0.01307975,0.43562566,0.484245132,0,
16,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,6,ok,,1432.6311374,14950,0.0134246208273651,0.0770080286692715,0.0373236936819644,0.095386051260606,0.0509844466763289,0.0201842097694593,1381904.926375,0,0,0,0.01315745,0.433442115,0.481853648,0,
17,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,7,ok,,1449.9255532,14950,0.0136067686421014,0.0765535583989955,0.0377732029940942,0.094840873378113,0.0506849873408364,0.0204079182352132,1053336.83182695,0,0,0,0.01360185,0.437561015,0.484808051,0,
18,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,8,ok,,1446.4791137,14950,0.0136521400523942,0.0790254432015831,0.0380474134426831,0.0965828963025208,0.050713877626344,0.0211780016748694,1449506.53660482,0,0,0,0.01324605,0.437964455,0.485756855,0,
19,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,9,ok,,1439.3614224,14950,0.0136148023873788,0.0797205079730509,0.0378332572286801,0.0970923817804321,0.0509184575150061,0.0220118674356145,1441579.08790622,0,0,0,0.01321275,0.435232625,0.481709582,0,
20,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,10,ok,,1439.3376236,14950,0.0135129264742478,0.0776438168744261,0.0375035328640456,0.0955387458705772,0.0506648155604662,0.0214982538898673,1464109.15208622,0,0,0,0.0132872,0.4355321,0.482517865,0,
