controller,n_cases,ey_rmse_mean,ey_rmse_std,ey_rmse_median,epsi_rmse_mean,epsi_rmse_std,epsi_rmse_median,ev_rmse_mean,ev_rmse_std,ev_rmse_median,eomega_rmse_mean,eomega_rmse_std,eomega_rmse_median,j_du_mean,j_du_std,j_du_median,viol_rate_mean,viol_rate_std,viol_rate_median
Mamba2,90,0.0195019757800804,0.0189294033215135,0.0134963943985257,0.0276635379230529,0.0198506699756409,0.0380706400281886,0.0508900656162829,0.0372110003111987,0.0507832164369759,0.0219198793584234,0.0186118545367462,0.0204721377490017,550202.785922772,655426.149032468,12506.5126384416,7.43218134522482e-07,7.05078631029739e-06,0
GRU,90,0.0192801935583295,0.0185798724837141,0.0133884440991169,0.0275149627441653,0.0203246922829081,0.0352221039365391,0.0313396376761655,0.0195208916416772,0.0369277123973425,0.0209693379160395,0.0177945483431954,0.0182833548794598,8275.31576282231,5440.53098778593,11415.0012282387,0,0,0
IMU,90,0.0238790815472064,0.0219673312058071,0.0183857737440365,0.0308090403362998,0.0252113462749493,0.0421741091520916,0.0988004699873843,0.0798205790756448,0.0909937771578569,0.020829598148308,0.0182638744454533,0.0178179478229324,21726.8943674517,185065.825135353,953.41006116817,0.000134205293019192,0.000655718266501537,0
