model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,model_file,meta_file,report_file
TCN,73,88,0.926640926640927,0.907335907335907,0.927184466019418,0.777188328912467,0.401944077926579,0.896949711459192,0.985365853658537,0.943396226415094,0.920780711825488,0.978571428571429,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_transition_rich_v3_seed73_staged.mat,E:\Matlab\Simulink\S-Function_16\data\models\TCN_meta_transition_rich_v3_seed73_staged.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\transition_rich_v3_seed73\tcn_staged\TCN_train_report.md
GRU,73,14,0.945945945945946,0.885222885222885,0.914644012944984,0.692307692307692,0.343713368738712,0.915086562242374,0.946341463414634,0.972047519217331,0.959816303099885,0.991071428571429,E:\Matlab\Simulink\S-Function_16\data\models\GRU_model_transition_rich_v3_seed73_h96_l2_inputstats.mat,E:\Matlab\Simulink\S-Function_16\data\models\GRU_meta_transition_rich_v3_seed73_h96_l2_inputstats.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\transition_rich_v3_seed73\gru_h96_l2_inputstats\GRU_train_report.md
