run_idx,segment_idx,ref_segment_idx,theta_true_deg,repeat_idx,variant_idx,variant_name,v_ref,omega_ref,radius_m,segment_duration,noise_variant,t0,t1,n_windows,theta_pred_median_deg,theta_pred_mean_deg,theta_pred_std_deg,error_median_deg,error_mean_deg,label_main_mode,conf_main_median
1,76,76,7,2,2,straight_v110,1.1,0,Inf,3.2,clean,240,243.19,13,7.1139839569136,7.11288465766916,0.0778616862352824,0.113983956913604,0.112884657669159,3,0.99999988079071
1,77,77,7.5,2,2,straight_v110,1.1,0,Inf,3.2,clean,243.2,246.39,13,7.65685550299586,7.6612993948246,0.0738455286168,0.156855502995857,0.161299394824596,3,0.99999988079071
1,78,78,8,2,2,straight_v110,1.1,0,Inf,3.2,clean,246.4,249.59,13,8.15150890174558,8.15633140934899,0.0620914948413372,0.151508901745581,0.156331409348986,3,0.99999988079071
1,79,79,8.5,2,2,straight_v110,1.1,0,Inf,3.2,clean,249.6,252.79,13,8.5943356788469,8.61121156576339,0.0392929770255385,0.0943356788468961,0.111211565763394,3,0.99999988079071
1,80,80,9,2,2,straight_v110,1.1,0,Inf,3.2,clean,252.8,255.99,13,9.05170734378575,9.06040637779251,0.0205297977878676,0.0517073437857523,0.0604063777925141,3,1
1,81,81,9.5,2,2,straight_v110,1.1,0,Inf,3.2,clean,256,259.19,13,9.50524214995835,9.51923346409865,0.0348229272206832,0.00524214995835415,0.0192334640986456,3,1
1,82,82,10,2,2,straight_v110,1.1,0,Inf,3.2,clean,259.2,262.39,13,9.96249599413403,9.98627628285286,0.0475233378201715,-0.0375040058659728,-0.0137237171471352,3,1
1,83,83,-10,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,262.4,265.59,13,-10.0281452111153,-10.0538390036,0.14082863952505,-0.0281452111152518,-0.0538390036000287,3,0.99999988079071
1,84,84,-9.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,265.6,268.79,13,-9.35475856839099,-9.33587598503132,0.039884615651704,0.145241431609014,0.164124014968682,3,0.999988555908203
1,85,85,-9,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,268.8,271.99,13,-9.07652825122958,-9.06659538295419,0.0266839767656456,-0.0765282512295791,-0.0665953829541923,3,0.999999284744263
1,86,86,-8.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,272,275.19,13,-8.62904499266161,-8.62891567879165,0.00191607751873198,-0.129044992661608,-0.12891567879165,3,0.999995946884155
1,87,87,-8,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,275.2,278.39,13,-8.09332935039541,-8.09333572086031,0.0030137729736379,-0.0933293503954129,-0.0933357208603116,3,0.999995589256287
1,88,88,-7.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,278.4,281.59,13,-7.55854346762999,-7.556403582498,0.0051904023920659,-0.0585434676299856,-0.0564035824980014,3,0.999992728233337
1,89,89,-7,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,281.6,284.79,13,-7.01414964313647,-7.01507119327525,0.0105474605059046,-0.0141496431364665,-0.0150711932752516,3,0.999992489814758
1,90,90,-6.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,284.8,287.99,13,-6.51956625382573,-6.51601222399852,0.00833147705698071,-0.019566253825734,-0.0160122239985236,3,0.999994158744812
1,91,91,-6,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,288,291.19,13,-5.99615092848109,-5.99549752894212,0.023152969165759,0.00384907151891412,0.00450247105787938,3,0.999996781349182
1,92,92,-5.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,291.2,294.39,13,-5.51044422377043,-5.50982779919784,0.0384814150054074,-0.0104442237704312,-0.00982779919783816,3,0.999999284744263
