case_name,n,acc_main_mean,acc_main_std,acc_turn_mean,acc_turn_std,acc_turn_pure_mean,acc_turn_pure_std,acc_turn_transition_mean,acc_turn_transition_std,turn_right_recall_mean,turn_right_recall_std,turn_left_recall_mean,turn_left_recall_std,theta_mae_deg_mean,theta_mae_deg_std,theta_abs_le_10_p95_abs_err_deg_mean,theta_abs_le_10_p95_abs_err_deg_std,theta_neg_10_8_p95_abs_err_deg_mean,theta_neg_10_8_p95_abs_err_deg_std,theta_pos_8_10_p95_abs_err_deg_mean,theta_pos_8_10_p95_abs_err_deg_std,theta_neg_2_0p5_p95_abs_err_deg_mean,theta_neg_2_0p5_p95_abs_err_deg_std,theta_pos_0p5_2_p95_abs_err_deg_mean,theta_pos_0p5_2_p95_abs_err_deg_std,flat_recall_mean,flat_recall_std,stall_recall_mean,stall_recall_std,slope_recall_mean,slope_recall_std,uphill_recall_mean,uphill_recall_std,downhill_recall_mean,downhill_recall_std,flat_as_slope_mean,flat_as_slope_std
tcn96_rawtheta_sym,5,0.736940798285561,0.0101494757087986,0.768818644521832,0.0125175290570116,0.806378986866792,0.0125066447230151,0.544299065420561,0.0163698198473356,0.712423124231242,0.039594170452352,0.765027322404372,0.0362730001293764,0.314148788079603,0.0217567938743979,0.985621580996197,0.141073992611406,0.784136175635899,0.106472803442968,0.66194427957056,0.135430942705113,0.824451897516546,0.0437791118211061,1.80855271810577,0.341967363651777,0.585997357992074,0.0335441379088061,0.57948717948718,0.0185294729817767,0.783350821965722,0.022133451751348,0.777524244152881,0.028531088277624,0.637251744498121,0.0219531160679636,0.410303830911493,0.0339962878675765
