path_tag,path_role,controller,zone,t0,t1,duration_s,n_samples,ey_rmse,ey_peak,ey_iae,epsi_rmse,epsi_peak,ev_rmse,ev_peak,eomega_rmse,eomega_peak,xy_rmse,xy_peak,F_rms,F_peak,F_sat595_pct,F_limit_hit_pct,omega_cmd_rms,omega_cmd_peak,omega_sat060_pct,omega_limit_hit_pct,viol_rate,j_du,dF_rms,domega_cmd_rms,solve_time_p50_ms,solve_time_p95_ms,solve_time_p99_ms,solve_time_max_ms,timeout_rate,theta_mae_deg,theta_peak_deg,theta_sched_mae_deg,theta_hat_step_p95_deg,theta_sched_step_p95_deg,main_acc_pct,turn_acc_pct,flat_false_slope_pct,slope_recall_pct,right_recall_pct,left_recall_pct,pred_main_1_pct,pred_main_2_pct,pred_main_3_pct,pred_turn_m1_pct,pred_turn_0_pct,pred_turn_1_pct
path_factory_logistics_showcase_theta10_v3,industrial_factory_logistics_transport,ModernTCN,all,0,190,190,18951,0.0245874609316147,0.0939922479837368,2.48405398134843,0.043754511810438,0.167513100248761,0.053477878280232,0.190203210968939,0.0306930216550044,0.210590174078852,0.803550269364692,1.80747383586158,152.340255053044,285.675884258571,0,0,0.0934076086745542,0.885983862141834,0.0580444303730674,0,0,0.599076410510401,0.773916567812523,0.011382292198177,0.0212677,0.033627965,0.0450183250000002,1.8387356,0,0.897377805501962,2.86971938788866,0.923914464944868,0.0115872280318676,0.00904855289017109,94.1375125323202,81.3941216822331,4.58604875693942,93.14580403188,78.1954887218045,34.4566133108677,45.575431375653,0,54.424568624347,17.5294179726664,75.3627776898317,7.10780433750198
path_factory_logistics_showcase_theta10_v3,industrial_factory_logistics_transport,GRU,all,0,190,190,18951,0.06232803794267,0.369619872655338,6.10974819353243,0.171351680504205,0.707988731690454,0.0753078258195945,0.196241128038734,0.0652708775334986,0.323764872521927,1.66414310061046,3.65631007909039,152.719326734412,325.035346080072,0,0,0.17181311454445,1.55445970907783,1.98406416547939,0,0,7.02976505781702,2.65129968593145,0.0193657738499398,0.0123328,0.017827025,0.022385371,0.3070905,0,0.366353224149829,2.0020421451946,0.341450734266633,0.0137679871832325,0.0103252384149589,92.2167695636114,80.0696533164477,4.17571807868694,89.5171120487576,63.0325814536341,72.7604605447908,45.9236979578914,1.87325207113081,52.2030499709778,16.5848767875046,64.1971399926125,19.2179832198829
path_factory_logistics_showcase_theta10_v3,industrial_factory_logistics_transport,TCN,all,0,190,190,18951,0.036404389933253,0.186229471736308,3.80450095294716,0.106084508842071,0.434123948970297,0.115381516961862,0.557433228863735,0.0474005611634887,0.276792828159063,1.35377375366083,3.51925119806706,161.167741961237,720.00000003689,0.43269484459923,0.406311012611472,0.130869021665317,1.43644017795988,0.453801910189436,0.168856524721651,5.27676639755158e-05,235.673671041781,15.3516030621846,0.0442093078916703,0.0114812,0.01638245,0.020804829,0.6190119,0,0.258982446936612,1.77815202951058,1.70767964302162,0.0156222098535369,0.0594519130930435,74.7137354229328,86.090443776054,1.84648805213613,56.502578527895,92.7067669172932,41.2805391743892,66.9832726505198,0.411587779009023,32.6051395704712,20.0622658434911,71.3840958260778,8.55363833043111
path_factory_logistics_showcase_theta10_v3,industrial_factory_logistics_transport,LPV-MPC_theta0,all,0,190,190,18951,26.2526696757376,43.0540704591554,3547.96628551758,1.65174952377751,3.14072792111789,0.704950114599037,0.98,0.0707723976913005,0.245292303119539,32.0981377717694,64.8186764327201,493.919196491522,662.208093067135,53.1264840905493,53.0209487625983,1.05432250208504,1.36752764651447,63.4689462297504,62.508574745396,0.103952298031766,285.928966965527,16.9094295803625,0.0125790416888655,NaN,NaN,NaN,NaN,NaN,3.13393205106463,7.5,3.13393205106463,0,0,43.7232863701124,60.155136932088,0,0,0,0,100,0,0,0,100,0
path_factory_logistics_showcase_theta10_v3,industrial_factory_logistics_transport,LPV-MPC_IMU_theta,all,0,190,190,18951,26.471775533189,43.4999157358101,3566.27102346681,1.61549592430037,3.14154629180624,0.702469032160326,0.98,0.0707470464874183,0.244673484308502,32.120992046193,64.3301664300265,493.232533754684,662.208027290906,52.989288164213,52.8520922378766,1.05116712967158,1.36331366191487,63.0415281515487,62.0758799007968,0.103952298031766,285.81795306789,16.9061467202088,0.0124957057715631,NaN,NaN,NaN,NaN,NaN,2.95285541861654,7.15802744637195,2.9521853850681,0.00117452187297846,0.000385247888173258,43.7232863701124,60.155136932088,0,0,0,0,100,0,0,0,100,0
path_factory_logistics_showcase_theta10_v3,industrial_factory_logistics_transport,LPV-MPC_oracle_theta,all,0,190,190,18951,0.0235823975309393,0.103767202155687,2.2281361649468,0.0315495757138177,0.0885493394268475,0.00806574678159265,0.135035277189925,0.0109628575208177,0.0668974192310785,0.560167900744061,0.801108895524029,151.982941510559,285.510660564526,0,0,0.0771946756281585,0.210250737583763,0,0,0,0.0608520452315337,0.246676090017976,0.00171809341333107,NaN,NaN,NaN,NaN,NaN,0.00195240356709409,0.0351557922363363,0.072169332475467,0.0187570190429667,0.00628017832647771,43.7232863701124,60.155136932088,0,0,0,0,100,0,0,0,100,0
path_closed_loop_long_updown_theta10_v1,long_updown,ModernTCN,all,0,44,44,4351,0.0334339210955141,0.089866551674413,0.874494384521712,0.0207123221005022,0.0528322717397297,0.0636577494385886,0.146863183581791,0.0181466054331191,0.0566686141290029,0.315671153909618,0.653788428420479,189.319956196479,272.743771800294,0,0,0.063267544512929,0.152343990631656,0,0,0,14.2367741593444,3.77316489366895,0.000918982354090888,0.0240559,0.035267725,0.0461701079999999,2.0724762,0,0.774817731241961,2.55338858376083,1.03760336700404,0.0351688081478763,0.0385656164063561,93.1739829924155,77.4764421971961,19.5205479452055,96.3741007194245,64.8106904231626,0,19.0990576878878,0,80.9009423121122,6.68811767409791,93.3118823259021,0
path_closed_loop_long_updown_theta10_v1,long_updown,GRU,all,0,44,44,4351,0.0442358065730015,0.121807991488976,1.13182104863533,0.0366434562791281,0.116673206492099,0.0970428865320661,0.177443021540353,0.0511731959906656,0.197934880942152,0.597169312559796,1.16595983478906,189.752218418552,272.195168197695,0,0,0.1269088744922,0.964057273903771,0.643530222937256,0,0,1.60686231059683,1.26753466562572,0.0147709862208497,0.0125291,0.01863502,0.022660241,0.4004623,0,0.377007157266612,2.25182521746118,0.667196886487468,0.0342844650726356,0.0334544356863339,85.9112847621237,66.8352102964836,48.2876712328767,94.5323741007194,85.7461024498886,48.661800486618,14.7782119053091,0,85.2217880946909,21.3973799126638,59.9632268444036,18.6393932429327
path_closed_loop_long_updown_theta10_v1,long_updown,TCN,all,0,44,44,4351,0.0486561023128172,0.112198810959734,1.32017104857365,0.0453219553758785,0.164721726791925,0.131512363507601,0.24428832028472,0.0570306697801469,0.213516132006858,0.854675129781067,1.8744315642399,192.784260615657,377.594254842955,0,0,0.129737164691428,1.30498427023647,0.827396000919329,0,0,46.7564436772639,6.83780838865354,0.0286376906061702,0.0114008,0.01686983,0.02169993,0.5054503,0,0.571618966163734,1.78084795115398,1.81130864905715,0.0364611627949686,0.0784879895558647,75.1321535279246,78.2808549758676,0,68.863309352518,45.8797327394209,30.0486618004866,45.0011491611124,0,54.9988508388876,6.34336934038152,86.6697310962997,6.98689956331878
path_closed_loop_long_updown_theta10_v1,long_updown,LPV-MPC_theta0,all,0,44,44,4351,0.101933873444739,0.280501644746719,2.97178812064625,0.173523932604969,0.437919289334916,0.191156421643823,0.317839721457742,0.104500278947262,0.409734876404233,2.01285438572532,3.09887774493346,198.176525254618,714.620289267382,0.827396000919329,0.758446334176051,0.184501659956126,1.43068082123794,1.1261778901402,0.321765111468628,0.00183865777982073,707.193806702696,26.5930026875643,0.0775548960089901,NaN,NaN,NaN,NaN,NaN,4.57315961204316,6.6,4.57315961204316,0,0,20.133302689037,70.7883245230981,0,0,0,0,100,0,0,0,100,0
path_closed_loop_long_updown_theta10_v1,long_updown,LPV-MPC_IMU_theta,all,0,44,44,4351,0.0952415048907576,0.265143754606692,2.77026589489314,0.162701817979835,0.411287377334128,0.179287057486474,0.284778859913166,0.0988385341354817,0.403252399179104,1.92103298411575,2.94300194584869,197.451368897619,713.747814408501,0.758446334176051,0.689496667432774,0.17504937380342,1.42825638915028,1.0112617789014,0.27579866697311,0.00183865777982073,639.339774267922,25.2850634192867,0.0730900169247639,NaN,NaN,NaN,NaN,NaN,4.2931596315841,6.21107271429816,4.2959106106784,0.00573608211101722,0.00211099569021443,20.133302689037,70.7883245230981,0,0,0,0,100,0,0,0,100,0
