model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,model_file,meta_file,report_file
TCN,11,78,0.855371900826446,0.914256198347107,0.937426210153483,0.752066115702479,0.427747617600932,0.933682373472949,1,0.678233438485804,0.57847533632287,0.914893617021277,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_transition_rich_v2_seed11_staged.mat,E:\Matlab\Simulink\S-Function_16\data\models\TCN_meta_transition_rich_v2_seed11_staged.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\transition_rich_v2_seed11\tcn_staged\TCN_train_report.md
GRU,11,35,0.934917355371901,0.878099173553719,0.9185360094451,0.59504132231405,0.440673262655172,0.93542757417103,0.974358974358974,0.924290220820189,0.910313901345291,0.957446808510638,E:\Matlab\Simulink\S-Function_16\data\models\GRU_model_transition_rich_v2_seed11_h96_l2_inputstats.mat,E:\Matlab\Simulink\S-Function_16\data\models\GRU_meta_transition_rich_v2_seed11_h96_l2_inputstats.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\transition_rich_v2_seed11\gru_h96_l2_inputstats\GRU_train_report.md
