run_idx,segment_idx,ref_segment_idx,theta_true_deg,repeat_idx,variant_idx,variant_name,v_ref,omega_ref,radius_m,segment_duration,noise_variant,t0,t1,n_windows,theta_pred_median_deg,theta_pred_mean_deg,theta_pred_std_deg,error_median_deg,error_mean_deg,label_main_mode,conf_main_median
1,1,1,-10,1,1,straight_v080,0.8,0,Inf,3.2,clean,0,3.19,13,-9.5768652211424,-9.57106540541362,0.0332328591645226,0.4231347788576,0.428934594586378,3,0.99999988079071
1,2,2,-10,2,2,straight_v095,0.95,0,Inf,3.2,clean,3.2,6.39,13,-9.99364507184387,-9.98948863903433,0.0233951144912137,0.0063549281561297,0.0105113609656673,3,0.999997973442078
1,3,3,-10,3,3,straight_v115,1.15,0,Inf,3.2,clean,6.4,9.59,13,-10.1072772215181,-10.1065723328608,0.005950779189133,-0.10727722151808,-0.106572332860756,3,0.999999523162842
1,4,4,-10,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,9.6,12.79,13,-10.1344963791342,-10.1345093170887,0.0166890183723341,-0.134496379134227,-0.134509317088712,3,0.999995708465576
1,5,5,-10,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,12.8,15.99,13,-9.93584971863451,-9.93912840646081,0.0284313237369938,0.0641502813654853,0.0608715935391917,3,0.999999761581421
1,6,6,-9.8,1,1,straight_v080,0.8,0,Inf,3.2,clean,16,19.19,13,-9.78766791081744,-9.7847792005228,0.0679959850522762,0.0123320891825589,0.015220799477202,3,0.99992835521698
1,7,7,-9.8,2,2,straight_v095,0.95,0,Inf,3.2,clean,19.2,22.39,13,-9.89110344183447,-9.8905438260468,0.00648208889781331,-0.0911034418344681,-0.0905438260467992,3,0.999996662139893
1,8,8,-9.8,3,3,straight_v115,1.15,0,Inf,3.2,clean,22.4,25.59,13,-9.51754673574813,-9.52651556222711,0.021169364228679,0.282453264251869,0.273484437772892,3,1
1,9,9,-9.8,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,25.6,28.79,13,-9.81916020553308,-9.80991895958605,0.0225885902768291,-0.019160205533078,-0.00991895958604871,3,0.999999523162842
1,10,10,-9.8,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,28.8,31.99,13,-9.83208548476368,-9.83113090015228,0.0440185470449204,-0.0320854847636802,-0.0311309001522755,3,0.99999988079071
1,11,11,-9.6,1,1,straight_v080,0.8,0,Inf,3.2,clean,32,35.19,13,-9.68372182315996,-9.64199107487847,0.250386363949862,-0.0837218231599568,-0.0419910748784726,3,1
1,12,12,-9.6,2,2,straight_v095,0.95,0,Inf,3.2,clean,35.2,38.39,13,-9.61077028018234,-9.59259797082146,0.0472495098269234,-0.0107702801823439,0.00740202917853772,3,0.999999284744263
1,13,13,-9.6,3,3,straight_v115,1.15,0,Inf,3.2,clean,38.4,41.59,13,-9.29753524352462,-9.30341905744521,0.0154834004924853,0.302464756475381,0.29658094255479,3,1
1,14,14,-9.6,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,41.6,44.79,13,-9.81017936054816,-9.83137330619292,0.143292920405218,-0.210179360548159,-0.231373306192916,3,1
1,15,15,-9.6,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,44.8,47.99,13,-9.6345026262272,-9.62605722866827,0.0171186893592332,-0.0345026262271997,-0.0260572286682699,3,0.999999761581421
1,16,16,-9.4,1,1,straight_v080,0.8,0,Inf,3.2,clean,48,51.19,13,-9.54430912446353,-9.54903187190012,0.0671504210521782,-0.144309124463534,-0.149031871900117,3,0.99999988079071
1,17,17,-9.4,2,2,straight_v095,0.95,0,Inf,3.2,clean,51.2,54.39,13,-9.403953005888,-9.39979177881107,0.00816294392935985,-0.00395300588800218,0.000208221188932711,3,1
1,18,18,-9.4,3,3,straight_v115,1.15,0,Inf,3.2,clean,54.4,57.59,13,-9.20754323234147,-9.16412174954082,0.13642672625626,0.19245676765853,0.235878250459177,3,1
1,19,19,-9.4,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,57.6,60.79,13,-9.40779840239072,-9.40928409988499,0.00484106964535238,-0.00779840239072094,-0.0092840998849919,3,1
1,20,20,-9.4,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,60.8,63.99,13,-9.41874121921473,-9.41249074235052,0.042261461945796,-0.0187412192147267,-0.0124907423505185,3,0.99999988079071
1,21,21,-9.2,1,1,straight_v080,0.8,0,Inf,3.2,clean,64,67.19,13,-9.20029725540573,-9.19734838690647,0.00882646838831021,-0.000297255405733665,0.00265161309352457,3,0.999997735023499
1,22,22,-9.2,2,2,straight_v095,0.95,0,Inf,3.2,clean,67.2,70.39,13,-9.06442174092573,-8.93055318558848,0.233288745187477,0.135578259074268,0.269446814411518,3,1
1,23,23,-9.2,3,3,straight_v115,1.15,0,Inf,3.2,clean,70.4,73.59,13,-9.18609814589492,-9.20275238003787,0.0344760468434399,0.013901854105077,-0.00275238003787237,3,0.999947547912598
1,24,24,-9.2,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,73.6,76.79,13,-9.19034993865326,-9.20049782653771,0.0336959030906544,0.0096500613467434,-0.000497826537706914,3,1
1,25,25,-9.2,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,76.8,79.99,13,-9.3621018755224,-9.28585778731546,0.186353505412426,-0.162101875522398,-0.0858577873154633,3,1
1,26,26,-9,1,1,straight_v080,0.8,0,Inf,3.2,clean,80,83.19,13,-8.95677283696445,-8.95282702354596,0.0172962677482337,0.0432271630355476,0.0471729764540427,3,1
1,27,27,-9,2,2,straight_v095,0.95,0,Inf,3.2,clean,83.2,86.39,13,-8.95035672801287,-8.94591611992893,0.0161729049922948,0.0496432719871294,0.0540838800710741,3,0.999999642372131
1,28,28,-9,3,3,straight_v115,1.15,0,Inf,3.2,clean,86.4,89.59,13,-8.61237933108678,-8.51098018156585,0.195567016806321,0.387620668913224,0.48901981843415,3,1
1,29,29,-9,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,89.6,92.79,13,-9.02595582306751,-9.00433328305233,0.0491984966511348,-0.0259558230675108,-0.00433328305233438,3,0.999998450279236
1,30,30,-9,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,92.8,95.99,13,-8.9714748191529,-8.99678559564499,0.0559340435538637,0.0285251808470957,0.00321440435500797,3,0.999976754188538
1,31,31,-8.8,1,1,straight_v080,0.8,0,Inf,3.2,clean,96,99.19,13,-9.41072343090278,-9.36024399839326,0.364662356713945,-0.610723430902778,-0.560243998393256,3,1
1,32,32,-8.8,2,2,straight_v095,0.95,0,Inf,3.2,clean,99.2,102.39,13,-8.71261064960942,-8.71129327687325,0.00757734623213713,0.0873893503905787,0.088706723126748,3,1
1,33,33,-8.8,3,3,straight_v115,1.15,0,Inf,3.2,clean,102.4,105.59,13,-8.77164738970043,-8.77503956374678,0.0101188409176581,0.0283526102995744,0.0249604362532256,3,0.99999988079071
1,34,34,-8.8,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,105.6,108.79,13,-8.73112899999662,-8.74346412461297,0.0628473589813188,0.0688710000033819,0.0565358753870271,3,1
1,35,35,-8.8,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,108.8,111.99,13,-8.70194787054139,-8.64796822878182,0.162935557307973,0.0980521294586154,0.152031771218184,3,0.999998092651367
1,36,36,-8.6,1,1,straight_v080,0.8,0,Inf,3.2,clean,112,115.19,13,-8.5421419345306,-8.52973863937233,0.0821104790447094,0.0578580654694019,0.0702613606276667,3,0.99999988079071
1,37,37,-8.6,2,2,straight_v095,0.95,0,Inf,3.2,clean,115.2,118.39,13,-8.61039943000112,-8.5627951130828,0.140075971436546,-0.0103994300011205,0.0372048869172001,3,1
1,38,38,-8.6,3,3,straight_v115,1.15,0,Inf,3.2,clean,118.4,121.59,13,-8.50026092208737,-8.50897118650133,0.0269653010395926,0.0997390779126288,0.0910288134986743,3,0.999910950660706
1,39,39,-8.6,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,121.6,124.79,13,-8.55645203461542,-8.55598942064894,0.0198194619297079,0.0435479653845796,0.0440105793510561,3,0.99994957447052
1,40,40,-8.6,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,124.8,127.99,13,-8.68897221866565,-8.75455996394435,0.276417111924007,-0.0889722186656545,-0.154559963944347,3,1
1,41,41,-8.4,1,1,straight_v080,0.8,0,Inf,3.2,clean,128,131.19,13,-8.46432985818487,-8.46143326690273,0.0109996711333819,-0.0643298581848732,-0.0614332669027267,3,1
1,42,42,-8.4,2,2,straight_v095,0.95,0,Inf,3.2,clean,131.2,134.39,13,-8.43773737042507,-8.4231580032672,0.0283022324601611,-0.0377373704250736,-0.0231580032672021,3,1
1,43,43,-8.4,3,3,straight_v115,1.15,0,Inf,3.2,clean,134.4,137.59,13,-8.2806489959303,-8.28337161441331,0.019347244497423,0.119351004069696,0.116628385586694,3,0.999998450279236
1,44,44,-8.4,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,137.6,140.79,13,-8.33348819312317,-8.38813220212931,0.138058139060745,0.0665118068768304,0.0118677978706856,3,1
1,45,45,-8.4,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,140.8,143.99,13,-8.58183472511848,-8.58539955846606,0.0686794912010673,-0.181834725118479,-0.185399558466061,3,0.999981999397278
1,46,46,-8.2,1,1,straight_v080,0.8,0,Inf,3.2,clean,144,147.19,13,-8.03877492194723,-8.04085583102273,0.00512790383243604,0.161225078052771,0.159144168977273,3,0.999947905540466
1,47,47,-8.2,2,2,straight_v095,0.95,0,Inf,3.2,clean,147.2,150.39,13,-8.13308019759124,-8.15806279662869,0.0671500570256779,0.0669198024087585,0.0419372033713117,3,0.999857544898987
