model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,model_file,meta_file,report_file
TCN,101,71,0.900826446280992,0.901859504132231,0.92443919716647,0.743801652892562,0.614785082293691,0.952879581151832,1,0.782334384858044,0.726457399103139,0.914893617021277,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_transition_rich_v2_seed101_staged.mat,E:\Matlab\Simulink\S-Function_16\data\models\TCN_meta_transition_rich_v2_seed101_staged.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\transition_rich_v2_seed101\tcn_staged\TCN_train_report.md
GRU,101,49,0.944214876033058,0.891528925619835,0.919716646989374,0.694214876033058,0.329565027616867,0.945898778359511,0.987179487179487,0.930599369085173,0.919282511210762,0.957446808510638,E:\Matlab\Simulink\S-Function_16\data\models\GRU_model_transition_rich_v2_seed101_h96_l2_inputstats.mat,E:\Matlab\Simulink\S-Function_16\data\models\GRU_meta_transition_rich_v2_seed101_h96_l2_inputstats.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\transition_rich_v2_seed101\gru_h96_l2_inputstats\GRU_train_report.md
