algorithm_id,anchor_role,viol_rate_abs_increase,closed_loop_main_acc_drop,omega_cmd_rms_ratio,delta_u_proxy_ratio,offline_acc_main_drop,stall_recall_drop,slope_recall_drop,theta_edge_p95_ratio,flat_peak_theta_error_ratio,J_control
baseline_lock,pass_anchor,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
uncertainty_seed101_rerun_20260622,pass_anchor,0.0,0.02006228638078099,0.9788561712558539,0.9903884644129484,-0.0005552470849530255,0.02083333333333337,-0.004363636363636347,0.8241827776896058,0.9828569763798618,0.94411711953914
mode_theta_detach_flatreg001_seed21_rerun_20260622,pass_anchor,0.0,-0.009900691043019947,0.9903654823972926,1.0282752224237062,-0.0027762354247642396,0.05208333333333337,-0.006181818181818177,0.9623354880851166,1.1374069268796805,1.10611148729323
GRU_seed101,pass_anchor,0.0,0.011530029011700976,4.826688606797885,38.832879644941556,0.006662965019432976,0.08333333333333304,-0.006181818181818066,0.9748920659183198,1.091095144641765,14.2610395101703
TCN_seed101,reject_anchor,0.0,0.18867914403037403,3.678131319109624,63.99779041208464,0.22293170460855094,0.1875,0.14436363636363592,1.4808440764051056,1.2228118255986997,18.2504093965701
