algorithm_recipe,target_seed_set,available_seed_rows,extra_non_target_seeds,missing_offline_target_seeds,missing_closed_loop_target_seeds,offline_pass_count,closed_loop_count,mean_J_control,median_J_control,best_J_control,worst_J_control,std_J_control,deployment_pass_rate_vs_champion,path_catastrophic_count,recipe_multiseed_status,notes
ModernTCN_small_base,21/42/101,21/42/73/101,73,none,none,1,3,11.4571022850478,13.7637421354444,1.00578398807548,19.6017807316235,7.76501617388702,0,2,complete_base_recipe_distribution_available,Complete ModernTCN_small base seed21/42/101 same-path closed-loop distribution is available.
Uncertainty_weighted_same_recipe,21/42/101,21/42/101,none,none,none,1,3,4.66533183252969,1.13638158707013,0.94411711953914,11.9154967909798,5.12724164633852,0.333333333333333,1,complete_uncertainty_recipe_better_by_mean_J,Complete same-seed comparison is available; uncertainty recipe has lower mean J_control than ModernTCN_small base.
Uncertainty_stability_s01,21/42/101,21/42/101,none,none,none,3,3,1.14117693860143,1.14311774157566,1.10544617766553,1.17496689656309,0.0284148743459827,0,2,complete_secondary_recipe_distribution_available_but_fails_champion,Secondary recipe comparison is available; this recipe is more stable than ModernTCN_small base by mean J_control but all seeds fail the locked champion gate.
BI_BU_A2_freeze_early,21/42/101,21/42/101,none,none,101,3,2,1.86700494296025,1.86700494296025,1.61319158327678,2.12081830264372,0.25381335968347,0,4,sentinel_failed_no_full_recipe_claim,A2 seed21/42 failed the deployment sentinel; seed101 full closed-loop was not promoted.
