model,case_name,seed,status,input_dim,best_epoch,base_best_epoch,train_seconds,loss_total,acc_main,acc_turn,acc_turn_transition,theta_mae_deg,theta_abs_le_10_p95_abs_err_deg,theta_flat_bias_deg,flat_recall,stall_recall,slope_recall,hidden_size,num_layers,num_blocks,num_filters,kernel_size,train_windows,dataset_file,model_file,meta_file,report_file,error_message,root
GRU,inputstats_hidden96_l2,101,trained,22,20,NaN,1031.8544567,0.354827569990323,0.949750138811771,0.51082731815658,0.38301043219076,0.610206026368417,1.91459416671204,0.309918435372814,0.947089947089947,0.614583333333333,0.962181818181818,96,2,NaN,NaN,NaN,NaN,E:\Matlab\Simulink\S-Function_16\data\tcn\ModernTCN_dataset_agv_dualsteer_theta10_uniform_conf_h0_v5_plantfix_passive17_plus_all5.mat,E:\Matlab\Simulink\S-Function_16\results\paper\agv_model_parameter_correction_workflow\08_models\models\GRU_model_smoke_gru_v5_plantfix_passive17_plus_all5_seed101.mat,E:\Matlab\Simulink\S-Function_16\results\paper\agv_model_parameter_correction_workflow\08_models\models\GRU_meta_smoke_gru_v5_plantfix_passive17_plus_all5_seed101.mat,E:\Matlab\Simulink\S-Function_16\results\paper\agv_model_parameter_correction_workflow\08_models\matlab_logs\smoke_gru_v5_plantfix_passive17_plus_all5_seed101\GRU_train_report.md,,E:\Matlab\Simulink\S-Function_16
TCN,tcn96_rawtheta_sym,21,trained,22,20,13,1187.5281458,0.574022537675397,0.710161021654636,0.498889505830094,0.344262295081967,0.902826747860749,2.59752995353292,0.283496514714637,0.130952380952381,0.479166666666667,0.877454545454545,NaN,NaN,6,96,3,NaN,E:\Matlab\Simulink\S-Function_16\data\tcn\ModernTCN_dataset_agv_dualsteer_theta10_uniform_conf_h0_v5_plantfix_passive17_plus_all5.mat,E:\Matlab\Simulink\S-Function_16\results\paper\agv_model_parameter_correction_workflow\08_models\models\TCN_model_smoke_tcn_v5_plantfix_passive17_plus_all5_seed21.mat,E:\Matlab\Simulink\S-Function_16\results\paper\agv_model_parameter_correction_workflow\08_models\models\TCN_meta_smoke_tcn_v5_plantfix_passive17_plus_all5_seed21.mat,E:\Matlab\Simulink\S-Function_16\results\paper\agv_model_parameter_correction_workflow\08_models\matlab_logs\smoke_tcn_v5_plantfix_passive17_plus_all5_seed21\TCN_train_report.md,,E:\Matlab\Simulink\S-Function_16
