case_index,controller,model_name,path_name,path_file,ref_file,disturbance_level,disturbance_scale,disturbance_noise_scale,disturbance_process_scale,noise_enabled,noise_signature,process_signature,seed,status,message,elapsed_sec,n_samples,ey_rmse,ey_peak,epsi_rmse,epsi_peak,ev_rmse,eomega_rmse,j_du,viol_rate,F_sat_pct,omega_sat_pct,realtime_p50_ms,realtime_p95_ms,realtime_p99_ms,timeout_rate,timeseries_file
1,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,3510.8401608,14950,0.018344959516169,0.105130521599547,0.105161939840142,0.231032910557101,0.0508886177874594,0.0384840091938865,983705.556790601,0.000535117056856187,0.0535117056856187,0,0.02759865,0.469558055,0.494686767,0,
2,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,3403.9896017,14950,0.0202145818383252,0.118577940471065,0.108888873173859,0.24695232458515,0.0528211426243703,0.0414930468809029,1704657.96777223,0.00167224080267559,0.160535117056856,0.0267558528428094,0.21061415,0.46582992,0.489543577,0,
3,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,3393.4593573,14950,0.0152300704407674,0.0712813784064021,0.0840897269077711,0.177276496180658,0.0450834987798593,0.0333811564260283,533772.944696622,0,0,0,0.2197815,0.46309378,0.486143268,0,
4,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,3397.5820927,14950,0.0168268072803885,0.0830941987080013,0.0884220298342841,0.194191116809899,0.0473328393191792,0.035437448175807,677585.385749639,6.68896321070234e-05,0,0.0133779264214047,0.21129595,0.463095225,0.487475502,0,
5,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,2704.5449194,11950,0.0452582024387256,0.189355508385647,0.056931277704845,0.328959473048656,0.0110092407845809,0.052307023668987,18254.7812537664,0,0,0,0.1778765,0.464778845,0.489136816,0,
6,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,2707.1732483,11950,0.0451761894752892,0.191167099493121,0.0574179805298226,0.33031626427662,0.010698945221879,0.0526653647416187,16073.500294297,0,0,0,0.1829739,0.46639665,0.489594195,0,
7,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,2702.544209,11950,0.0451775540138098,0.181543138731718,0.0528431432127574,0.311408136278173,0.00991552927436663,0.050244690139905,17621.6614784976,0,0,0,0.17873135,0.465533235,0.489364346,0,
8,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,2717.0225705,11950,0.0451661581072436,0.183420808307675,0.0533191868010288,0.313020932101379,0.00941831182982122,0.0506562714334314,13246.621149295,0,0,0,0.18313575,0.46873446,0.493135447,0,
9,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,2710.7338269,11950,0,0,0,0,0.0720330372332525,0,1160113.16605745,0,0,0,0.1844493,0.467907875,0.492880853,0,
10,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,2692.1330596,11950,0,0,0,0,0.0726458417353542,0,1163464.56304521,0,0,0,0.17271435,0.46554009,0.487589488,0,
