model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,main_confidence_mean,main_low_conf_0p60_ratio,main_low_conf_0p70_ratio,turn_confidence_mean,turn_low_conf_0p60_ratio,turn_low_conf_0p70_ratio,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,theta_abs_le_8_mae_deg,theta_abs_le_8_rmse_deg,theta_abs_le_8_p95_abs_err_deg,theta_abs_le_8_max_abs_err_deg,theta_abs_le_8_bias_deg,theta_abs_le_10_mae_deg,theta_abs_le_10_rmse_deg,theta_abs_le_10_p95_abs_err_deg,theta_abs_le_10_max_abs_err_deg,theta_abs_le_10_bias_deg,theta_pos_8_10_mae_deg,theta_pos_8_10_rmse_deg,theta_pos_8_10_p95_abs_err_deg,theta_pos_8_10_max_abs_err_deg,theta_pos_8_10_bias_deg,theta_pos_8_10_n,theta_neg_10_8_mae_deg,theta_neg_10_8_rmse_deg,theta_neg_10_8_p95_abs_err_deg,theta_neg_10_8_max_abs_err_deg,theta_neg_10_8_bias_deg,theta_neg_10_8_n,theta_pos_6_8_mae_deg,theta_pos_6_8_rmse_deg,theta_pos_6_8_p95_abs_err_deg,theta_pos_6_8_max_abs_err_deg,theta_pos_6_8_bias_deg,theta_pos_6_8_n,theta_neg_8_6_mae_deg,theta_neg_8_6_rmse_deg,theta_neg_8_6_p95_abs_err_deg,theta_neg_8_6_max_abs_err_deg,theta_neg_8_6_bias_deg,theta_neg_8_6_n,theta_active_abs_ge_2_mae_deg,theta_active_abs_ge_2_p95_abs_err_deg,theta_neg_4_2_mae_deg,theta_neg_4_2_p95_abs_err_deg,theta_neg_4_2_bias_deg,theta_neg_2_0p5_mae_deg,theta_neg_2_0p5_p95_abs_err_deg,theta_neg_2_0p5_bias_deg,theta_pos_0p5_2_mae_deg,theta_pos_0p5_2_p95_abs_err_deg,theta_pos_0p5_2_bias_deg,theta_flat_abs_p95_deg,theta_flat_abs_max_deg,theta_flat_bias_deg,theta_near_flat_abs_p95_deg,theta_near_flat_abs_max_deg,theta_near_flat_bias_deg,theta_true_zero_mae_deg,theta_true_zero_abs_p95_deg,theta_true_zero_abs_max_deg,theta_true_zero_bias_deg,theta_flat_turn_abs_p95_deg,theta_flat_turn_abs_max_deg,theta_edge_p95_abs_err,false_turn_straight,flat_peak_theta_error,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,101,83,0.967518045530261,0.5871737923375903,0.609007164790174,0.4918032786885246,0.9902254952452278,0.006662965019433648,0.0138811771238201,0.8428706243265877,0.12909494725152693,0.2243198223209328,0.6245306633291614,0.5649249870667357,0.6022988505747127,0.6092251539230347,0.6077364683151245,0.824645459651947,1.4930918216705322,5.578203201293945,-0.10626602172851562,0.6092251539230347,0.8509090542793274,1.5221837759017944,5.97723388671875,-0.11324609816074371,0.7734510898590088,1.1163541078567505,2.2706704139709473,5.933554649353027,-0.5019445419311523,328.0,0.472378134727478,0.7703601121902466,1.1722338199615479,5.97723388671875,0.18384528160095215,363.0,0.5408591032028198,0.8072559237480164,1.3541227579116821,4.469675540924072,-0.13715842366218567,378.0,0.502225399017334,0.6988929510116577,1.2909470796585083,4.528381824493408,-0.12963861227035522,378.0,0.6077614426612854,1.5630565881729126,0.6788365244865417,1.6303362846374512,-0.38521531224250793,0.5516534447669983,1.399860143661499,-0.14867785573005676,0.7383606433868408,1.3717970848083496,-0.40070173144340515,2.33514666557312,5.244269371032715,-0.27147603034973145,1.6102848052978516,4.568820476531982,-0.2369401901960373,nan,nan,nan,nan,1.4256750345230103,3.561272621154785,2.2706704139709473,0.43507501293326434,5.244269371032715,0.958994708994709,0.6979166666666666,0.9792727272727273,0.7568807339449541,0.7962542565266743,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_sci_innovation\01_loss_optimization\uncertainty_seed101\modern_tcn_seed101.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_sci_innovation\01_loss_optimization\uncertainty_seed101\ModernTCN_train_report.md
