source_scope,candidate_id,raw_candidate_id,path_tag,J_control_path,path_fail,path_catastrophic,ey_rmse,xy_rmse,epsi_rmse,j_du,omega_cmd_rms,source_file
bi_bu_a2_sentinel,a2_freeze_early_seed21,a2_freeze_early_seed21,path_closed_loop_sharp_turn_transition_theta10_v1,0.905561237973448,false,false,0.0560260231495886,0.355759992353433,0.0338441784005454,2.40977291147458,0.0941753341652492,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\15_bi_bu_uncertainty_stabilization\06_sentinel_closed_loop\sentinel_closed_loop_results.csv
bi_bu_a2_sentinel,a2_freeze_early_seed42,a2_freeze_early_seed42,path_closed_loop_sharp_turn_transition_theta10_v1,0.83736334626728,false,false,0.041290475536912,0.318342107101658,0.0328113802846128,2.94825824203367,0.0956515239562226,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\15_bi_bu_uncertainty_stabilization\06_sentinel_closed_loop\sentinel_closed_loop_results.csv
modern_base_recipe_16,modern_base_seed21,modern_base_seed21,path_factory_logistics_showcase_theta10_v3,1.33073819193599,true,false,0.0384095060688109,0.766760067231181,0.0568317512295858,1.06012193168657,0.0821227419157147,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\16_recipe_vs_deployment_comparison\09_modern_base_closed_loop\01_closed_loop_runs\path_factory_logistics_showcase_theta10_v3\modern_base_recipe_summary.csv
modern_base_recipe_16,modern_base_seed42,modern_base_seed42,path_factory_logistics_showcase_theta10_v3,205.78872834781,true,true,0.740812276908225,11.5870080737147,0.35488474771447,1046.27624666679,0.656215785621877,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\16_recipe_vs_deployment_comparison\09_modern_base_closed_loop\01_closed_loop_runs\path_factory_logistics_showcase_theta10_v3\modern_base_recipe_summary.csv
modern_base_recipe_16,modern_base_seed101,modern_base_seed101,path_factory_logistics_showcase_theta10_v3,135.079575090136,true,true,0.922660376144018,6.38727345770071,0.256715994379721,666.561336138711,0.7026734887323,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\16_recipe_vs_deployment_comparison\09_modern_base_closed_loop\01_closed_loop_runs\path_factory_logistics_showcase_theta10_v3\modern_base_recipe_summary.csv
modern_base_recipe_16,modern_base_seed21,modern_base_seed21,path_closed_loop_long_updown_theta10_v1,0.976939727897031,false,false,0.0370253694106497,0.780488373131362,0.0440965252561971,6.38621200034306,0.0596008307796208,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\16_recipe_vs_deployment_comparison\09_modern_base_closed_loop\01_closed_loop_runs\path_closed_loop_long_updown_theta10_v1\modern_base_recipe_summary.csv
modern_base_recipe_16,modern_base_seed42,modern_base_seed42,path_closed_loop_long_updown_theta10_v1,1.07518095876184,true,false,0.0497978924471803,0.900437785443668,0.0429208292316966,6.80251747909434,0.0562779586198747,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\16_recipe_vs_deployment_comparison\09_modern_base_closed_loop\01_closed_loop_runs\path_closed_loop_long_updown_theta10_v1\modern_base_recipe_summary.csv
modern_base_recipe_16,modern_base_seed101,modern_base_seed101,path_closed_loop_long_updown_theta10_v1,1.08949088765015,true,false,0.0474314360436088,0.890435363777938,0.0467362363374677,7.0138128009325,0.058550674283041,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\16_recipe_vs_deployment_comparison\09_modern_base_closed_loop\01_closed_loop_runs\path_closed_loop_long_updown_theta10_v1\modern_base_recipe_summary.csv
modern_base_recipe_16,modern_base_seed21,modern_base_seed21,path_closed_loop_sharp_turn_transition_theta10_v1,0.800564843192012,false,false,0.0344601876271659,0.465579689527345,0.0384048600070993,2.05057906918558,0.0743981640487991,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\16_recipe_vs_deployment_comparison\09_modern_base_closed_loop\01_closed_loop_runs\path_closed_loop_sharp_turn_transition_theta10_v1\modern_base_recipe_summary.csv
modern_base_recipe_16,modern_base_seed42,modern_base_seed42,path_closed_loop_sharp_turn_transition_theta10_v1,1.45212214367507,true,false,0.0649121573101113,0.873348615265573,0.0664725662999436,6.70112492584106,0.0874928465222301,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\16_recipe_vs_deployment_comparison\09_modern_base_closed_loop\01_closed_loop_runs\path_closed_loop_sharp_turn_transition_theta10_v1\modern_base_recipe_summary.csv
modern_base_recipe_16,modern_base_seed101,modern_base_seed101,path_closed_loop_sharp_turn_transition_theta10_v1,1.02961117523575,true,false,0.0484505731110382,0.68385375984906,0.0529982530067446,1.81820896823139,0.0798157234094821,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\16_recipe_vs_deployment_comparison\09_modern_base_closed_loop\01_closed_loop_runs\path_closed_loop_sharp_turn_transition_theta10_v1\modern_base_recipe_summary.csv
