case_index,controller,model_name,path_name,path_file,ref_file,disturbance_level,disturbance_scale,disturbance_noise_scale,disturbance_process_scale,noise_enabled,noise_signature,process_signature,seed,status,message,elapsed_sec,n_samples,ey_rmse,ey_peak,epsi_rmse,epsi_peak,ev_rmse,eomega_rmse,j_du,viol_rate,F_sat_pct,omega_sat_pct,realtime_p50_ms,realtime_p95_ms,realtime_p99_ms,timeout_rate,timeseries_file
11,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,2010.2408667,11950,0,0,0,0,0.0513035369064252,0,708098.577674525,0,0,0,0.1446694,0.351784525,0.367537939,0,
12,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,2015.814867,11950,0,0,0,0,0.0506194806781247,0,667998.629041683,0,0,0,0.1447899,0.352457055,0.365818228,0,
13,GRU,LPVMPC_AGV_simulink_GRU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,190.1018451,14950,0.013279993546696,0.0775631661238018,0.0349118743012371,0.102509008227623,0.0380033857417208,0.0183423408899141,13041.669027999,0,0,0,0.0107516,0.01197735,0.012819767,0,
14,GRU,LPVMPC_AGV_simulink_GRU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,187.8994172,14950,0.0133037799846922,0.0775382161711175,0.0360978730657329,0.102723100006594,0.0385043265778187,0.0185409347393849,13171.0069450948,0,0,0,0.01089045,0.01197582,0.01253332,0,
15,GRU,LPVMPC_AGV_simulink_GRU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,188.1235129,14950,0.0134121189937237,0.0777162012333131,0.0325978458214333,0.105487018525503,0.0465848993332537,0.0164270889942344,13071.0627845996,0,0,0,0.01084135,0.0120778,0.013513872,0,
16,GRU,LPVMPC_AGV_simulink_GRU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,186.0560782,14950,0.0133656941954429,0.0777166230163472,0.0347572997649763,0.10529308261036,0.0442905883019471,0.0173342057951938,12317.4130583943,0,0,0,0.01079075,0.011844255,0.012449526,0,
17,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,143.3922453,11950,0.0442607015550065,0.181061451121993,0.0419771322697604,0.262646485825472,0.00572596516628376,0.0431415428709036,1128.46299412814,0,0,0,0.0109282,0.012561765,0.013635852,0,
18,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,141.0865175,11950,0.0442105204361708,0.181007252647168,0.0421341346780958,0.262923596453111,0.00569026708186884,0.0431847271680456,790.173140642628,0,0,0,0.0107213,0.012366575,0.013321816,0,
19,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,141.9326577,11950,0.0442264856154992,0.180875522656804,0.0423663041384264,0.264870861868545,0.00604617082591668,0.0435018914073513,1203.18370885541,0,0,0,0.0107819,0.012460975,0.013473087,0,
20,GRU,LPVMPC_AGV_simulink_GRU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,141.0386086,11950,0.0441823561903498,0.180875522656804,0.0425008991706403,0.264870861868545,0.00602253630368657,0.0435506255834436,933.316851328179,0,0,0,0.0107417,0.01224807,0.013259885,0,
21,GRU,LPVMPC_AGV_simulink_GRU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,134.2414066,11950,0,0,0,0,0.0372451350530934,0,11135.0120915591,0,0,0,0.0105883,0.01170813,0.012210028,0,
22,GRU,LPVMPC_AGV_simulink_GRU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,134.7998697,11950,0,0,0,0,0.0381299986365472,0,11477.2519265732,0,0,0,0.0106315,0.01171395,0.012259404,0,
23,GRU,LPVMPC_AGV_simulink_GRU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,133.7983479,11950,0,0,0,0,0.0572032569204544,0,11932.6722000658,0,0,0,0.01054005,0.011649075,0.012135355,0,
24,GRU,LPVMPC_AGV_simulink_GRU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,134.2297231,11950,0,0,0,0,0.0580486997050046,0,12297.3645271432,0,0,0,0.01058975,0.011708575,0.012230804,0,
25,IMU,LPVMPC_AGV_simulink_IMU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,138.0012871,14950,0.034133221662833,0.175433006860081,0.163071953372628,0.349783706578168,0.0939594149936628,0.0498427568368112,2682425.96385954,0.00468227424749164,0.408026755852843,0.287625418060201,0.00728115,0.00890161,0.0097957,0,
26,IMU,LPVMPC_AGV_simulink_IMU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,127.1973092,14950,0.0183978615668203,0.101054312191545,0.0442065251820846,0.107490974417058,0.0910809101066599,0.0182175762997018,5090.863670377,0,0,0,0.00695775,0.00771423,0.00808451,0,
27,IMU,LPVMPC_AGV_simulink_IMU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,129.0941017,14950,0.0185435842956479,0.102301962565051,0.0422914470679226,0.0996963218538944,0.0934771165147389,0.0180661487297553,5322.72665044124,0,0,0,0.00701825,0.008032985,0.008632069,0,
28,IMU,LPVMPC_AGV_simulink_IMU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,130.5074674,14950,0.0184855562322179,0.101102832936804,0.0449615393536565,0.108763823715885,0.0935779608056671,0.01851535549726,5199.66755326913,0,0,0,0.0071321,0.00801241,0.008544006,0,
29,IMU,LPVMPC_AGV_simulink_IMU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,96.4157639,11950,0.0526252312805321,0.200030620751689,0.045786022463825,0.270685278714944,0.00571546362352317,0.043475431657706,678.457003159042,0.000167364016736402,0,0.0167364016736402,0.00704805,0.008444,0.009531928,0,
30,IMU,LPVMPC_AGV_simulink_IMU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,96.4647117,11950,0.0526064133778675,0.199828228180392,0.0463598185250823,0.272690008889422,0.00570827372750161,0.043770198405901,675.794541891487,0.000251046025104603,0,0.0251046025104603,0.0070423,0.008529665,0.009632223,0,
31,IMU,LPVMPC_AGV_simulink_IMU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,96.0857021,11950,0.0526785063371773,0.200103379994588,0.046219435719219,0.273220796252115,0.00604100609931063,0.0438369458926971,706.824020771725,0.000167364016736402,0,0.0167364016736402,0.00696565,0.00847491,0.009726551,0,
32,IMU,LPVMPC_AGV_simulink_IMU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,96.4129777,11950,0.0526423909742942,0.199856414932973,0.0467996329643287,0.275350687926043,0.00603676296756421,0.0441507841190145,703.426590857088,0.000251046025104603,0,0.0251046025104603,0.0070508,0.00846895,0.009633113,0,
33,IMU,LPVMPC_AGV_simulink_IMU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,89.7689678,11950,0,0,0,0,0.187835182640645,0,965.220660275652,0,0,0,0.0069516,0.007766355,0.008145,0,
34,IMU,LPVMPC_AGV_simulink_IMU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,89.6012931,11950,0,0,0,0,0.200228547689699,0,952.348255529021,0,0,0,0.0069367,0.00779913,0.008248351,0,
35,IMU,LPVMPC_AGV_simulink_IMU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,107.6610122,11950,0,0,0,0,0.205454201216565,0,994.698547502791,0,0,0,0.00741365,0.015584865,0.018245347,0,
36,IMU,LPVMPC_AGV_simulink_IMU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,90.5937492,11950,0,0,0,0,0.205705442635539,0,993.994082964238,0,0,0,0.0070021,0.007804995,0.008219679,0,
