case_index,controller,model_name,path_name,path_file,ref_file,disturbance_level,disturbance_scale,disturbance_noise_scale,disturbance_process_scale,noise_enabled,noise_signature,process_signature,seed,status,message,elapsed_sec,n_samples,ey_rmse,ey_peak,epsi_rmse,epsi_peak,ev_rmse,eomega_rmse,j_du,viol_rate,F_sat_pct,omega_sat_pct,realtime_p50_ms,realtime_p95_ms,realtime_p99_ms,timeout_rate,timeseries_file
1,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,2766.7109415,14950,0.0345354769434068,0.23130240437187,0.150482744534478,0.366897581610622,0.0674352116292587,0.0505717532874182,4856868.65188346,0.00682274247491639,0.581939799331104,0.381270903010033,0.2115123,0.41096819,0.434072132,0,
2,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,2573.3827237,14950,0.0562335025571553,0.386775259656866,0.187219234050286,0.481513085051863,0.086262217579915,0.0653162429223152,10800374.5354294,0.019933110367893,1.73244147157191,0.896321070234114,0.22520635,0.355742335,0.372403182,0,
3,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,3332.7019794,14950,0.0231723417990689,0.146772232884081,0.121022496077634,0.286197213672449,0.0533195288842302,0.0447506876687859,3557080.88736741,0.0031438127090301,0.22742474916388,0.0936454849498328,0.17194125,0.520717005,0.568360587,0,
4,Mamba2,LPVMPC_AGV_simulink_Mamba,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,2549.1423289,14950,0.0325214260804422,0.239222978713265,0.142063375610124,0.366273814265826,0.0595059681728267,0.0514380972789517,5610852.97744891,0.00795986622073579,0.548494983277592,0.474916387959866,0.26018295,0.353342285,0.369904276,0,
5,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,2025.6462953,11950,0.0461470235253163,0.211325501424029,0.0647851798773683,0.376625493774466,0.0158920567717703,0.0568781683525459,42207.9541534004,0,0,0.00836820083682008,0.13592565,0.35278913,0.366682521,0,
6,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,2025.3311932,11950,0.0460732426120917,0.213192438436759,0.066286462277387,0.37914707406752,0.0148748052102503,0.057647708842939,34019.8763000853,0,0,0,0.139817,0.35334527,0.36951746,0,
7,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,1,ok,,2024.902694,11950,0.0457039950412155,0.196421257347064,0.0586301451051567,0.345747151434415,0.0136686455387039,0.0536299629599944,35607.0217299452,0,0,0,0.14933,0.35258499,0.36714333,0,
8,Mamba2,LPVMPC_AGV_simulink_Mamba,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1.5,1.5,0.7,1,5.65308996938996,763.587975,2,ok,,2024.6996132,11950,0.0455563757932382,0.200648465858866,0.0612154654329193,0.352632713964077,0.0124580382437338,0.0548675861700998,28826.5381379867,8.36820083682008e-05,0,0.00836820083682008,0.1385848,0.35251611,0.367530674,0,
9,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,1,ok,,2009.982228,11950,0,0,0,0,0.0577287509961695,0,778356.300224013,0,0,0,0.1454257,0.35169186,0.364703979,0,
10,Mamba2,LPVMPC_AGV_simulink_Mamba,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,1,0.35,1,3.76872664625997,783.0639875,2,ok,,2013.6218569,11950,0,0,0,0,0.0570119240840333,0,763201.736003629,0,0,0,0.1348155,0.35181546,0.368094296,0,
